;name;github_id;dockerhub_id;pypi_id;npm_id;helm_id;brew_id;apt_id;yum_id;maven_id;category;github_url;homepage;created_at;updated_at;fork_count;open_issue_count;closed_issue_count;star_count;commit_count;latest_stable_release_published_at;latest_stable_release_number;release_count;description;contributor_count;sourcerank;pypi_url;license;dependent_project_count;pypi_dependent_project_count;pypi_monthly_downloads;monthly_downloads;npm_url;npm_dependent_project_count;npm_monthly_downloads;maven_url;maven_dependent_project_count;dockerhub_url;dockerhub_stars;dockerhub_pulls;show;sourcerank_placing;gem_id;conda_id;go_id;conda_url;github_dependent_project_count;pkg_id;cran_od;conda_dependent_project_count;github_release_downloads;zypper_id;docs_url;yarn_id;cran_id;nuget_id;snap_id
10;Jupyter;jupyter/notebook;jupyter/datascience-notebook;jupyter;;;;;;;dev-environments;https://github.com/jupyter/notebook;https://github.com/jupyter/notebook;2015-04-09 06:58:03+00:00;2019-10-29 22:48:39+00:00;2680;1659.0;1806.0;6972;11580.0;2018-11-05 02:14:50+00:00;5.6.0;14.0;Jupyter Interactive Notebook.;457;35;https://pypi.org/project/jupyter;BSD-3-Clause;53822.0;12938.0;1821478.0;1935950.0;;;;;;https://hub.docker.com/r/jupyter/datascience-notebook;551.0;6181519.0;True;1;;;;;40884.0;;;;;;;;;;
11;Minio;minio/minio;minio/minio;minio;minio;bitnami/minio;minio/stable/minio;;;io.minio:minio;data-storage;https://github.com/minio/minio;https://github.com/minio/minio;2015-01-14 19:23:58+00:00;2019-10-30 00:16:55.775285+00:00;1762;142.0;3460.0;18932;6120.0;2019-10-29 02:41:15+00:00;5.0.4;100.0;MinIO is a high performance object storage server compatible with..;198;34;https://pypi.org/project/minio;Apache-2.0;736.0;288.0;112631.0;4992245.0;https://www.npmjs.com/package/minio;250.0;80751.0;https://search.maven.org/artifact/io.minio/minio;198.0;https://hub.docker.com/r/minio/minio;271.0;273535227.0;True;2;;conda-forge/minio;github.com/minio/minio-go/v6;https://anaconda.org/conda-forge/minio;;minio;;;;;;;;;
12;Neo4j;neo4j/neo4j;neo4j;neo4j;neo4j-driver;;;neo4j;neo4j;org.neo4j:neo4j;data-storage;https://github.com/neo4j/neo4j;https://github.com/neo4j/neo4j;2012-11-12 08:46:15+00:00;2019-10-29 11:17:10+00:00;1692;233.0;2413.0;7754;31427.0;2019-10-04 16:11:13+00:00;1.7.5;257.0;Graphs for Everyone.;257;34;https://pypi.org/project/neo4j;GPL-3.0;4198.0;30.0;64828.0;897939.0;https://www.npmjs.com/package/neo4j-driver;822.0;98780.0;https://search.maven.org/artifact/org.neo4j/neo4j;2788.0;https://hub.docker.com/r/_/neo4j;724.0;60949491.0;False;2;;;github.com/neo4j/neo4j-go-driver/neo4j;;558.0;;;;;neo4j;;;;;
13;Numba;numba/numba;;numba;;;;;;;accelerators;https://github.com/numba/numba;https://github.com/numba/numba;2012-03-08 11:12:43+00:00;2019-10-29 22:05:23+00:00;567;984.0;1688.0;4647;15070.0;2019-10-25 16:19:44+00:00;0.46.0;66.0;NumPy aware dynamic Python compiler using LLVM.;160;34;https://pypi.org/project/numba;BSD-2-Clause;14472.0;2888.0;848526.0;848526.0;;;;;;;;;True;1;;numba;;https://anaconda.org/anaconda/numba;11584.0;;;0.0;;;;;;;
14;Grafana;grafana/grafana;grafana/grafana;;;;grafana;grafana;;;data-viz;https://github.com/grafana/grafana;https://github.com/grafana/grafana;2013-12-11 15:59:56+00:00;2019-10-29 22:40:42+00:00;6154;2301.0;11694.0;32959;23007.0;2019-10-16 14:38:55+00:00;6.4.3;100.0;The tool for beautiful monitoring and metric analytics & dashboards..;1105;33;;Apache-2.0;6.0;;;8115432.0;;;;;;https://hub.docker.com/r/grafana/grafana;1257.0;568080262.0;True;1;;;;;6.0;;;;;;;;;;
15;Airflow;apache/airflow;apache/airflow;apache-airflow;;stable/airflow;;;;;pipelines;https://github.com/apache/airflow;https://github.com/apache/airflow;2015-04-13 18:04:58+00:00;2019-10-29 22:19:27+00:00;5229;306.0;;14467;7280.0;2019-09-04 10:35:13+00:00;1.10.5;31.0;Platform to programmatically author, schedule, and monitor workflows.;1226;33;https://pypi.org/project/apache-airflow;Apache-2.0;788.0;206.0;345966.0;350703.0;;;;;;https://hub.docker.com/r/apache/airflow;54.0;255596.0;True;1;;conda-forge/airflow;;https://anaconda.org/conda-forge/airflow;582.0;;;;231.0;;;;;;
16;luigi;spotify/luigi;;luigi;;stable/luigi;;;;;pipelines;https://github.com/spotify/luigi;https://github.com/spotify/luigi;2012-09-20 15:06:38+00:00;2019-10-29 08:06:51+00:00;2027;62.0;746.0;12398;3835.0;2019-09-24 20:24:06+00:00;2.8.9;63.0;Luigi is a Python module that helps you build complex pipelines of..;515;33;https://pypi.org/project/luigi;Apache-2.0;1502.0;614.0;178271.0;178271.0;;;;;;;;;True;1;;luigi;;https://anaconda.org/anaconda/luigi;888.0;;;;;;;;;;
17;Flink;apache/flink;flink;;;;;;;org.apache.flink:flink-core;data-processing;https://github.com/apache/flink;https://github.com/apache/flink;2014-06-07 07:00:10+00:00;2019-10-29 21:29:11+00:00;5794;483.0;;10931;18811.0;2019-02-11 15:46:14+00:00;1.7.2;65.0;Stream processing framework with powerful stream- and batch-..;850;33;;Apache-2.0;559.0;;;652166.0;;;;https://search.maven.org/artifact/org.apache.flink/flink-core;456.0;https://hub.docker.com/r/_/flink;125.0;41738679.0;True;1;;;;;103.0;;;;;;;;;;
18;Beam;apache/beam;;apache-beam;;;;;;org.apache.beam:beam-sdks-java-core;data-processing;https://github.com/apache/beam;https://github.com/apache/beam;2016-02-02 08:00:06+00:00;2019-10-29 23:56:09+00:00;2126;135.0;;3444;23678.0;2019-10-07 21:00:22+00:00;2.16.0;19.0;Unified programming model to define and execute data processing..;690;33;https://pypi.org/project/apache-beam;Apache-2.0;396.0;126.0;2172676.0;2172676.0;;;;https://search.maven.org/artifact/org.apache.beam/beam-sdks-java-core;270.0;;;;True;1;;;;;;;;;;;;;;;
19;Hazelcast;hazelcast/hazelcast;hazelcast/hazelcas;hazelcast-python-client;hazelcast-client;stable/hazelcast;;;;com.hazelcast:hazelcast;data-storage;https://github.com/hazelcast/hazelcast;https://github.com/hazelcast/hazelcast;2012-03-21 12:25:18+00:00;2019-10-29 23:18:26+00:00;1178;827.0;5031.0;3388;29276.0;2019-10-24 09:47:52+00:00;3.12.3;181.0;Open Source In-Memory Data Grid.;241;33;https://pypi.org/project/hazelcast-python-client;Apache-2.0;13744.0;1.0;9436.0;11293.0;https://www.npmjs.com/package/hazelcast-client;38.0;1857.0;https://search.maven.org/artifact/com.hazelcast/hazelcast;4962.0;https://hub.docker.com/r/hazelcast/hazelcas;;;True;3;;;github.com/hazelcast/hazelcast-go-client;;8743.0;;;;;;;;;;
20;RethinkDB;rethinkdb/rethinkdb;rethinkdb;rethinkdb;rethinkdb;stable/rethinkdb;;;;com.rethinkdb:rethinkdb-driver;data-storage;https://github.com/rethinkdb/rethinkdb;https://github.com/rethinkdb/rethinkdb;2012-10-30 05:37:47+00:00;2019-10-29 18:23:00+00:00;1710;1444.0;4748.0;23310;;2019-08-30 14:38:13+00:00;2.4.3;67.0;The open-source database for the realtime web.;235;32;https://pypi.org/project/rethinkdb;Apache-2.0;4255.0;854.0;21041.0;656542.0;https://www.npmjs.com/package/rethinkdb;3142.0;32824.0;https://search.maven.org/artifact/com.rethinkdb/rethinkdb-driver;;https://hub.docker.com/r/_/rethinkdb;524.0;50621718.0;True;3;rethinkdb;;;;259.0;;;;2906.0;;;;;;
21;TensorFlow.js;tensorflow/tfjs;;;@tensorflow/tfjs;;;;;;model-deployment;https://github.com/tensorflow/tfjs;https://github.com/tensorflow/tfjs;2018-03-05 05:41:02+00:00;2019-10-30 00:36:26+00:00;933;463.0;1336.0;11945;3364.0;2019-10-25 19:51:28.314000+00:00;1.3.0;69.0;A WebGL accelerated JavaScript library for training and deploying ML..;208;32;;Apache-2.0;6265.0;;;49352.0;https://www.npmjs.com/package/@tensorflow/tfjs;968.0;49352.0;;;;;;True;1;;;;;5297.0;;;;12.0;;;;;;
22;Storm;apache/storm;storm;;;gresearch/storm;;;;org.apache.storm:storm-core;data-processing;https://github.com/apache/storm;https://github.com/apache/storm;2013-11-05 08:00:14+00:00;2019-10-29 17:52:40+00:00;3981;37.0;;6002;10148.0;2019-04-29 00:00:00+00:00;2.0.0;38.0;Distributed real-time computational system for processing data..;473;32;;Apache-2.0;3923.0;;;42290.0;;;;https://search.maven.org/artifact/org.apache.storm/storm-core;3920.0;https://hub.docker.com/r/_/storm;112.0;3002622.0;True;2;;;;;3.0;;;;;;;;;;
23;Spyder;spyder-ide/spyder;;spyder;;;;spyder3;;;dev-environments;https://github.com/spyder-ide/spyder;https://github.com/spyder-ide/spyder;2015-02-16 22:49:48+00:00;2019-10-29 22:56:19+00:00;946;787.0;7806.0;4845;17282.0;2019-07-15 18:49:17+00:00;3.3.6;48.0;Official repository for Spyder - The Scientific Python Development..;180;32;https://pypi.org/project/spyder;MIT;8843.0;1164.0;32411.0;32411.0;;;;;;;;;True;2;;spyder;;https://anaconda.org/anaconda/spyder;7679.0;;;0.0;;;;;;;
24;OrientDB;orientechnologies/orientdb;orientdb;pyorient;orientjs;incubator/orientdb;;;;com.orientechnologies:orientdb-core;data-storage;https://github.com/orientechnologies/orientdb;https://github.com/orientechnologies/orientdb;2012-12-09 20:33:47+00:00;2019-10-29 14:01:17+00:00;795;1428.0;6905.0;4123;15066.0;2019-10-28 12:23:54+00:00;3.1.0-beta1;156.0;OrientDB is the most versatile DBMS supporting Graph, Document,..;174;32;https://pypi.org/project/pyorient;Apache-2.0;1210.0;40.0;3392.0;138263.0;https://www.npmjs.com/package/orientjs;200.0;18511.0;https://search.maven.org/artifact/com.orientechnologies/orientdb-core;636.0;https://hub.docker.com/r/_/orientdb;120.0;9541544.0;True;3;;;;;334.0;;;;;;;;;;
25;Kibana;elastic/kibana;kibana;;;;;;;;data-viz;https://github.com/elastic/kibana;https://github.com/elastic/kibana;2013-01-26 04:00:59+00:00;2019-10-30 00:12:05+00:00;4820;5056.0;14123.0;14775;28676.0;2019-10-23 14:24:00+00:00;7.4.1;12.0;Your window into the Elastic Stack.;479;31;;Apache-2.0;5.0;;;871954.0;;;;;;https://hub.docker.com/r/_/kibana;1614.0;70628282.0;True;1;;;;;5.0;;;;;;https://www.elastic.co/guide/en/kibana/current/index.html;;;;
26;ArangoDB;arangodb/arangodb;arangodb;pyarango;arangojs;;arangodb;;;com.arangodb:arangodb-java-driver;data-storage;https://github.com/arangodb/arangodb;https://github.com/arangodb/arangodb;2011-10-26 06:42:00+00:00;2019-10-29 23:48:25+00:00;570;529.0;2971.0;8925;45273.0;2019-09-05 00:00:00+00:00;6.2.0;90.0;ArangoDB is a native multi-model database with flexible data models..;122;31;https://pypi.org/project/pyarango;Apache-2.0;550.0;6.0;5567.0;184883.0;https://www.npmjs.com/package/arangojs;416.0;20151.0;https://search.maven.org/artifact/com.arangodb/arangodb-java-driver;128.0;https://hub.docker.com/r/_/arangodb;168.0;15279922.0;True;3;;;github.com/arangodb/go-driver;;;;;;;;;arangojs;;;
27;JupyterHub;jupyterhub/jupyterhub;jupyterhub/jupyterhub;jupyterhub;;;;;;;dev-environments;https://github.com/jupyterhub/jupyterhub;https://github.com/jupyterhub/jupyterhub;2014-06-12 23:22:10+00:00;2019-10-29 14:43:51+00:00;1227;362.0;1260.0;5354;3834.0;2019-05-03 14:13:53+00:00;1.0.0;35.0;Multi-user server for Jupyter notebooks.;181;31;https://pypi.org/project/jupyterhub;BSD-3-Clause;1087.0;452.0;41625.0;57443.0;;;;;;https://hub.docker.com/r/jupyterhub/jupyterhub;224.0;1012384.0;True;2;;;;;635.0;;;;;;;;;;
28;Ignite;apache/ignite;apacheignite/ignite;pyignite;apache-ignite-client;stable/ignite;;;;org.apache.ignite:ignite-core;data-storage;https://github.com/apache/ignite;https://github.com/apache/ignite;2015-02-19 08:00:05+00:00;2019-10-29 17:54:12+00:00;1358;430.0;;2869;26355.0;2018-12-10 21:06:23.011000+00:00;1.0.0;20.0;Memory-centric distributed database, caching and processing platform..;315;31;https://pypi.org/project/pyignite;Apache-2.0;457.0;;1497.0;170423.0;https://www.npmjs.com/package/apache-ignite-client;;263.0;https://search.maven.org/artifact/org.apache.ignite/ignite-core;456.0;https://hub.docker.com/r/apacheignite/ignite;56.0;9445140.0;True;3;;;;;1.0;;;;;;;;;;
29;Atom;atom/atom;;;;;;;;;dev-environments;https://github.com/atom/atom;https://github.com/atom/atom;2012-01-20 18:18:21+00:00;2019-10-29 00:12:38+00:00;13108;563.0;14710.0;50256;37289.0;2019-10-23 15:30:27+00:00;1.41.0;100.0;The hackable text editor.;535;30;;MIT;;;;187028.0;;;;;;;;;True;2;;;;;;;;;4488687.0;;;;;;
30;Cassandra;apache/cassandra;cassandra;cassandra-driver;cassandra-driver;incubator/cassandra;;;;com.datastax.oss:java-driver-core;data-storage;https://github.com/apache/cassandra;https://github.com/apache/cassandra;2009-05-21 02:10:09+00:00;2019-10-29 21:18:04+00:00;2447;149.0;;6556;;2019-10-21 14:05:23.901000+00:00;4.3.0;63.0;Distributed, wide column store, NoSQL database designed to handle..;395;30;https://pypi.org/project/cassandra-driver;Apache-2.0;2386.0;1146.0;244342.0;1042871.0;https://www.npmjs.com/package/cassandra-driver;1240.0;133815.0;;;https://hub.docker.com/r/_/cassandra;1044.0;83089317.0;True;3;cassandra-driver;;github.com/gocql/gocql;;;;;;;;;;;;
31;Eclipse Che;eclipse/che;eclipse/che;;;;;;;org.eclipse.che:bootstrapper;dev-environments;https://github.com/eclipse/che;https://github.com/eclipse/che;2015-03-26 15:31:01+00:00;2019-10-29 21:57:54+00:00;1077;944.0;7786.0;5908;8250.0;2019-09-20 00:00:00+00:00;6.19.6;18.0;Eclipse Che: Next-generation Eclipse IDE. Open source workspace..;164;30;;EPL-2.0;73.0;;;71075.0;;;;https://search.maven.org/artifact/org.eclipse.che/bootstrapper;1.0;https://hub.docker.com/r/eclipse/che;131.0;3909155.0;True;2;;;;;72.0;;;;;;;;;;
32;H2O;h2oai/h2o-3;;h2o;;;;;;;ml-platforms;https://github.com/h2oai/h2o-3;https://github.com/h2oai/h2o-3;2014-03-03 16:08:07+00:00;2019-10-29 23:51:46+00:00;1618;98.0;;4407;25731.0;;;93.0;Open Source Fast Scalable Machine Learning Platform For Smarter..;183;30;https://pypi.org/project/h2o;Apache-2.0;248.0;45.0;70041.0;70041.0;;;;;;;;;True;1;;;;;203.0;;;;;;;;h2o;;
33;TensorFlow Serving;tensorflow/serving;tensorflow/serving;tensorflow-serving-api;;;;tensorflow-model-server;;;model-deployment;https://github.com/tensorflow/serving;https://github.com/tensorflow/serving;2016-01-26 21:48:20+00:00;2019-10-29 19:03:09+00:00;1523;29.0;977.0;3997;4554.0;2019-10-21 21:25:45+00:00;2.0.0;35.0;A flexible, high-performance serving system for machine learning..;140;30;https://pypi.org/project/tensorflow-serving-api;Apache-2.0;58.0;58.0;539903.0;717204.0;;;;;;https://hub.docker.com/r/tensorflow/serving;66.0;7978580.0;True;1;;;;;;;;;;;https://www.tensorflow.org/tfx/guide/serving;;;;
34;Netdata;netdata/netdata;netdata/netdata;;;;;;;;others;https://github.com/netdata/netdata;https://github.com/netdata/netdata;2013-06-17 18:39:10+00:00;2019-10-30 00:04:33+00:00;3802;616.0;3622.0;42177;9136.0;2019-10-18 16:17:10+00:00;1.18.1;26.0;Real-time performance monitoring, done right! https://my-netdata.io/.;340;29;;GPL-3.0;;;;920247.0;;;;;;https://hub.docker.com/r/netdata/netdata;113.0;69420410.0;False;1;;;;;;;;;334261.0;;;;;;
35;Metabase;metabase/metabase;metabase/metabase;;;table/metabase;;;;;business-intelligence;https://github.com/metabase/metabase;https://github.com/metabase/metabase;2015-02-02 19:25:47+00:00;2019-10-30 00:33:17+00:00;2306;2083.0;4333.0;17559;18520.0;2019-10-08 20:06:00+00:00;0.33.4;95.0;The simplest, fastest way to get business intelligence and analytics..;220;29;;AGPL-3.0;1.0;;;475973.0;;;;;;https://hub.docker.com/r/metabase/metabase;150.0;26653449.0;False;1;;;;;1.0;;;;1027.0;;https://www.metabase.com/docs/latest/;;;;
36;Glances;nicolargo/glances;nicolargo/glances;glances;;;glances;;;;others;https://github.com/nicolargo/glances;https://github.com/nicolargo/glances;2011-12-04 08:49:15+00:00;2019-10-27 10:44:25+00:00;954;122.0;996.0;14414;3604.0;2019-07-17 15:55:42+00:00;3.1.2;46.0;Glances an Eye on your system. A top/htop alternative for GNU/Linux,..;110;29;https://pypi.org/project/glances;LGPL-3.0;200.0;44.0;44199.0;326110.0;;;;;;https://hub.docker.com/r/nicolargo/glances;46.0;26499111.0;False;1;;;;;156.0;;;;347.0;;;;;;
37;Kafka;apache/kafka;bitnami/kafka;kafka;;incubator/kafka;;;;org.apache.kafka:kafka;data-processing;https://github.com/apache/kafka;https://github.com/apache/kafka;2011-08-15 18:06:16+00:00;2019-10-30 00:29:17+00:00;7399;699.0;;14053;;2017-10-07 23:53:13+00:00;1.3.5;18.0;Distributed streaming platform that is used to build real time..;751;29;https://pypi.org/project/kafka;Apache-2.0;382.0;330.0;434697.0;609588.0;;;;https://search.maven.org/artifact/org.apache.kafka/kafka;52.0;https://hub.docker.com/r/bitnami/kafka;86.0;17139334.0;True;2;;;;;;;;;;;;;;;
38;Hadoop;apache/hadoop;;;;stable/hadoop;;;;org.apache.hadoop:hadoop-common;data-processing;https://github.com/apache/hadoop;https://github.com/apache/hadoop;2014-08-28 07:00:08+00:00;2019-10-30 00:48:02+00:00;6050;264.0;;9754;9714.0;2018-08-02 16:56:10+00:00;3.1.1;206.0;Framework that allows for the distributed processing of large data..;395;29;;Apache-2.0;11912.0;;;;;;;https://search.maven.org/artifact/org.apache.hadoop/hadoop-common;11854.0;;;;True;2;;;;;58.0;;;;;;;;;;
39;Adminer;vrana/adminer;adminer;;;mogaal/adminer;;;;;db-gui;https://github.com/vrana/adminer;https://github.com/vrana/adminer;2010-04-25 08:30:07+00:00;2019-10-25 09:51:12.882808+00:00;742;10.0;;4059;3550.0;2019-10-22 06:38:12+00:00;4.7.4;14.0;Database management in a single PHP file.;124;29;;Apache-2.0;52.0;;;758625.0;;;;;;https://hub.docker.com/r/_/adminer;299.0;79590607.0;True;1;;;;;52.0;;;;2116203.0;;;;;;
40;mongo-express;mongo-express/mongo-express;mongo-express;;mongo-express;;;;;;db-gui;https://github.com/mongo-express/mongo-express;https://github.com/mongo-express/mongo-express;2012-04-23 20:11:25+00:00;2019-10-29 06:42:02.977012+00:00;638;61.0;238.0;3950;1086.0;2019-07-20 22:07:15.694000+00:00;0.53.0;163.0;Web-based MongoDB admin interface, written with Node.js and express.;109;29;;MIT;940.0;;;376116.0;https://www.npmjs.com/package/mongo-express;374.0;5620.0;;;https://hub.docker.com/r/_/mongo-express;545.0;33344686.0;True;1;;;;;566.0;;;;;;;;;;
41;CuPy;cupy/cupy;cupy/cupy;cupy;;;;;;;accelerators;https://github.com/cupy/cupy;https://github.com/cupy/cupy;2016-11-01 09:54:45+00:00;2019-10-29 16:33:55+00:00;309;279.0;398.0;3635;14983.0;2019-10-25 06:37:32+00:00;6.5.0;58.0;NumPy-like API accelerated with CUDA.;216;29;https://pypi.org/project/cupy;MIT;170.0;170.0;11779.0;12993.0;;;;;;https://hub.docker.com/r/cupy/cupy;4.0;42515.0;True;2;;;;;;;;;;;;;;;
42;Apache NiFi;apache/nifi;apache/nifi;;;;;;;org.apache.nifi:nifi-api;pipelines;https://github.com/apache/nifi;https://github.com/apache/nifi;2014-12-12 08:00:05+00:00;2019-10-29 22:36:17+00:00;1491;211.0;;1887;5426.0;2018-07-12 18:48:44+00:00;1.8.0;34.0;Integrated data logistics platform for automating the movement of..;342;29;;Apache-2.0;214.0;;;17195.0;;;;https://search.maven.org/artifact/org.apache.nifi/nifi-api;214.0;https://hub.docker.com/r/apache/nifi;144.0;997360.0;True;2;;;;;;;;;;;;;;;
43;Redash;getredash/redash;redash/redash;;;;;;;;business-intelligence;https://github.com/getredash/redash;https://github.com/getredash/redash;2013-10-28 13:19:39+00:00;2019-10-30 00:41:28+00:00;2293;438.0;1332.0;14245;6774.0;2019-10-28 11:29:13+00:00;8.0.0;94.0;Make Your Company Data Driven. Connect to any data source, easily..;326;28;;BSD-2-Clause;;;;138911.0;;;;;;https://hub.docker.com/r/redash/redash;130.0;9986907.0;True;2;;;;;;;;;13904.0;;https://redash.io/help/;;;;
44;Theia;eclipse-theia/theia;theiaide/theia;;@theia/application-manager;;;;;;dev-environments;https://github.com/eclipse-theia/theia;https://github.com/eclipse-theia/theia;2017-02-24 14:42:05+00:00;2019-10-29 20:38:46+00:00;761;1180.0;2549.0;6142;3997.0;2019-09-26 17:43:54.388000+00:00;0.11.0;1389.0;Eclipse Theia is a cloud & desktop IDE framework implemented in..;128;28;;EPL-2.0;273.0;;;42104.0;https://www.npmjs.com/package/@theia/application-manager;88.0;14163.0;;;https://hub.docker.com/r/theiaide/theia;31.0;894140.0;True;2;;;;;185.0;;;;;;;;;;
45;CrateDB;crate/crate;crate;crate;;crate/crate;;;;io.crate:crate-jdbc;data-storage;https://github.com/crate/crate;https://github.com/crate/crate;2013-04-10 09:17:16+00:00;2019-10-29 21:40:57+00:00;342;87.0;750.0;2732;10176.0;2019-08-01 08:41:09+00:00;0.23.2;73.0;CrateDB is a distributed SQL database that makes it simple to store..;79;28;https://pypi.org/project/crate;Apache-2.0;42.0;42.0;4093.0;173117.0;;;;;;https://hub.docker.com/r/_/crate;140.0;13183911.0;True;3;;;;;;;;;;;;;;;
46;Superset;apache/incubator-superset;amancevice/superset;apache-superset;;stable/superset;;;;;business-intelligence;https://github.com/apache/incubator-superset;https://github.com/apache/incubator-superset;2015-07-21 18:55:34+00:00;2019-10-30 00:29:40+00:00;5269;243.0;3729.0;26870;4505.0;2019-09-18 06:23:04+00:00;0.34.0;11.0;Apache Superset (incubating) is a modern, enterprise-ready business..;443;27;https://pypi.org/project/apache-superset;Apache-2.0;;;709.0;23774.0;;;;;;https://hub.docker.com/r/amancevice/superset;206.0;1176346.0;True;2;;;;;;;;;;;https://superset.incubator.apache.org/;;;;
47;OpenFaaS;openfaas/faas;openfaas/gateway;;;openfaas/openfaas;;;;;faas;https://github.com/openfaas/faas;https://github.com/openfaas/faas;2016-12-22 12:51:39+00:00;2019-10-29 08:33:39+00:00;1270;59.0;570.0;15953;1744.0;2019-10-15 21:27:01+00:00;0.18.2;100.0;OpenFaaS - Serverless Functions Made Simple.;136;27;;MIT;;;;213925.0;;;;;;https://hub.docker.com/r/openfaas/gateway;3.0;7099086.0;True;1;;;;;;;;;138484.0;;;;;;
48;PredictionIO;apache/predictionio;predictionio/pio;predictionio;;;;;;;ml-platforms;https://github.com/apache/predictionio;https://github.com/apache/predictionio;2013-01-25 19:42:32+00:00;2019-10-24 18:11:40+00:00;1905;76.0;;12145;4476.0;2017-10-24 13:13:23+00:00;0.9.9;15.0;PredictionIO, a machine learning server for developers and ML..;157;27;https://pypi.org/project/predictionio;Apache-2.0;15.0;15.0;1353.0;1460.0;;;;;;https://hub.docker.com/r/predictionio/pio;3.0;1378.0;True;2;;;;;;;;;3790.0;;;;;;
49;LabelImg;tzutalin/labelImg;;labelImg;;;;;;;data-labeling;https://github.com/tzutalin/labelImg;https://github.com/tzutalin/labelImg;2015-09-17 01:33:59+00:00;2019-10-29 01:23:16+00:00;2854;128.0;252.0;8745;344.0;2019-05-26 04:18:13+00:00;1.8.3;25.0;LabelImg is a graphical image annotation tool and label object..;64;27;https://pypi.org/project/labelImg;MIT;43.0;3.0;4038.0;4038.0;;;;;;;;;True;1;;;;;40.0;;;;;;;;;;
50;ungit;FredrikNoren/ungit;;;ungit;;;;;;others;https://github.com/FredrikNoren/ungit;https://github.com/FredrikNoren/ungit;2013-05-19 10:44:44+00:00;2019-10-29 13:34:24+00:00;554;195.0;527.0;8554;3404.0;2019-09-16 08:00:58.422000+00:00;1.4.47;117.0;The easiest way to use git. On any platform. Anywhere.;89;27;;MIT;80.0;;;6132.0;https://www.npmjs.com/package/ungit;32.0;6132.0;;;;;;True;2;;;;;48.0;;;;;;;;;;
51;Kubeflow;kubeflow/kubeflow;;kfp;;;;;;;ml-platforms;https://github.com/kubeflow/kubeflow;https://github.com/kubeflow/kubeflow;2017-11-30 18:44:19+00:00;2019-10-29 23:46:59+00:00;1196;372.0;1886.0;7739;1756.0;2019-10-18 21:45:41+00:00;0.1.32;64.0;Machine Learning Toolkit for Kubernetes.;186;27;https://pypi.org/project/kfp;Apache-2.0;4.0;4.0;11652.0;13647.0;;;;;;;;;True;2;;;;;;;;;37910.0;;;;;;
52;face-api.js;justadudewhohacks/face-api.js;;;face-api.js;;;;;;ml-applications;https://github.com/justadudewhohacks/face-api.js;https://github.com/justadudewhohacks/face-api.js;2018-05-19 06:14:53+00:00;2019-10-28 10:57:59+00:00;1262;112.0;274.0;7706;457.0;2019-09-15 19:06:20+00:00;0.21.0;35.0;JavaScript API for face detection and face recognition in the..;19;27;;MIT;804.0;;;13954.0;https://www.npmjs.com/package/face-api.js;60.0;13954.0;;;;;;True;1;;;;;744.0;;;;;;;;;;
53;MariaDB;MariaDB/server;mariadb;;mariadb;bitnami/mariadb;mariadb;mariadb-server;;;data-storage;https://github.com/MariaDB/server;https://github.com/MariaDB/server;2014-05-15 10:58:50+00:00;2019-10-29 23:52:02+00:00;904;89.0;;6113;;2017-07-19 11:37:42.497000+00:00;2.13.0;14.0;MariaDB server is a community developed fork of MySQL server...;1634;27;;GPL-2.0;164.0;;;13871774.0;https://www.npmjs.com/package/mariadb;164.0;37063.0;;;https://hub.docker.com/r/_/mariadb;3061.0;899256270.0;False;3;;;;;;;;;;;;;;;
54;Orange;biolab/orange3;;orange3;;;;;;;data-viz;https://github.com/biolab/orange3;https://github.com/biolab/orange3;2013-02-22 12:52:56+00:00;2019-10-29 15:01:20+00:00;573;69.0;1165.0;2003;11357.0;2019-10-16 16:42:26+00:00;3.23.1;36.0;Orange: Interactive data analysis https://orange.biolab.si.;95;27;https://pypi.org/project/orange3;GPL-3.0+;328.0;100.0;6401.0;6403.0;;;;;;;;;False;2;;orange3;;https://anaconda.org/anaconda/orange3;228.0;;;;135.0;;;;;;
55;ONNX Runtime;microsoft/onnxruntime;onnx/onnx-ecosystem;onnxruntime;;;;;;;model-deployment;https://github.com/microsoft/onnxruntime;https://github.com/microsoft/onnxruntime;2018-11-10 02:22:53+00:00;2019-10-30 00:37:13+00:00;298;139.0;434.0;1311;1512.0;2019-10-12 23:52:23+00:00;0.5.1;8.0;ONNX Runtime: cross-platform, high performance scoring engine for ML..;113;27;https://pypi.org/project/onnxruntime;MIT;112.0;22.0;46309.0;46729.0;;;;;;https://hub.docker.com/r/onnx/onnx-ecosystem;6.0;684.0;True;2;;;;;90.0;;;;3947.0;;;;;Microsoft.ML.OnnxRuntime;
56;code-server;cdr/code-server;codercom/code-server;;;;;;;;dev-environments;https://github.com/cdr/code-server;https://github.com/cdr/code-server;2019-02-27 16:50:41+00:00;2019-10-29 23:00:53+00:00;1603;209.0;696.0;24445;680.0;2019-10-29 23:00:53+00:00;2.1662-vsc1.39.2;30.0;Run VS Code on a remote server.;67;26;;MIT;;;;824792.0;;;;;;https://hub.docker.com/r/codercom/code-server;110.0;6463315.0;True;2;;;;;;;;;118150.0;;;;;;
