;name;github_id;dockerhub_id;pypi_id;npm_id;helm_id;brew_id;apt_id;yum_id;maven_id;category;github_url;homepage;created_at;updated_at;fork_count;open_issue_count;closed_issue_count;star_count;commit_count;latest_stable_release_published_at;latest_stable_release_number;release_count;description;contributor_count;sourcerank;pypi_url;license;dependent_project_count;pypi_dependent_project_count;pypi_monthly_downloads;monthly_downloads;npm_url;npm_dependent_project_count;npm_monthly_downloads;maven_url;maven_dependent_project_count;dockerhub_url;dockerhub_stars;dockerhub_pulls;show;sourcerank_placing;gem_id;conda_id;go_id;conda_url;github_dependent_project_count;pkg_id;cran_od;conda_dependent_project_count;github_release_downloads;zypper_id;docs_url;yarn_id;cran_id;nuget_id;snap_id
109;n8n.io;n8n-io/n8n;n8nio/n8n;;n8n;;;;;;pipelines;https://github.com/n8n-io/n8n;https://github.com/n8n-io/n8n;2019-06-22 09:24:21+00:00;2019-10-29 22:46:29+00:00;223;27.0;41.0;4653;621.0;2019-10-25 19:53:41.663000+00:00;0.30.0;46.0;Free node based Workflow Automation Tool. Easily automate tasks..;14;21;;Apache-2.0;;;;17682.0;https://www.npmjs.com/package/n8n;;2776.0;;;https://hub.docker.com/r/n8nio/n8n;7.0;59625.0;True;3;;;;;;;;;;;;;;;
110;TVM;dmlc/tvm;tvmai/demo-cpu;;;;;;;;accelerators;https://github.com/dmlc/tvm;https://github.com/dmlc/tvm;2016-10-12 22:20:28+00:00;2019-10-29 23:20:01+00:00;1172;128.0;1054.0;4519;3229.0;2019-02-18 22:49:08+00:00;0.5;5.0;Open deep learning compiler stack for cpu, gpu and specialized..;285;21;;Apache-2.0;;;;35.0;;;;;;https://hub.docker.com/r/tvmai/demo-cpu;2.0;1266.0;True;3;;;;;;;;;;;;;;;
111;OpenBLAS;xianyi/OpenBLAS;;;;;openblas;libopenblas-dev;;;accelerators;https://github.com/xianyi/OpenBLAS;https://github.com/xianyi/OpenBLAS;2011-01-24 06:34:44+00:00;2019-10-28 12:24:19+00:00;804;147.0;1234.0;2973;2459.0;2019-08-11 21:26:51+00:00;0.3.7;22.0;OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD..;152;21;;BSD-3-Clause;;;;11.0;;;;;;;;;True;3;;openblas;;https://anaconda.org/anaconda/openblas;;;;;877.0;;;;;;
112;IronFunctions;iron-io/functions;iron/functions;;;;iron-functions;;;;faas;https://github.com/iron-io/functions;https://github.com/iron-io/functions;2016-06-22 22:19:22+00:00;2018-12-04 00:09:45+00:00;205;93.0;218.0;2670;904.0;2018-01-26 04:52:36+00:00;0.2.72;100.0;IronFunctions - the serverless microservices platform by.;136;21;;Apache-2.0;;;;8504.0;;;;;;https://hub.docker.com/r/iron/functions;12.0;335762.0;True;3;;;;;;;;;3768.0;;;;;;
113;DeepDetect;jolibrain/deepdetect;jolibrain/deepdetect_cpu;;;;;;;;model-deployment;https://github.com/jolibrain/deepdetect;https://github.com/jolibrain/deepdetect;2015-05-22 14:45:28+00:00;2019-10-29 21:10:07+00:00;470;56.0;290.0;1985;2220.0;2019-10-22 09:26:25+00:00;0.9.4;6.0;Deep Learning API and Server in C++11 support for Caffe, Caffe2,..;22;21;;GPL-3.0;;;;319.0;;;;;;https://hub.docker.com/r/jolibrain/deepdetect_cpu;;16925.0;False;2;;;;;;;;;;;;;;;
114;Oryx 2;OryxProject/oryx;;;;;;;;com.cloudera.oryx:oryx-api;ml-platforms;https://github.com/OryxProject/oryx;https://github.com/OryxProject/oryx;2014-07-25 20:08:44+00:00;2019-10-29 02:22:08+00:00;383;4.0;201.0;1656;1104.0;2018-11-25 01:45:14+00:00;oryx-2.8.0;24.0;Oryx 2: Lambda architecture on Apache Spark, Apache Kafka for real-..;16;21;;Apache-2.0;32.0;;;244.0;;;;https://search.maven.org/artifact/com.cloudera.oryx/oryx-api;32.0;;;;True;3;;;;;;;;;13715.0;;;;;;
115;s4cmd;bloomreach/s4cmd;;s4cmd;;;;;;;others;https://github.com/bloomreach/s4cmd;https://github.com/bloomreach/s4cmd;2012-11-10 04:09:23+00:00;2019-10-18 15:54:01+00:00;154;62.0;47.0;928;135.0;2018-08-13 22:59:41+00:00;2.1.0;4.0;Super S3 command line tool.;30;21;https://pypi.org/project/s4cmd;Apache-2.0;8.0;7.0;19168.0;19168.0;;;;;;;;;True;3;;;;;1.0;;;;;;;;;;
116;Robo 3T;Studio3T/robomongo;;;;;;;;;db-gui;https://github.com/Studio3T/robomongo;https://github.com/Studio3T/robomongo;2012-11-07 13:53:49+00:00;2019-09-09 15:41:28+00:00;648;642.0;881.0;7677;2298.0;2019-04-04 06:30:19+00:00;1.3.1;16.0;Native cross-platform MongoDB management tool.;39;20;;GPL-3.0;;;;551.0;;;;;;;;;False;3;;;;;;;;;30359.0;;;;;;
117;PipelineAI;PipelineAI/pipeline;;cli-pipeline;;;;;;;model-deployment;https://github.com/PipelineAI/pipeline;https://github.com/PipelineAI/pipeline;2015-07-08 03:49:23+00:00;2019-10-21 16:39:24+00:00;907;6.0;248.0;3803;584.0;2019-04-16 19:58:33+00:00;1.5.315;371.0;PipelineAI: Real-Time Enterprise AI Platform.;13;20;https://pypi.org/project/cli-pipeline;Apache-2.0;;;1456.0;1456.0;;;;;;;;;True;3;;;;;;;;;;;;;;;
118;Hydrogen;nteract/hydrogen;;;;;;;;;dev-environments;https://github.com/nteract/hydrogen;https://github.com/nteract/hydrogen;2015-05-11 01:16:55+00:00;2019-10-29 03:15:13+00:00;259;85.0;937.0;3393;2039.0;2019-10-29 03:16:48+00:00;2.13.1;77.0;Run code interactively, inspect data, and plot. All the power of..;74;20;;MIT;;;;;;;;;;;;;True;3;;;;;;;;;;;;;;;
119;SandDance;microsoft/SandDance;;;@msrvida/sanddance;;;;;;data-viz;https://github.com/microsoft/SandDance;https://github.com/microsoft/SandDance;2018-11-05 22:45:31+00:00;2019-10-30 00:23:18+00:00;191;34.0;29.0;3113;216.0;2019-09-27 18:40:25.748000+00:00;1.6.4;12.0;Visually explore, understand, and present your data.;7;20;;MIT;0.0;;;481.0;https://www.npmjs.com/package/@msrvida/sanddance;0.0;481.0;;;;;;True;3;;;;;;;;;;;;;;;
120;Azkaban;azkaban/azkaban;;;;;;;;;pipelines;https://github.com/azkaban/azkaban;https://github.com/azkaban/azkaban;2012-10-18 01:34:53+00:00;2019-10-28 20:27:32+00:00;1150;555.0;357.0;2877;2392.0;2018-09-25 22:31:47+00:00;3.57.0;46.0;Azkaban workflow manager.;114;20;;Apache-2.0;;;;14.0;;;;;;;;;True;3;;;;;;;;;917.0;;;;;;
121;Sqlectron;sqlectron/sqlectron-gui;;;;;;;;;db-gui;https://github.com/sqlectron/sqlectron-gui;https://github.com/sqlectron/sqlectron-gui;2015-09-05 12:22:51+00:00;2019-05-07 14:44:44+00:00;315;100.0;231.0;2823;815.0;2018-09-05 21:11:08+00:00;1.30.0;42.0;UNMAINTAINED - SEE BELOW. A simple and lightweight SQL client..;29;20;;MIT;;;;3831.0;;;;;;;;;True;3;;;;;;;;;180064.0;;;;;;
122;Blazer;ankane/blazer;;;;;;;;;business-intelligence;https://github.com/ankane/blazer;https://github.com/ankane/blazer;2014-10-01 04:54:55+00:00;2019-10-09 00:22:20+00:00;288;11.0;146.0;2288;916.0;;;;Business intelligence made simple.;42;20;;MIT;226.0;;;;;;;;;;;;True;3;blazer;;;;226.0;;;;;;;;;;
123;doccano;chakki-works/doccano;chakkiworks/doccano;;;;;;;;data-labeling;https://github.com/chakki-works/doccano;https://github.com/chakki-works/doccano;2018-05-09 06:10:05+00:00;2019-10-29 13:19:24+00:00;403;34.0;212.0;1927;852.0;;;;Open source text annotation tool for machine learning practitioner.;30;20;;MIT;;;;16631.0;;;;;;https://hub.docker.com/r/chakkiworks/doccano;7.0;282728.0;True;2;;;;;;;;;;;;;;;
124;Mirage;appbaseio/mirage;appbaseio/mirage;;;;;;;;db-gui;https://github.com/appbaseio/mirage;https://github.com/appbaseio/mirage;2016-02-25 06:15:36+00:00;2019-10-11 10:02:17.849518+00:00;100;12.0;51.0;1923;571.0;2019-07-17 05:06:54+00:00;0.11.0;24.0;GUI for simplifying Elasticsearch Query DSL.;9;20;;Apache-2.0;;;;7159.0;;;;;;https://hub.docker.com/r/appbaseio/mirage;6.0;315003.0;True;3;;;;;;;;;;;;;;;
125;VoTT;Microsoft/VoTT;;;;;;;;;data-labeling;https://github.com/microsoft/VoTT;https://github.com/microsoft/VoTT;2016-12-29 13:32:23+00:00;2019-10-25 14:54:37+00:00;376;142.0;220.0;1830;488.0;2019-04-29 22:04:32+00:00;2.1.0;20.0;Visual Object Tagging Tool: An electron app for building end to end..;13;20;;MIT;;;;1142.0;;;;;;;;;True;2;;;;;;;;;35413.0;;;;;;
126;OmniDB;OmniDB/OmniDB;;;;;;;;;db-gui;https://github.com/OmniDB/OmniDB;https://github.com/OmniDB/OmniDB;2016-04-12 13:12:03+00:00;2019-09-25 14:03:36+00:00;215;164.0;301.0;1757;1680.0;2019-06-13 13:51:53+00:00;2.16.0;29.0;Web tool for database management.;19;20;;MIT;;;;138.0;;;;;;;;;True;3;;;;;;;;;5831.0;;;;;;
127;ElectroCRUD;garrylachman/ElectroCRUD;;;;;;;;;db-gui;https://github.com/garrylachman/ElectroCRUD;https://github.com/garrylachman/ElectroCRUD;2016-05-14 02:18:49+00:00;2019-08-13 13:26:36+00:00;200;15.0;37.0;956;532.0;2019-08-13 13:25:07+00:00;2.5.1;28.0;Database CRUD Application Built on Electron | MySQL, Postgres.;42;20;;MIT;;;;633.0;;;;;;;;;True;3;;;;;;;;;25954.0;;;;;;
128;ONNX.js;microsoft/onnxjs;;;onnxjs;;;;;;model-deployment;https://github.com/microsoft/onnxjs;https://github.com/microsoft/onnxjs;2018-09-13 23:11:53+00:00;2019-09-01 00:48:19+00:00;61;20.0;34.0;921;93.0;2019-06-01 01:24:18.776000+00:00;0.1.7;8.0;ONNX.js: run ONNX models using JavaScript.;10;20;;MIT;51.0;;;322.0;https://www.npmjs.com/package/onnxjs;10.0;322.0;;;;;;True;3;;;;;41.0;;;;;;;;;;
129;GNES;gnes-ai/gnes;gnes/gnes;gnes;;;;;;;ml-applications;https://github.com/gnes-ai/gnes;https://github.com/gnes-ai/gnes;2019-07-08 08:31:09+00:00;2019-10-25 09:35:19+00:00;147;10.0;7.0;783;3190.0;2019-07-09 11:41:28+00:00;0.0.16;13.0;GNES is Generic Neural Elastic Search, a cloud-native semantic..;11;20;https://pypi.org/project/gnes;Apache-2.0;2.0;;451.0;28964.0;;;;;;https://hub.docker.com/r/gnes/gnes;;85539.0;True;2;;;;;2.0;;;;;;;;;;
130;Brooklin;linkedin/brooklin;;;;;;;;com.github.datastream:datastream-client;data-processing;https://github.com/linkedin/brooklin;https://github.com/linkedin/brooklin;2015-08-10 22:58:33+00:00;2019-10-16 13:04:34+00:00;54;6.0;10.0;484;1194.0;2019-10-01 21:16:56+00:00;1.0.2;3.0;An extensible distributed system for reliable nearline data..;35;20;;BSD-2-Clause;;;;179.0;;;;;;;;;True;3;;;;;;;;;538.0;;;;;;
131;Hydrosphere Mist;Hydrospheredata/mist;hydrosphere/mist;;;;;;;;faas;https://github.com/Hydrospheredata/mist;https://github.com/Hydrospheredata/mist;2016-01-15 07:22:05+00:00;2019-10-07 09:48:27+00:00;59;22.0;148.0;275;2020.0;2019-07-24 16:36:53+00:00;1.1.3;47.0;Serverless proxy for Spark cluster.;31;20;;Apache-2.0;;;;255.0;;;;;;https://hub.docker.com/r/hydrosphere/mist;7.0;11496.0;True;3;;;;;;;;;8.0;;;;;;
132;Deepo;ufoym/deepo;ufoym/deepo;;;;;;;;dev-environments;https://github.com/ufoym/deepo;https://github.com/ufoym/deepo;2017-10-27 11:41:49+00:00;2019-10-18 17:05:29.211041+00:00;613;16.0;83.0;5295;87.0;2017-11-27 15:04:59+00:00;2.0.0;2.0;Set up deep learning environment in a single command line.;10;19;;MIT;;;;5134.0;;;;;;https://hub.docker.com/r/ufoym/deepo;136.0;123217.0;True;3;;;;;;;;;;;;;;;
133;CVAT;opencv/cvat;;;;;;;;;data-labeling;https://github.com/opencv/cvat;https://github.com/opencv/cvat;2018-06-29 14:02:45+00:00;2019-10-29 19:39:47+00:00;598;109.0;296.0;2627;322.0;2019-10-17 10:07:40+00:00;0.5.1;5.0;Powerful and efficient Computer Vision Annotation Tool (CVAT).;37;19;;MIT;;;;;;;;;;;;;True;2;;;;;;;;;;;;;;;
134;Poli;shzlw/poli;zhonglu/poli;;;;;;;;business-intelligence;https://github.com/shzlw/poli;https://github.com/shzlw/poli;2018-11-27 03:56:44+00:00;2019-10-05 14:29:23+00:00;197;6.0;27.0;1469;196.0;2019-08-15 22:17:09+00:00;0.10.1;10.0;An easy-to-use BI server built for SQL lovers. Power data analysis..;2;19;;MIT;;;;586.0;;;;;;https://hub.docker.com/r/zhonglu/poli;;428.0;True;3;;;;;;;;;2740.0;;https://shzlw.github.io/poli/;;;;
135;TensorFlow for R;rstudio/tensorflow;;;;;;;;;others;https://github.com/rstudio/tensorflow;https://github.com/rstudio/tensorflow;2016-08-22 15:46:39+00:00;2019-10-22 15:07:19+00:00;315;5.0;242.0;1157;1276.0;2019-10-02 21:29:49+00:00;2.0.0;3.0;TensorFlow for R.;21;19;;Apache-2.0;;;;1.0;;;;;;;;;True;3;;;;;;;;;8.0;;;;tensorflow;;
136;Clipper;ucbrise/clipper;clipper/management_frontend;clipper-admin;;;;;;;model-deployment;https://github.com/ucbrise/clipper;https://github.com/ucbrise/clipper;2016-10-27 17:30:27+00:00;2019-10-29 18:19:33.968742+00:00;228;144.0;264.0;1051;1.0;2019-06-07 03:01:20+00:00;0.4.1;12.0;A low-latency prediction-serving system.;36;19;https://pypi.org/project/clipper-admin;Apache-2.0;;;327.0;27480.0;;;;;;https://hub.docker.com/r/clipper/management_frontend;;977536.0;True;3;;;;;;;;;;;;;;;
137;Voyager 2;vega/voyager;;;datavoyager;;;;;;data-viz;https://github.com/vega/voyager;https://github.com/vega/voyager;2015-01-18 17:28:01+00:00;2019-06-19 22:27:19+00:00;102;82.0;369.0;870;1383.0;2018-07-12 17:11:52+00:00;2.0.0-alpha.24;24.0;Visualization Tool for Data Exploration.;16;19;;BSD-3-Clause;36.0;;;271.0;https://www.npmjs.com/package/datavoyager;12.0;271.0;;;;;;True;3;;;;;24.0;;;;;;;datavoyager;;;
138;TensorRT Inference Server;NVIDIA/tensorrt-inference-server;;;;;;;;;model-deployment;https://github.com/NVIDIA/tensorrt-inference-server;https://github.com/NVIDIA/tensorrt-inference-server;2018-10-04 21:10:30+00:00;2019-10-30 00:33:22+00:00;161;20.0;225.0;809;742.0;2019-10-30 00:03:52+00:00;1.7.0;12.0;The TensorRT Inference Server provides a cloud inferencing solution..;20;19;;BSD-3-Clause;;;;626.0;;;;;;;;;True;3;;;;;;;;;6888.0;;;;;;
139;Mongoku;huggingface/Mongoku;huggingface/mongoku;;mongoku;;;;;;db-gui;https://github.com/huggingface/Mongoku;https://github.com/huggingface/Mongoku;2018-02-10 13:04:11+00:00;2019-08-20 21:21:12+00:00;32;10.0;15.0;737;119.0;2019-07-31 20:26:27+00:00;1.3.0;9.0;The Web-scale GUI for MongoDB.;7;19;;MIT;3.0;;;7230.0;https://www.npmjs.com/package/mongoku;;290.0;;;https://hub.docker.com/r/huggingface/mongoku;1.0;138805.0;True;3;;;;;3.0;;;;;;;;;;
140;pgAdmin;postgres/pgadmin4;dpage/pgadmin4;;;;;;;;db-gui;https://github.com/postgres/pgadmin4;https://github.com/postgres/pgadmin4;2017-02-20 11:54:13+00:00;2019-10-29 16:00:07+00:00;142;10.0;;737;3390.0;;;;Web-based administration tool for the PostgreSQL database.;94;19;;;;;;617826.0;;;;;;https://hub.docker.com/r/dpage/pgadmin4;420.0;19770436.0;False;3;;;;;;;;;;;;;;;
141;BentoML;bentoml/bentoml;bentoml/bento_api_server;bentoml;;;;;;;model-deployment;https://github.com/bentoml/BentoML;https://github.com/bentoml/BentoML;2019-04-02 01:39:27+00:00;2019-10-29 18:03:38+00:00;69;7.0;52.0;544;337.0;2019-10-24 21:42:27+00:00;0.4.8;28.0;A platform for serving and deploying machine learning models.;8;19;https://pypi.org/project/bentoml;Apache-2.0;8.0;4.0;1048.0;1054.0;;;;;;https://hub.docker.com/r/bentoml/bento_api_server;;;True;3;;;;;4.0;;;;36.0;;;;;;
142;Katib;kubeflow/katib;katib/metrics-collector;;;;;;;;others;https://github.com/kubeflow/katib;https://github.com/kubeflow/katib;2018-04-03 17:07:12+00:00;2019-10-28 03:06:32+00:00;141;57.0;299.0;535;482.0;;;4.0;Repository for hyperparameter tuning.;37;19;;Apache-2.0;;;;36435.0;;;;;;https://hub.docker.com/r/katib/metrics-collector;;655741.0;True;3;;;;;;;;;93.0;;;;;;
143;Feast;gojek/feast;;feast;;;;;;;others;https://github.com/gojek/feast;https://github.com/gojek/feast;2018-12-10 07:20:15+00:00;2019-10-29 10:27:21+00:00;71;39.0;106.0;492;183.0;2019-06-21 08:55:43+00:00;0.1.2;6.0;Feature Store for Machine Learning.;15;19;https://pypi.org/project/feast;Apache-2.0;4.0;;418.0;466.0;;;;;;;;;True;3;;;;;4.0;;;;293.0;;;;;;
144;KFServing;kubeflow/kfserving;;kfserving;;;;;;;model-deployment;https://github.com/kubeflow/kfserving;https://github.com/kubeflow/kfserving;2019-03-27 21:14:14+00:00;2019-10-29 08:21:23+00:00;65;83.0;119.0;200;274.0;2019-10-29 07:11:34+00:00;0.2.3;7.0;Serverless Inferencing on Kubernetes.;28;19;https://pypi.org/project/kfserving;Apache-2.0;2.0;1.0;333.0;341.0;;;;;;;;;True;3;;;;;1.0;;;;32.0;;;;;;
145;TensorSpace.js;tensorspace-team/tensorspace;;;tensorspace;;;;;;model-viz;https://github.com/tensorspace-team/tensorspace;https://github.com/tensorspace-team/tensorspace;2018-07-22 14:14:29+00:00;2019-04-24 02:12:52+00:00;354;25.0;174.0;4002;687.0;2019-04-20 06:29:01+00:00;0.6;11.0;Neural network 3D visualization framework, build interactive and..;10;18;;Apache-2.0;11.0;;;62.0;https://www.npmjs.com/package/tensorspace;1.0;62.0;;;;;;True;2;;;;;10.0;;;;;;;tensorspace;;;
146;Spark Notebook;spark-notebook/spark-notebook;;;;;;;;;dev-environments;https://github.com/spark-notebook/spark-notebook;https://github.com/spark-notebook/spark-notebook;2014-09-05 19:35:25+00:00;2019-06-27 08:31:31+00:00;598;209.0;302.0;2851;2324.0;2017-07-23 14:44:02+00:00;0.8.3;18.0;Interactive and Reactive Data Science using Scala and Spark.;83;18;;Apache-2.0;;;;;;;;;;;;;True;3;;;;;;;;;;;;;;;
147;polynote;polynote/polynote;;;;;;;;;dev-environments;https://github.com/polynote/polynote;https://github.com/polynote/polynote;2019-01-12 23:22:41+00:00;2019-10-29 23:10:10+00:00;123;100.0;154.0;2069;1120.0;;;26.0;A better notebook for Scala (and more).;7;18;;Apache-2.0;;;;953.0;;;;;;;;;True;3;;;;;;;;;4767.0;;;;;;
148;Handout;danijar/handout;;handout;;;;;;;others;https://github.com/danijar/handout;https://github.com/danijar/handout;2018-08-28 15:30:22+00:00;2019-10-24 02:46:20+00:00;89;14.0;25.0;1796;45.0;2019-08-15 19:30:00+00:00;1.1.0;16.0;Turn Python scripts into handouts with Markdown and figures.;2;18;https://pypi.org/project/handout;Apache-2.0;5.0;;187.0;187.0;;;;;;;;;True;3;;;;;5.0;;;;;;;;;;
149;HeidiSQL;HeidiSQL/HeidiSQL;;;;;;;;;db-gui;https://github.com/HeidiSQL/HeidiSQL;https://github.com/HeidiSQL/HeidiSQL;2017-11-02 07:14:02+00:00;2019-10-29 20:46:41+00:00;165;292.0;458.0;1537;5059.0;2019-06-15 06:41:45+00:00;10.2;9.0;A lightweight client for managing MariaDB, MySQL, SQL Server and..;24;18;;GPL-2.0;;;;;;;;;;;;;False;3;;;;;;;;;;;;;;;
150;Wallaroo;WallarooLabs/wallaroo;;;;;;;;;data-processing;https://github.com/WallarooLabs/wallaroo;https://github.com/WallarooLabs/wallaroo;2015-12-30 15:11:24+00:00;2019-10-22 08:40:51+00:00;55;364.0;1419.0;1343;5255.0;2018-12-31 16:00:19+00:00;0.6.1;21.0;Distributed Stream Processing.;34;18;;Apache-2.0;;;;;;;;;;;;;True;3;;;;;;;;;;;;;;;
151;fx;metrue/fx;metrue/fx-docker;;;;;;;;faas;https://github.com/metrue/fx;https://github.com/metrue/fx;2017-10-21 04:43:44+00:00;2019-10-29 04:18:49+00:00;63;43.0;65.0;1289;611.0;2019-10-27 14:14:34+00:00;0.8.0-alpha.2d54466;100.0;fx is a framework to help you do Function as a Service with painless..;20;18;;MIT;;;;119.0;;;;;;https://hub.docker.com/r/metrue/fx-docker;;898.0;True;3;;;;;;;;;1804.0;;;;;;
152;Datawrapper;datawrapper/datawrapper;;;;;;;;;data-viz;https://github.com/datawrapper/datawrapper;https://github.com/datawrapper/datawrapper;2012-07-06 08:54:49+00:00;2019-10-29 22:26:37+00:00;233;95.0;;1011;7227.0;2018-04-06 14:51:50+00:00;1.19.0;22.0;An open source data visualization platform helping everyone to..;46;18;;MIT;;;;;;;;;;;;;True;3;;;;;;;;;;;;;;;
153;DataLab;googledatalab/datalab;;;;;;;;;dev-environments;https://github.com/googledatalab/datalab;https://github.com/googledatalab/datalab;2014-08-06 18:37:34+00:00;2019-10-29 14:06:54+00:00;234;213.0;655.0;887;2051.0;2019-01-17 18:31:29+00:00;1.2.20190116;18.0;Interactive tools and developer experiences for Big Data on Google..;50;18;;Apache-2.0;;;;;;;;;;;;;True;3;;;;;;;;;;;;;;;
154;Gearpump;gearpump/gearpump;;;;;;;;io.github.gearpump:gearpump-core;data-processing;https://github.com/gearpump/gearpump;https://github.com/gearpump/gearpump;2014-07-23 08:55:26+00:00;2019-10-17 16:18:23+00:00;145;6.0;991.0;713;2296.0;2019-02-12 23:31:01+00:00;0.9.0;35.0;Lightweight real-time big data streaming engine over Akka.;39;18;;Apache-2.0;;;;62.0;;;;;;;;;True;3;;;;;;;;;3683.0;;;;;;
155;Hydrosphere Serving;Hydrospheredata/hydro-serving;hydrosphere/serving-manager;hs;;;;;;;model-deployment;https://github.com/Hydrospheredata/hydro-serving;https://github.com/Hydrospheredata/hydro-serving;2017-05-22 10:27:30+00:00;2019-10-21 12:18:39+00:00;28;21.0;94.0;169;586.0;2019-04-29 13:39:08+00:00;2.0.6;37.0;Machine Learning Serving cluster.;17;18;https://pypi.org/project/hs;Apache-2.0;;;157.0;4529.0;;;;;;https://hub.docker.com/r/hydrosphere/serving-manager;;120081.0;True;3;;;;;;;;;5820.0;;;;;;
156;Netwulf;benmaier/netwulf;;netwulf;;;;;;;model-viz;https://github.com/benmaier/netwulf;https://github.com/benmaier/netwulf;2018-10-15 13:02:34+00:00;2019-10-02 08:26:59+00:00;15;6.0;23.0;163;193.0;2019-09-09 10:43:47+00:00;0.1.4;21.0;Interactive visualization of networks based on Ulf Aslak's d3 web app.;5;18;https://pypi.org/project/netwulf;MIT;5.0;;397.0;397.0;;;;;;;;;True;2;;;;;5.0;;;;;;;;;;
157;Hastic;hastic/hastic-server;hastic/server;;;;;;;;ml-applications;https://github.com/hastic/hastic-server;https://github.com/hastic/hastic-server;2018-05-21 14:19:25+00:00;2019-10-25 12:40:27+00:00;4;160.0;307.0;160;684.0;2019-10-07 15:34:01+00:00;0.3.7;22.0;Server for managing data for analytics.;5;18;;Apache-2.0;;;;2430.0;;;;;;https://hub.docker.com/r/hastic/server;;40940.0;True;2;;;;;;;;;356.0;;;;;;
158;DeOldify;jantic/DeOldify;;;;;;;;;ml-applications;https://github.com/jantic/DeOldify;https://github.com/jantic/DeOldify;2018-10-31 23:32:34+00:00;2019-10-30 00:30:00+00:00;870;14.0;103.0;8232;343.0;;;;A Deep Learning based project for colorizing and restoring old..;21;17;;MIT;;;;;;;;;;;;;True;2;;;;;;;;;;;;;;;
159;RStudio;rstudio/rstudio;;;;;;;;;dev-environments;https://github.com/rstudio/rstudio;https://github.com/rstudio/rstudio;2010-12-07 19:10:25+00:00;2019-10-29 23:34:27+00:00;728;1371.0;1610.0;2958;26762.0;;;;RStudio is an integrated development environment (IDE) for R.;92;17;;AGPL-3.0;;;;;;;;;;;;;False;3;;;;;;;;;;;;;;;
160;Glow;pytorch/glow;;;;;;;;;accelerators;https://github.com/pytorch/glow;https://github.com/pytorch/glow;2017-09-29 14:28:18+00:00;2019-10-29 23:53:16+00:00;306;175.0;366.0;1778;4400.0;;;;Compiler for Neural Network hardware accelerators.;110;17;;Apache-2.0;;;;;;;;;;;;;True;3;;;;;;;;;;;;;;;
161;Cortex;cortexlabs/cortex;;;;;;;;;model-deployment;https://github.com/cortexlabs/cortex;https://github.com/cortexlabs/cortex;2019-01-24 04:43:14+00:00;2019-10-29 20:59:36+00:00;68;57.0;235.0;1410;697.0;2019-10-16 00:05:41+00:00;0.9.0;13.0;Deploy machine learning models in production.;7;17;;Apache-2.0;;;;;;;;;;;;;True;3;;;;;;;;;;;;;;;
162;Samza;apache/samza;;;;;;;;org.apache.samza:samza-core;data-processing;https://github.com/apache/samza;https://github.com/apache/samza;2015-03-14 07:00:05+00:00;2019-10-28 21:09:38+00:00;244;30.0;;590;2006.0;;;;Near-realtime, asynchronous computational framework for stream..;169;17;;Apache-2.0;;;;;;;;;;;;;True;3;;;;;;;;;;;;;;;
163;DeepFaceLab;iperov/DeepFaceLab;;;;;;;;;ml-applications;https://github.com/iperov/DeepFaceLab;https://github.com/iperov/DeepFaceLab;2018-06-04 13:10:00+00:00;2019-10-27 14:53:09+00:00;2400;106.0;291.0;10564;623.0;;;;DeepFaceLab is a tool that utilizes machine learning to replace..;17;16;;GPL-3.0;;;;;;;;;;;;;False;3;;;;;;;;;;;;;;;
