,name,github_id,dockerhub_id,pypi_id,npm_id,helm_id,brew_id,apt_id,yum_id,maven_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,show,projectrank_placing,gem_id,conda_id,go_id,conda_url,conda_latest_release_published_at,github_dependent_project_count,pkg_id,cran_id,conda_dependent_project_count,github_release_downloads,zypper_id,yarn_id,docs_url,nuget_id,snap_id,dotnet_id,cargo_id,gitlab_id
233,Dex,PatMartin/Dex,,,,,,,,,data-viz,https://github.com/PatMartin/Dex,https://github.com/PatMartin/Dex,2016-03-29 01:55:10+00:00,2019-02-12 02:26:22+00:00,2019-02-12 02:26:07+00:00,298,3.0,10.0,1162,596.0,,,,Dex : The Data Explorer -- A data visualization tool written in..,1.0,13,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,
234,Openscoring,openscoring/openscoring,,,,,,,,org.openscoring:openscoring,model-deployment,https://github.com/openscoring/openscoring,https://github.com/openscoring/openscoring,2013-04-02 19:44:04+00:00,2019-06-20 10:48:29+00:00,2019-06-19 12:10:33+00:00,143,6.0,44.0,479,511.0,2019-01-12 09:00:42+00:00,1.4.5,38.0,"REST web service for the true real-time scoring (1 ms) of R, Scikit-..",1.0,13,,AGPL-3.0,,,,,81.0,,,,,https://search.maven.org/artifact/org.openscoring/openscoring,2019-01-12 08:49:24+00:00,,,,,,False,3,,,,,,,,,,1378.0,,,,,,,,
235,OpenLabeling,Cartucho/OpenLabeling,,,,,,,,,data-labeling,https://github.com/Cartucho/OpenLabeling,https://github.com/Cartucho/OpenLabeling,2018-01-19 14:30:09+00:00,2019-08-22 16:17:25+00:00,2019-08-22 16:17:17+00:00,132,11.0,22.0,473,155.0,2018-09-06 11:01:08+00:00,1.3,4.0,Label images and video for Computer Vision applications.,13.0,13,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,
236,AlphaPose,MVIG-SJTU/AlphaPose,,,,,,,,,ml-applications,https://github.com/MVIG-SJTU/AlphaPose,https://github.com/MVIG-SJTU/AlphaPose,2018-01-17 02:33:17+00:00,2019-11-02 05:38:24+00:00,2019-06-10 08:18:54+00:00,860,81.0,360.0,3278,120.0,,,,Real-Time and Accurate Multi-Person Pose Estimation&Tracking System.,9.0,12,,,,,,,,,,,,,,,,,,,False,3,,,,,,,,,,,,,,,,,,
237,makesense.ai,SkalskiP/make-sense,,,,,,,,,data-labeling,https://github.com/SkalskiP/make-sense,https://github.com/SkalskiP/make-sense,2019-06-14 17:22:39+00:00,2019-10-08 07:43:41+00:00,2019-10-08 07:43:40+00:00,90,10.0,15.0,865,325.0,,,7.0,Free to use online tool for labelling photos. https://makesense.ai.,8.0,12,,GPL-3.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,
238,jupyter-innotater,ideonate/jupyter-innotater,,jupyter_innotater,,,,,,,data-labeling,https://github.com/ideonate/jupyter-innotater,https://github.com/ideonate/jupyter-innotater,2019-03-05 14:17:36+00:00,2019-07-29 14:12:14+00:00,2019-07-29 14:12:07+00:00,3,3.0,5.0,24,90.0,2019-07-29 13:00:37+00:00,0.1.7,7.0,Inline data annotator for Jupyter notebooks.,1.0,12,https://pypi.org/project/jupyter_innotater,MIT,2019-07-29 13:00:37+00:00,,,93.0,93.0,,,,,,,,,,,,False,3,,,,,,,,,,,,,,,,,,
239,Flotilla,stitchfix/flotilla-os,,,,,,,,,pipelines,https://github.com/stitchfix/flotilla-os,https://github.com/stitchfix/flotilla-os,2017-07-05 20:22:42+00:00,2019-11-08 00:56:18+00:00,2019-11-08 00:56:17+00:00,7,19.0,26.0,136,231.0,,,,Self-service framework for defining and executing containerized jobs.,8.0,11,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,
240,MySQL Workbench,mysql/mysql-workbench,,,,,,,,,db-gui,https://github.com/mysql/mysql-workbench,https://github.com/mysql/mysql-workbench,2015-10-22 13:43:06+00:00,2019-10-14 13:36:19+00:00,2019-09-18 13:14:57+00:00,136,,,406,,,,,"MySQL Workbench is a unified visual tool for database architects,..",18.0,10,,GPL-2.0,,,,,,,,,,,,,,,,,False,3,,,,,,,,,,,,,,,,,,
241,exBERT,bhoov/exbert,,,,,,,,,model-viz,https://github.com/bhoov/exbert,https://github.com/bhoov/exbert,2019-10-14 02:01:13+00:00,2019-11-05 14:35:07+00:00,2019-10-15 19:06:31+00:00,14,3.0,1.0,104,11.0,,,,A Visual Analysis Tool to Explore Learned Representations in..,3.0,8,,Apache-2.0,,,,,,,,,,,,,,,,,False,3,,,,,,,,,,,,,,,,,,
242,superintendent,janfreyberg/superintendent,,,,,,,,,data-labeling,https://github.com/janfreyberg/superintendent,https://github.com/janfreyberg/superintendent,2017-11-27 09:23:06+00:00,2019-09-29 12:02:43+00:00,2019-09-29 11:47:47+00:00,8,4.0,10.0,78,137.0,,,,Practical active learning in python.,6.0,8,,,,2.0,,,,,,,,,,,,,,,False,3,,,,,,2.0,,,,,,,,,,,,
243,BERTsearch,Hironsan/bertsearch,,,,,,,,,ml-applications,https://github.com/Hironsan/bertsearch,https://github.com/Hironsan/bertsearch,2019-09-25 20:19:02+00:00,2019-10-03 12:35:31+00:00,2019-10-03 12:35:30+00:00,33,2.0,3.0,197,14.0,,,,Elasticsearch with BERT for advanced document search.,2.0,7,,,,,,,,,,,,,,,,,,,False,3,,,,,,,,,,,,,,,,,,
