,name,github_id,dockerhub_id,pypi_id,npm_id,helm_id,brew_id,apt_id,yum_id,maven_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,show,projectrank_placing,gem_id,conda_id,go_id,conda_url,conda_latest_release_published_at,github_dependent_project_count,pkg_id,cran_id,conda_dependent_project_count,github_release_downloads,zypper_id,yarn_id,docs_url,dockerhub,nuget_id,snap_id,dotnet_id,cargo_id,gitlab_id
10,JupyterLab,jupyterlab/jupyterlab,,jupyterlab,,,,,,,dev-environments,https://github.com/jupyterlab/jupyterlab,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17+00:00,2019-11-09 11:34:44+00:00,2019-11-09 00:08:41+00:00,1407,1263.0,2916.0,9033,17180.0,2019-11-02 17:12:02+00:00,1.2.1,229.0,JupyterLab computational environment.,299.0,35,https://pypi.org/project/jupyterlab,BSD-3-Clause,2019-11-02 17:12:02+00:00,12593.0,1932.0,349102.0,349102.0,,,,,,,,,,,,True,1,,,,,,10661.0,,,,,,,,,,,,,
11,MySQL,mysql/mysql-server,mysql,mysqlclient,mysql,stable/mysql,mysql,mysql-server,,mysql:mysql-connector-java,data-storage,https://github.com/mysql/mysql-server,https://github.com/mysql/mysql-server,2014-09-26 09:31:03+00:00,2019-10-31 11:50:35+00:00,2019-09-20 08:29:23+00:00,1995,,,23161,,2019-09-24 20:15:59+00:00,8.0.17,70.0,"MySQL Server, the world's most popular open source database, and..",560.0,34,https://pypi.org/project/mysqlclient,GPL-2.0,2019-08-11 15:37:21+00:00,331349.0,6247.0,2215168.0,23921249.0,https://www.npmjs.com/package/mysql,2019-04-18 20:47:06.061000+00:00,83998.0,2191871.0,https://search.maven.org/artifact/mysql/mysql-connector-java,2018-09-27 09:18:47+00:00,241104.0,https://hub.docker.com/r/_/mysql,2019-10-17 06:03:26.958304+00:00,8787.0,1209881068.0,False,2,,mysql-connector-python,github.com/go-sql-driver/mysql,https://anaconda.org/anaconda/mysql-connector-python,2019-09-24 20:15:59+00:00,,,,,,,,,,,,,,
12,Minio,minio/minio,minio/minio,minio,minio,bitnami/minio,minio/stable/minio,,,io.minio:minio,data-storage,https://github.com/minio/minio,https://github.com/minio/minio,2015-01-14 19:23:58+00:00,2019-11-09 23:46:37.707045+00:00,2019-11-09 17:27:23+00:00,1821,128.0,3476.0,19077,6138.0,2019-10-29 02:41:15+00:00,5.0.4,100.0,MinIO is a high performance object storage server compatible with..,197.0,34,https://pypi.org/project/minio,Apache-2.0,2019-10-29 02:41:15+00:00,736.0,288.0,120976.0,5028732.0,https://www.npmjs.com/package/minio,2019-08-14 18:08:37.332000+00:00,250.0,109869.0,https://search.maven.org/artifact/io.minio/minio,2019-09-11 00:00:00+00:00,198.0,https://hub.docker.com/r/minio/minio,2019-11-09 23:46:37.707045+00:00,273.0,278277474.0,True,2,,conda-forge/minio,github.com/minio/minio-go/v6,https://anaconda.org/conda-forge/minio,,,minio,,,,,,,,,,,,
13,Neo4j,neo4j/neo4j,neo4j,neo4j,neo4j-driver,,,neo4j,neo4j,org.neo4j:neo4j,data-storage,https://github.com/neo4j/neo4j,https://github.com/neo4j/neo4j,2012-11-12 08:46:15+00:00,2019-11-10 00:34:43+00:00,2019-11-08 09:55:47+00:00,1692,235.0,2418.0,7796,31427.0,2019-10-04 16:11:13+00:00,1.7.5,257.0,Graphs for Everyone.,259.0,34,https://pypi.org/project/neo4j,GPL-3.0,2019-10-04 16:11:13+00:00,4275.0,30.0,67718.0,883929.0,https://www.npmjs.com/package/neo4j-driver,2019-11-04 11:15:04.570000+00:00,898.0,83114.0,https://search.maven.org/artifact/org.neo4j/neo4j,2018-11-26 13:18:02+00:00,2788.0,https://hub.docker.com/r/_/neo4j,2019-11-01 23:44:58.678814+00:00,729.0,61580179.0,True,2,,,github.com/neo4j/neo4j-go-driver/neo4j,,,559.0,,,,,neo4j,,,,,,,,
14,Jupyter,jupyter/notebook,jupyter/datascience-notebook,jupyter,,,,,,,dev-environments,https://github.com/jupyter/notebook,https://github.com/jupyter/notebook,2015-04-09 06:58:03+00:00,2019-11-09 13:51:07+00:00,2019-11-09 13:51:06+00:00,2693,1674.0,1813.0,7034,11611.0,2018-11-05 02:14:50+00:00,5.6.0,14.0,Jupyter Interactive Notebook.,461.0,34,https://pypi.org/project/jupyter,BSD-3-Clause,2015-08-12 00:42:58+00:00,54618.0,12938.0,,114288.0,,,,,,,,https://hub.docker.com/r/jupyter/datascience-notebook,2019-09-11 14:25:54.452683+00:00,553.0,6285864.0,True,1,,,,,,41680.0,,,,,,,,,,,,,
15,Arrow,apache/arrow,,pyarrow,apache-arrow,,apache-arrow,,,org.apache.arrow:arrow-vector,data-storage,https://github.com/apache/arrow,https://github.com/apache/arrow,2016-02-17 08:00:23+00:00,2019-11-10 01:55:44+00:00,2019-11-09 05:55:47+00:00,1172,72.0,414.0,4738,5402.0,2019-11-01 15:17:46.274000+00:00,0.15.1,23.0,Apache Arrow is a cross-language development platform for in-memory..,392.0,34,https://pypi.org/project/pyarrow,Apache-2.0,2019-11-01 14:52:42+00:00,1025.0,804.0,4942580.0,4946003.0,https://www.npmjs.com/package/apache-arrow,2019-11-01 15:17:46.274000+00:00,22.0,3423.0,https://search.maven.org/artifact/org.apache.arrow/arrow-vector,2019-09-30 00:00:00+00:00,196.0,,,,,True,2,,conda-forge/pyarrow,github.com/apache/arrow/go/arrow,https://anaconda.org/conda-forge/pyarrow,,3.0,,arrow,,,,apache-arrow,,,,,,,
16,Numba,numba/numba,,numba,,,,,,,accelerators,https://github.com/numba/numba,https://github.com/numba/numba,2012-03-08 11:12:43+00:00,2019-11-09 03:49:18+00:00,2019-11-07 20:17:42+00:00,567,984.0,1712.0,4675,15162.0,2019-10-25 16:19:44+00:00,0.46.0,66.0,NumPy aware dynamic Python compiler using LLVM.,165.0,34,https://pypi.org/project/numba,BSD-2-Clause,2019-10-10 19:16:52+00:00,14770.0,2888.0,916018.0,916018.0,,,,,,,,,,,,True,1,,numba,,https://anaconda.org/anaconda/numba,2019-10-25 16:19:44+00:00,11882.0,,,0.0,,,,,,,,,,
17,Solr,apache/lucene-solr,solr,pysolr,solr-client,incubator/solr,,,,org.apache.solr:solr-core,data-storage,https://github.com/apache/lucene-solr,https://github.com/apache/lucene-solr,2016-01-23 08:00:06+00:00,2019-11-10 01:54:34+00:00,2019-11-08 03:46:53+00:00,2049,188.0,,3758,32539.0,2018-10-03 23:53:29+00:00,3.8.1,133.0,Apache Lucene and Solr open-source search software.,212.0,34,https://pypi.org/project/pysolr,Apache-2.0,2018-10-03 23:53:29+00:00,8508.0,2294.0,73364.0,1308154.0,https://www.npmjs.com/package/solr-client,2017-05-19 10:08:55.780000+00:00,842.0,47310.0,https://search.maven.org/artifact/org.apache.solr/solr-core,2018-09-22 16:41:38+00:00,2652.0,https://hub.docker.com/r/_/solr,2019-10-19 08:02:41.697253+00:00,714.0,54624118.0,True,2,,,,,,2720.0,,,,,,,,,,,,,
18,Grafana,grafana/grafana,grafana/grafana,,,,grafana,grafana,,,data-viz,https://github.com/grafana/grafana,https://github.com/grafana/grafana,2013-12-11 15:59:56+00:00,2019-11-09 22:28:52+00:00,2019-11-08 19:47:35+00:00,6191,2302.0,11770.0,33143,23117.0,2019-11-06 17:00:55+00:00,6.4.4,100.0,The tool for beautiful monitoring and metric analytics & dashboards..,1120.0,33,,Apache-2.0,,6.0,,,8251475.0,,,,,,,,https://hub.docker.com/r/grafana/grafana,2019-11-08 20:12:24.679116+00:00,1265.0,585854747.0,True,1,,,,,,6.0,,,,,,,,,,,,,
19,etcd,etcd-io/etcd,bitnami/etcd,etcd3,etcd3,bitnami/etcd,,,,io.etcd:jetcd-core,data-storage,https://github.com/etcd-io/etcd,https://github.com/etcd-io/etcd,2013-07-06 21:57:21+00:00,2019-11-09 13:12:42.823208+00:00,2019-11-06 19:14:39+00:00,5770,521.0,4169.0,28108,15728.0,2019-10-23 17:58:35+00:00,3.4.3,100.0,Distributed reliable key-value store for the most critical data of a..,609.0,33,https://pypi.org/project/etcd3,Apache-2.0,2019-04-10 21:10:23+00:00,70.0,36.0,104376.0,681634.0,https://www.npmjs.com/package/etcd3,2019-07-03 19:31:01.247000+00:00,34.0,9666.0,,,,https://hub.docker.com/r/bitnami/etcd,2019-11-09 13:12:42.823208+00:00,20.0,2820577.0,True,2,,,go.etcd.io/etcd/client,,,,,,,20688754.0,,,,,,,,,
20,LevelDB,google/leveldb,,plyvel,levelup,,,,,,data-storage,https://github.com/google/leveldb,https://github.com/google/leveldb,2014-08-27 21:17:52+00:00,2019-11-08 06:44:11+00:00,2019-11-08 06:44:08+00:00,4512,128.0,456.0,19192,311.0,2019-10-04 17:58:11.629000+00:00,4.3.2,103.0,LevelDB is a fast key-value storage library written at Google that..,46.0,33,https://pypi.org/project/plyvel,Apache-2.0,2018-07-17 17:30:14+00:00,15846.0,580.0,32239.0,868202.0,https://www.npmjs.com/package/levelup,2019-10-04 17:58:11.629000+00:00,15266.0,835963.0,,,,,,,,True,2,,,,,,,,,,,,,,,,,,,
21,Airflow,apache/airflow,apache/airflow,apache-airflow,,stable/airflow,,,,,job-scheduler,https://github.com/apache/airflow,https://github.com/apache/airflow,2015-04-13 18:04:58+00:00,2019-11-09 22:12:19+00:00,2019-11-09 16:52:52+00:00,5456,329.0,,14592,7325.0,2019-09-04 10:35:13+00:00,1.10.5,31.0,"Platform to programmatically author, schedule, and monitor workflows.",1237.0,33,https://pypi.org/project/apache-airflow,Apache-2.0,2019-10-25 21:03:59+00:00,805.0,206.0,381221.0,386122.0,,,,,,,,https://hub.docker.com/r/apache/airflow,2019-11-09 17:37:33.647494+00:00,59.0,269285.0,True,1,,conda-forge/airflow,,https://anaconda.org/conda-forge/airflow,,599.0,,,,258.0,,,,,,,,,
22,luigi,spotify/luigi,,luigi,,stable/luigi,,,,,job-scheduler,https://github.com/spotify/luigi,https://github.com/spotify/luigi,2012-09-20 15:06:38+00:00,2019-11-07 14:45:03+00:00,2019-11-01 21:47:03+00:00,2027,62.0,747.0,12434,3838.0,2019-09-24 20:24:06+00:00,2.8.9,63.0,Luigi is a Python module that helps you build complex pipelines of..,517.0,33,https://pypi.org/project/luigi,Apache-2.0,2019-08-27 08:21:25+00:00,1510.0,614.0,181663.0,181663.0,,,,,,,,,,,,True,1,,luigi,,https://anaconda.org/anaconda/luigi,2019-09-24 20:24:06+00:00,896.0,,,,,,,,,,,,,
23,Flink,apache/flink,flink,,,,,,,org.apache.flink:flink-core,data-processing,https://github.com/apache/flink,https://github.com/apache/flink,2014-06-07 07:00:10+00:00,2019-11-10 00:41:49+00:00,2019-11-09 11:26:33+00:00,5840,465.0,,11072,18997.0,2019-02-11 15:46:14+00:00,1.7.2,65.0,Stream processing framework with powerful stream- and batch-..,857.0,33,,Apache-2.0,,588.0,,,658000.0,,,,,https://search.maven.org/artifact/org.apache.flink/flink-core,2019-02-11 15:46:14+00:00,484.0,https://hub.docker.com/r/_/flink,2019-10-29 01:00:53.859428+00:00,125.0,42770056.0,True,1,,,,,,104.0,,,,,,,,,,,,,
24,Beam,apache/beam,,apache-beam,,,,,,org.apache.beam:beam-sdks-java-core,data-processing,https://github.com/apache/beam,https://github.com/apache/beam,2016-02-02 08:00:06+00:00,2019-11-09 22:39:21+00:00,2019-11-09 22:37:52+00:00,2126,135.0,,3471,23884.0,2019-10-07 21:00:22+00:00,2.16.0,19.0,Unified programming model to define and execute data processing..,700.0,33,https://pypi.org/project/apache-beam,Apache-2.0,2019-10-07 21:00:22+00:00,396.0,126.0,2214544.0,2214544.0,,,,,https://search.maven.org/artifact/org.apache.beam/beam-sdks-java-core,2019-02-06 19:31:40+00:00,270.0,,,,,True,1,,,,,,,,,,,,,,,,,,,
25,Hazelcast,hazelcast/hazelcast,hazelcast/hazelcast,hazelcast-python-client,hazelcast-client,stable/hazelcast,,,,com.hazelcast:hazelcast,data-storage,https://github.com/hazelcast/hazelcast,https://github.com/hazelcast/hazelcast,2012-03-21 12:25:18+00:00,2019-11-08 20:10:35+00:00,2019-11-08 13:36:15+00:00,1180,827.0,5057.0,3468,29330.0,2019-11-07 09:32:21+00:00,4.0-BETA-1,181.0,Open Source In-Memory Data Grid.,243.0,33,https://pypi.org/project/hazelcast-python-client,Apache-2.0,2019-07-15 08:48:03+00:00,13853.0,1.0,8974.0,70421.0,https://www.npmjs.com/package/hazelcast-client,2019-05-06 14:18:03.051000+00:00,38.0,1926.0,https://search.maven.org/artifact/com.hazelcast/hazelcast,2019-02-23 10:40:06+00:00,4962.0,https://hub.docker.com/r/hazelcast/hazelcast,2019-11-05 14:44:35.728172+00:00,57.0,5476022.0,True,2,,,github.com/hazelcast/hazelcast-go-client,,,8852.0,,,,,,,,,,,,,
26,HBase,apache/hbase,,happybase,,,,,,org.apache.hbase:hbase-client,data-storage,https://github.com/apache/hbase,https://github.com/apache/hbase,2014-05-23 07:00:07+00:00,2019-11-10 00:12:12+00:00,2019-11-08 17:56:21+00:00,2174,43.0,,3216,17010.0,2018-06-13 19:39:14+00:00,2.1.1,211.0,Non-relational distributed database modeled after Google's Bigtable..,459.0,33,https://pypi.org/project/happybase,Apache-2.0,2017-04-03 21:13:18+00:00,8085.0,410.0,168273.0,168273.0,,,,,https://search.maven.org/artifact/org.apache.hbase/hbase-client,2018-10-27 03:01:03+00:00,5108.0,,,,,True,2,,,,,,2567.0,,,,,,,,,,,,,
27,Hive,apache/hive,,pyhive,,,,,,org.apache.hive:hive-common,data-integration,https://github.com/apache/hive,https://github.com/apache/hive,2009-05-21 02:31:01+00:00,2019-11-10 00:41:38+00:00,2019-11-10 00:23:37+00:00,2445,254.0,,2845,13862.0,2018-09-10 16:46:24+00:00,0.6.1,134.0,"Data warehouse software facilitates reading, writing, and managing..",348.0,33,https://pypi.org/project/pyhive,Apache-2.0,2018-09-10 16:46:24+00:00,1853.0,742.0,1042445.0,1042445.0,,,,,https://search.maven.org/artifact/org.apache.hive/hive-common,2018-07-23 23:18:56+00:00,1102.0,,,,,True,1,,,,,,9.0,,,,,,,,,,,,,
28,RethinkDB,rethinkdb/rethinkdb,rethinkdb,rethinkdb,rethinkdb,stable/rethinkdb,,,,com.rethinkdb:rethinkdb-driver,data-storage,https://github.com/rethinkdb/rethinkdb,https://github.com/rethinkdb/rethinkdb,2012-10-30 05:37:47+00:00,2019-11-02 09:07:09+00:00,2019-10-25 09:01:06+00:00,1710,1441.0,4753.0,23358,,2019-10-17 05:25:45+00:00,2.4.4,69.0,The open-source database for the realtime web.,235.0,32,https://pypi.org/project/rethinkdb,Apache-2.0,2019-11-02 09:07:09+00:00,4273.0,872.0,20690.0,657706.0,https://www.npmjs.com/package/rethinkdb,2016-08-29 21:15:17.876000+00:00,3142.0,34393.0,https://search.maven.org/artifact/com.rethinkdb/rethinkdb-driver,2016-07-26 00:45:01+00:00,,https://hub.docker.com/r/_/rethinkdb,2019-07-10 02:50:06.956321+00:00,525.0,51219789.0,True,2,rethinkdb,,,,,259.0,,,,2906.0,,,,,,,,,
29,TensorFlow.js,tensorflow/tfjs,,,@tensorflow/tfjs,,,,,,model-deployment,https://github.com/tensorflow/tfjs,https://github.com/tensorflow/tfjs,2018-03-05 05:41:02+00:00,2019-11-09 20:22:11+00:00,2019-11-09 20:22:09+00:00,935,456.0,1361.0,12001,3407.0,2019-10-30 02:21:47.747000+00:00,1.3.1,70.0,A WebGL accelerated JavaScript library for training and deploying ML..,210.0,32,,Apache-2.0,,6414.0,,,51524.0,https://www.npmjs.com/package/@tensorflow/tfjs,2019-10-30 02:21:47.747000+00:00,1000.0,51524.0,,,,,,,,True,1,,,,,,5414.0,,,,12.0,,,,,,,,,
30,Presto,prestodb/presto,prestosql/presto,presto-python-client,presto-client,stable/presto,,,,com.facebook.presto:presto-spi,data-integration,https://github.com/prestodb/presto,https://github.com/prestodb/presto,2012-08-09 01:03:37+00:00,2019-11-09 19:38:22+00:00,2019-11-09 01:12:17+00:00,3193,991.0,3045.0,9827,16473.0,2019-04-16 20:59:03+00:00,0.7.0,178.0,"High performance, distributed SQL query engine for a variety of data..",440.0,32,https://pypi.org/project/presto-python-client,Apache-2.0,2019-04-16 20:59:03+00:00,367.0,,246703.0,250053.0,https://www.npmjs.com/package/presto-client,2019-04-09 02:44:50.653000+00:00,22.0,2535.0,https://search.maven.org/artifact/com.facebook.presto/presto-spi,2019-02-22 01:19:45+00:00,344.0,https://hub.docker.com/r/prestosql/presto,2019-11-02 06:24:15.613351+00:00,4.0,70927.0,True,2,presto-client,,github.com/prestodb/presto-go-client/presto,,,1.0,,,,,,,,,,,,,
31,Storm,apache/storm,storm,,,gresearch/storm,,,,org.apache.storm:storm-core,data-processing,https://github.com/apache/storm,https://github.com/apache/storm,2013-11-05 08:00:14+00:00,2019-11-08 15:09:53+00:00,2019-11-05 14:22:44+00:00,3981,37.0,,6017,10157.0,2019-04-29 00:00:00+00:00,2.0.0,38.0,Distributed real-time computational system for processing data..,474.0,32,,Apache-2.0,,3923.0,,,42229.0,,,,,https://search.maven.org/artifact/org.apache.storm/storm-core,2019-04-29 00:00:00+00:00,3920.0,https://hub.docker.com/r/_/storm,2019-10-19 10:44:56.794544+00:00,112.0,3040495.0,True,2,,,,,,3.0,,,,,,,,,,,,,
32,Spyder,spyder-ide/spyder,,spyder,,,,spyder3,,,dev-environments,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder,2015-02-16 22:49:48+00:00,2019-11-10 00:34:46+00:00,2019-11-10 00:33:53+00:00,966,797.0,7879.0,4870,17446.0,2019-07-15 18:49:17+00:00,3.3.6,50.0,Official repository for Spyder - The Scientific Python Development..,181.0,32,https://pypi.org/project/spyder,MIT,2019-11-03 03:54:13+00:00,9392.0,1520.0,35165.0,35165.0,,,,,,,,,,,,True,2,,spyder,,https://anaconda.org/anaconda/spyder,2019-07-15 18:49:17+00:00,7872.0,,,0.0,,,,,,,,,,
