,name,github_id,dockerhub_id,pypi_id,npm_id,helm_id,brew_id,apt_id,yum_id,maven_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,show,projectrank_placing,gem_id,conda_id,go_id,conda_url,conda_latest_release_published_at,github_dependent_project_count,pkg_id,cran_id,conda_dependent_project_count,github_release_downloads,zypper_id,yarn_id,docs_url,dockerhub,nuget_id,snap_id,dotnet_id,cargo_id,gitlab_id
184,Voyager 2,vega/voyager,,,datavoyager,,,,,,data-viz,https://github.com/vega/voyager,https://github.com/vega/voyager,2015-01-18 17:28:01+00:00,2019-06-19 22:27:19+00:00,2019-05-18 20:17:43+00:00,103,82.0,369.0,879,1383.0,2018-07-12 17:11:52+00:00,2.0.0-alpha.24,24.0,Visualization Tool for Data Exploration.,16.0,19,,BSD-3-Clause,,36.0,,,278.0,https://www.npmjs.com/package/datavoyager,2018-07-06 16:11:59.101000+00:00,12.0,278.0,,,,,,,,True,3,,,,,,24.0,,,,,,datavoyager,,,,,,,
185,TensorRT Inference Server,NVIDIA/tensorrt-inference-server,,,,,,,,,model-deployment,https://github.com/NVIDIA/tensorrt-inference-server,https://github.com/NVIDIA/tensorrt-inference-server,2018-10-04 21:10:30+00:00,2019-11-11 21:14:21+00:00,2019-11-11 20:15:31+00:00,169,20.0,233.0,833,789.0,2019-10-30 00:03:52+00:00,1.7.0,12.0,The TensorRT Inference Server provides a cloud inferencing solution optimized for NVIDIA GPUs.,20.0,19,,BSD-3-Clause,,,,,631.0,,,,,,,,,,,,True,3,,,,,,,,,,7582.0,,,,,,,,,
186,Mongoku,huggingface/Mongoku,huggingface/mongoku,,mongoku,,,,,,db-gui,https://github.com/huggingface/Mongoku,https://github.com/huggingface/Mongoku,2018-02-10 13:04:11+00:00,2019-08-20 21:21:12+00:00,2019-08-20 21:21:07+00:00,32,10.0,15.0,749,119.0,2019-07-31 20:26:27+00:00,1.3.0,9.0,The Web-scale GUI for MongoDB.,7.0,19,,MIT,,3.0,,,8845.0,https://www.npmjs.com/package/mongoku,2019-07-31 20:25:45.924000+00:00,,270.0,,,,https://hub.docker.com/r/huggingface/mongoku,2019-07-31 20:29:04.822358+00:00,1.0,180075.0,True,3,,,,,,3.0,,,,,,,,,,,,,
187,Simple TensorFlow Serving,tobegit3hub/simple_tensorflow_serving,tobegit3hub/simple_tensorflow_serving,simple_tensorflow_serving,,,,,,,model-deployment,https://github.com/tobegit3hub/simple_tensorflow_serving,https://github.com/tobegit3hub/simple_tensorflow_serving,2018-01-23 06:21:02+00:00,2019-11-11 10:58:49.034058+00:00,2019-11-11 09:48:37+00:00,152,29.0,32.0,617,256.0,2019-09-23 08:08:16+00:00,0.8.0,33.0,Generic and easy-to-use serving service for machine learning models.,8.0,19,https://pypi.org/project/simple_tensorflow_serving,Apache-2.0,2019-09-23 08:08:16+00:00,,,396.0,551.0,,,,,,,,https://hub.docker.com/r/tobegit3hub/simple_tensorflow_serving,2019-11-11 10:58:49.034058+00:00,1.0,3430.0,True,3,,,,,,,,,,,,,,,,,,,
188,Katib,kubeflow/katib,katib/metrics-collector,,,,,,,,others,https://github.com/kubeflow/katib,https://github.com/kubeflow/katib,2018-04-03 17:07:12+00:00,2019-11-11 02:02:48+00:00,2019-11-08 01:38:19+00:00,145,61.0,303.0,556,494.0,,,4.0,Repository for hyperparameter tuning.,38.0,19,,Apache-2.0,,,,,34516.0,,,,,,,,https://hub.docker.com/r/katib/metrics-collector,2019-05-08 08:22:38.446811+00:00,,655742.0,True,3,,,,,,,,,,93.0,,,,,,,,,
189,ParaView,Kitware/ParaView,,,,,,,,,data-viz,https://github.com/Kitware/ParaView,https://github.com/Kitware/ParaView,2010-04-30 14:15:24+00:00,2019-11-11 15:58:35+00:00,2019-11-11 15:55:02+00:00,243,5.0,,548,72311.0,,,,VTK-based Data Analysis and Visualization Application.,260.0,19,,BSD-3-Clause,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
190,Feast,gojek/feast,,feast,,,,,,,others,https://github.com/gojek/feast,https://github.com/gojek/feast,2018-12-10 07:20:15+00:00,2019-11-11 06:17:40+00:00,2019-10-09 11:49:19+00:00,74,39.0,106.0,511,183.0,2019-06-21 08:55:43+00:00,0.1.2,6.0,Feature Store for Machine Learning.,15.0,19,https://pypi.org/project/feast,Apache-2.0,2019-08-29 06:51:32+00:00,4.0,,576.0,618.0,,,,,,,,,,,,True,3,,,,,,4.0,,,,299.0,,,,,,,,,
191,TensorSpace.js,tensorspace-team/tensorspace,,,tensorspace,,,,,,model-viz,https://github.com/tensorspace-team/tensorspace,https://github.com/tensorspace-team/tensorspace,2018-07-22 14:14:29+00:00,2019-04-24 02:12:52+00:00,2019-04-21 02:49:48+00:00,354,25.0,174.0,4016,687.0,2019-04-20 06:29:01+00:00,0.6,11.0,"Neural network 3D visualization framework, build interactive and intuitive model in browsers, support pre-trained deep..",10.0,18,,Apache-2.0,,11.0,,,72.0,https://www.npmjs.com/package/tensorspace,2019-04-02 06:19:50.686000+00:00,1.0,72.0,,,,,,,,True,2,,,,,,10.0,,,,,,tensorspace,,,,,,,
192,EdgeDB,edgedb/edgedb,edgedb/edgedb,edgedb,,,,,,,data-storage,https://github.com/edgedb/edgedb,https://github.com/edgedb/edgedb,2017-06-29 20:30:48+00:00,2019-11-11 19:57:31+00:00,2019-11-09 21:43:43+00:00,75,72.0,202.0,3356,4324.0,2019-04-12 06:31:17+00:00,1.0a1,2.0,The next generation relational database.,16.0,18,https://pypi.org/project/edgedb,Apache-2.0,2019-04-11 21:09:03+00:00,,,434.0,454.0,,,,,,,,https://hub.docker.com/r/edgedb/edgedb,2019-10-17 00:44:53.015059+00:00,2.0,584.0,True,3,,,,,,,,,,,,,,,,,,,
193,Spark Notebook,spark-notebook/spark-notebook,,,,,,,,,dev-environments,https://github.com/spark-notebook/spark-notebook,https://github.com/spark-notebook/spark-notebook,2014-09-05 19:35:25+00:00,2019-06-27 08:31:31+00:00,2019-03-11 13:19:57+00:00,598,209.0,302.0,2854,2324.0,2017-07-23 14:44:02+00:00,0.8.3,18.0,Interactive and Reactive Data Science using Scala and Spark.,83.0,18,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
194,CBoard,TuiQiao/CBoard,peterzhang921/cboard,,,,,,,,business-intelligence,https://github.com/TuiQiao/CBoard,https://github.com/TuiQiao/CBoard,2016-09-21 09:03:42+00:00,2019-09-22 09:52:15+00:00,2019-09-22 09:52:02+00:00,936,74.0,484.0,2205,1319.0,,,,"An easy to use, self-service open BI reporting and BI dashboard platform.",30.0,18,,Apache-2.0,,,,,84.0,,,,,,,,https://hub.docker.com/r/peterzhang921/cboard,2017-10-18 08:07:27.125391+00:00,4.0,3207.0,True,3,,,,,,,,,,,,,,,,,,,
195,Filestash,mickael-kerjean/filestash,machines/filestash,,,,,,,,db-gui,https://github.com/mickael-kerjean/filestash,https://github.com/mickael-kerjean/filestash,2017-06-13 05:34:14+00:00,2019-11-11 13:23:42+00:00,2019-11-11 13:23:28+00:00,108,26.0,150.0,1966,523.0,2018-08-09 14:06:15+00:00,0.3,5.0,"A modern web client for SFTP, S3, FTP, WebDAV, Git, S3, FTPS, Minio, LDAP, Caldav, Carddav, Mysql, Backblaze, ...",17.0,18,,AGPL-3.0,,,,,10003.0,,,,,,,,https://hub.docker.com/r/machines/filestash,2019-11-07 07:06:32.694308+00:00,6.0,289798.0,False,3,,,,,,,,,,191.0,,,,,,,,,
196,Handout,danijar/handout,,handout,,,,,,,others,https://github.com/danijar/handout,https://github.com/danijar/handout,2018-08-28 15:30:22+00:00,2019-11-08 02:57:03+00:00,2019-11-08 02:56:30+00:00,92,13.0,25.0,1809,46.0,2019-08-15 19:30:00+00:00,1.1.2,18.0,Turn Python scripts into handouts with Markdown and figures.,2.0,18,https://pypi.org/project/handout,Apache-2.0,2019-11-08 02:57:03+00:00,6.0,1.0,260.0,260.0,,,,,,,,,,,,True,3,,,,,,5.0,,,,,,,,,,,,,
197,HeidiSQL,HeidiSQL/HeidiSQL,,,,,,,,,db-gui,https://github.com/HeidiSQL/HeidiSQL,https://github.com/HeidiSQL/HeidiSQL,2017-11-02 07:14:02+00:00,2019-11-11 18:22:51+00:00,2019-11-11 18:22:44+00:00,167,300.0,467.0,1552,5074.0,2019-06-15 06:41:45+00:00,10.2,9.0,"A lightweight client for managing MariaDB, MySQL, SQL Server and PostgreSQL, written in Delphi.",24.0,18,,GPL-2.0,,,,,,,,,,,,,,,,,False,3,,,,,,,,,,,,,,,,,,,
198,Wallaroo,WallarooLabs/wallaroo,,,,,,,,,data-processing,https://github.com/WallarooLabs/wallaroo,https://github.com/WallarooLabs/wallaroo,2015-12-30 15:11:24+00:00,2019-11-11 09:05:27+00:00,2019-11-11 09:05:24+00:00,55,362.0,1425.0,1346,5278.0,2018-12-31 16:00:19+00:00,0.6.1,21.0,Distributed Stream Processing.,34.0,18,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
199,Nebula,vesoft-inc/nebula,vesoft/nebula-graph,,,,,,,,data-storage,https://github.com/vesoft-inc/nebula,https://github.com/vesoft-inc/nebula,2018-08-28 14:25:09+00:00,2019-11-11 18:32:03.707182+00:00,2019-11-11 12:11:40+00:00,159,187.0,328.0,1258,643.0,,,3.0,A high performance distributed Graph Database.,30.0,18,,Apache-2.0,,,,,144.0,,,,,,,,https://hub.docker.com/r/vesoft/nebula-graph,2019-11-11 18:32:03.707182+00:00,3.0,1805.0,True,3,,,,,,,,,,145.0,,,,,,,,,
200,Facette,facette/facette,,,,,,,,,data-viz,https://github.com/facette/facette,https://github.com/facette/facette,2011-08-04 16:28:07+00:00,2019-08-10 09:16:09+00:00,2019-08-10 09:14:45+00:00,76,35.0,309.0,1074,1427.0,2019-08-10 09:44:58+00:00,0.5.1,17.0,Time series data visualization software.,29.0,18,,BSD-3-Clause,,,,,88.0,,,,,,,,,,,,True,3,,,,,,,,,,5652.0,,,,,,,,,
201,Datawrapper,datawrapper/datawrapper,,,,,,,,,data-viz,https://github.com/datawrapper/datawrapper,https://github.com/datawrapper/datawrapper,2012-07-06 08:54:49+00:00,2019-11-11 16:35:36+00:00,2019-11-11 14:54:01+00:00,238,86.0,,1015,7241.0,2018-04-06 14:51:50+00:00,1.19.0,22.0,"An open source data visualization platform helping everyone to create simple, correct and embeddable charts in minutes.",46.0,18,,MIT,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
202,DataLab,googledatalab/datalab,,,,,,,,,dev-environments,https://github.com/googledatalab/datalab,https://github.com/googledatalab/datalab,2014-08-06 18:37:34+00:00,2019-10-29 14:06:54+00:00,2019-06-05 05:49:12+00:00,236,214.0,655.0,889,2051.0,2019-01-17 18:31:29+00:00,1.2.20190116,18.0,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,50.0,18,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
203,Gearpump,gearpump/gearpump,,,,,,,,io.github.gearpump:gearpump-core,data-processing,https://github.com/gearpump/gearpump,https://github.com/gearpump/gearpump,2014-07-23 08:55:26+00:00,2019-10-31 22:22:50+00:00,2019-07-06 14:38:43+00:00,145,6.0,991.0,714,2296.0,2019-02-12 23:31:01+00:00,0.9.0,35.0,Lightweight real-time big data streaming engine over Akka.,39.0,18,,Apache-2.0,,,,,61.0,,,,,,,,,,,,True,3,,,,,,,,,,3683.0,,,,,,,,,
204,Sqoop,apache/sqoop,,pysqoop,,,,,,,data-integration,https://github.com/apache/sqoop,https://github.com/apache/sqoop,2011-08-04 07:00:07+00:00,2019-10-26 08:59:35+00:00,2019-10-16 12:47:01+00:00,407,11.0,,646,,2019-08-10 08:09:32+00:00,0.0.7,5.0,Sqoop allows easy imports and exports of data sets between databases and HDFS.,39.0,18,https://pypi.org/project/pysqoop,Apache-2.0,2019-10-26 08:59:35+00:00,,,227.0,227.0,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
205,Hydrosphere Serving,Hydrospheredata/hydro-serving,hydrosphere/serving-manager,hs,,,,,,,model-deployment,https://github.com/Hydrospheredata/hydro-serving,https://github.com/Hydrospheredata/hydro-serving,2017-05-22 10:27:30+00:00,2019-10-21 12:18:39+00:00,2019-10-21 12:18:34+00:00,29,21.0,94.0,170,586.0,2019-04-29 13:39:08+00:00,2.0.6,37.0,Machine Learning Serving cluster.,17.0,18,https://pypi.org/project/hs,Apache-2.0,2019-07-12 09:32:16+00:00,,,185.0,4715.0,,,,,,,,https://hub.docker.com/r/hydrosphere/serving-manager,2019-10-11 15:01:46.730998+00:00,,129208.0,True,3,,,,,,,,,,5829.0,,,,,,,,,
206,Netwulf,benmaier/netwulf,,netwulf,,,,,,,model-viz,https://github.com/benmaier/netwulf,https://github.com/benmaier/netwulf,2018-10-15 13:02:34+00:00,2019-10-02 08:26:59+00:00,2019-10-02 08:26:50+00:00,15,6.0,23.0,167,193.0,2019-09-09 10:43:47+00:00,0.1.4,21.0,Interactive visualization of networks based on Ulf Aslak's d3 web app.,5.0,18,https://pypi.org/project/netwulf,MIT,2019-09-09 10:18:16+00:00,5.0,,296.0,296.0,,,,,,,,,,,,True,2,,,,,,5.0,,,,,,,,,,,,,
207,Hastic,hastic/hastic-server,hastic/server,,,,,,,,ml-applications,https://github.com/hastic/hastic-server,https://github.com/hastic/hastic-server,2018-05-21 14:19:25+00:00,2019-11-07 15:45:55.535477+00:00,2019-11-07 11:02:42+00:00,5,163.0,309.0,162,690.0,2019-11-07 15:44:38+00:00,0.3.8,23.0,Server for managing data for analytics.,5.0,18,,Apache-2.0,,,,,2296.0,,,,,,,,https://hub.docker.com/r/hastic/server,2019-11-07 15:45:55.535477+00:00,,40956.0,True,2,,,,,,,,,,369.0,,,,,,,,,
208,Real-Time-Voice-Cloning,CorentinJ/Real-Time-Voice-Cloning,,,,,,,,,ml-applications,https://github.com/CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,2019-05-26 08:56:15+00:00,2019-11-08 22:28:41+00:00,2019-11-08 22:28:41+00:00,1431,43.0,124.0,9222,238.0,,,,Clone a voice in 5 seconds to generate arbitrary speech in real-time.,9.0,17,,MIT,,,,,,,,,,,,,,,,,True,2,,,,,,,,,,,,,,,,,,,
209,DeOldify,jantic/DeOldify,,,,,,,,,ml-applications,https://github.com/jantic/DeOldify,https://github.com/jantic/DeOldify,2018-10-31 23:32:34+00:00,2019-11-01 20:54:08+00:00,2019-10-30 00:29:59+00:00,894,15.0,103.0,8316,343.0,,,,A Deep Learning based project for colorizing and restoring old images (and video!).,21.0,17,,MIT,,,,,,,,,,,,,,,,,True,2,,,,,,,,,,,,,,,,,,,
210,Shiny,rstudio/shiny,,,,,,,,,others,https://github.com/rstudio/shiny,https://github.com/rstudio/shiny,2012-06-20 18:45:11+00:00,2019-11-07 19:26:22+00:00,2019-11-06 20:29:44+00:00,1542,467.0,1407.0,3597,4587.0,,,,Easy interactive web applications with R.,52.0,17,,GPL-3.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,shiny,,,,,,,,,,,
211,RStudio,rstudio/rstudio,,,,,,,,,dev-environments,https://github.com/rstudio/rstudio,https://github.com/rstudio/rstudio,2010-12-07 19:10:25+00:00,2019-11-10 23:52:39+00:00,2019-11-10 23:52:30+00:00,730,1364.0,1658.0,2968,26883.0,,,,RStudio is an integrated development environment (IDE) for R.,92.0,17,,AGPL-3.0,,,,,,,,,,,,,,,,,False,3,,,,,,,,,,,,,,,,,,,
212,Singa,apache/singa,apache/singa,,,,,,,,ml-platforms,https://github.com/apache/singa,https://github.com/apache/singa,2015-04-02 07:00:05+00:00,2019-11-07 15:59:39+00:00,2019-11-06 02:12:13+00:00,480,33.0,,1834,1446.0,2019-04-07 06:32:58+00:00,2.0.0,1.0,"Flexible architecture for scalable distributed training, it is extensible to run over a wide range of hardware, and..",60.0,17,,Apache-2.0,,,,,2.0,,,,,,,,https://hub.docker.com/r/apache/singa,2019-06-04 04:32:52.195956+00:00,2.0,113.0,True,3,,conda-forge/singa-cpu,,https://anaconda.org/conda-forge/singa-cpu,,,,,,,,,,,,,,,
213,kapacitor,influxdata/kapacitor,,,,,,,,,data-processing,https://github.com/influxdata/kapacitor,https://github.com/influxdata/kapacitor,2015-08-31 14:54:42+00:00,2019-11-08 22:11:05+00:00,2019-10-07 20:16:03+00:00,412,673.0,893.0,1807,1631.0,,,,"Open source framework for processing, monitoring, and alerting on time series data.",87.0,17,,MIT,,,,,,,,,,,,,,,,,True,3,,,github.com/influxdata/kapacitor/cmd/kapacitor,,,,,,,,,,,,,,,,
214,Glow,pytorch/glow,,,,,,,,,accelerators,https://github.com/pytorch/glow,https://github.com/pytorch/glow,2017-09-29 14:28:18+00:00,2019-11-11 21:17:40+00:00,2019-11-11 21:03:35+00:00,310,175.0,371.0,1789,4457.0,,,,Compiler for Neural Network hardware accelerators.,115.0,17,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
215,TensorRT,NVIDIA/TensorRT,,,,,,,,,accelerators,https://github.com/NVIDIA/TensorRT,https://github.com/NVIDIA/TensorRT,2019-05-02 22:02:08+00:00,2019-11-08 22:54:52+00:00,2019-11-08 16:30:21+00:00,287,39.0,133.0,1543,29.0,2019-09-16 21:03:11+00:00,6.0.1,2.0,TensorRT is a C++ library for high performance inference on NVIDIA GPUs and deep learning accelerators.,7.0,17,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
216,Cortex,cortexlabs/cortex,,,,,,,,,model-deployment,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,2019-01-24 04:43:14+00:00,2019-11-11 20:55:40+00:00,2019-11-11 20:35:12+00:00,71,56.0,255.0,1446,782.0,2019-11-11 18:47:58+00:00,0.10.1,17.0,Deploy machine learning models in production.,7.0,17,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
217,Samza,apache/samza,,,,,,,,org.apache.samza:samza-core,data-processing,https://github.com/apache/samza,https://github.com/apache/samza,2015-03-14 07:00:05+00:00,2019-11-11 19:18:10+00:00,2019-11-11 19:18:09+00:00,251,28.0,,595,2022.0,,,,"Near-realtime, asynchronous computational framework for stream processing.",171.0,17,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
218,Falcon,uwdata/falcon,,,falcon-vis,,,,,,data-viz,https://github.com/uwdata/falcon,https://github.com/uwdata/falcon,2016-10-04 22:14:26+00:00,2019-11-11 17:19:43+00:00,2019-11-11 17:18:17+00:00,22,9.0,89.0,395,548.0,2019-08-29 17:50:40.982000+00:00,0.15.0,18.0,Brushing and linking for big data.,5.0,17,,BSD-3-Clause,,,,,56.0,https://www.npmjs.com/package/falcon-vis,2019-08-29 17:50:40.982000+00:00,,56.0,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
219,DeepFaceLab,iperov/DeepFaceLab,,,,,,,,,ml-applications,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,2018-06-04 13:10:00+00:00,2019-11-11 15:56:42+00:00,2019-11-11 15:56:36+00:00,2466,118.0,293.0,10757,636.0,,,,DeepFaceLab is a tool that utilizes machine learning to replace faces in videos. Includes prebuilt ready to work..,17.0,16,,GPL-3.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
220,Label Studio,heartexlabs/label-studio,heartexlabs/label-studio,,label-studio,,,,,,data-labeling,https://github.com/heartexlabs/label-studio,https://github.com/heartexlabs/label-studio,2019-06-19 02:00:44+00:00,2019-11-11 16:24:01+00:00,2019-11-11 16:23:57+00:00,103,11.0,23.0,1956,124.0,2019-10-29 11:16:24+00:00,.0.2.1-5,11.0,Label Studio is a multi-type data labeling and annotation tool with standardized output format.,11.0,16,,Apache-2.0,,1.0,,,302.0,https://www.npmjs.com/package/label-studio,2019-10-16 08:53:09.673000+00:00,,287.0,,,,https://hub.docker.com/r/heartexlabs/label-studio,2019-10-02 09:40:02.036951+00:00,,76.0,True,2,,,,,,1.0,,,,1.0,,,,,,,,,
221,Banana,LucidWorks/banana,,,,,,,,,data-viz,https://github.com/lucidworks/banana,https://github.com/lucidworks/banana,2013-11-21 17:30:57+00:00,2019-09-27 07:15:56+00:00,2019-09-03 02:44:23+00:00,216,99.0,46.0,625,,2019-08-27 05:47:17+00:00,1.6.25,8.0,Banana for Solr - A Port of Kibana.,44.0,16,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
222,Aurora,apache/aurora,,,,,aurora-cli,,,,job-scheduler,https://github.com/apache/aurora,https://github.com/apache/aurora,2013-11-05 08:00:13+00:00,2019-11-07 21:55:06+00:00,2019-11-07 21:55:05+00:00,221,11.0,23.0,622,4080.0,,,,"Apache Aurora - A Mesos framework for long-running services, cron jobs, and ad-hoc jobs.",137.0,16,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
223,PixelAnnotationTool,abreheret/PixelAnnotationTool,,,,,,,,,data-labeling,https://github.com/abreheret/PixelAnnotationTool,https://github.com/abreheret/PixelAnnotationTool,2017-10-03 16:52:13+00:00,2019-11-04 09:10:32+00:00,2019-11-04 09:10:31+00:00,155,14.0,25.0,618,78.0,2019-02-22 14:34:12+00:00,1.3.2,6.0,Annotate quickly images.,6.0,16,,LGPL-3.0,,,,,379.0,,,,,,,,,,,,True,2,,,,,,,,,,9494.0,,,,,,,,,
224,Sequeler,Alecaddd/sequeler,,,,,,,,,db-gui,https://github.com/Alecaddd/sequeler,https://github.com/Alecaddd/sequeler,2017-08-02 04:38:08+00:00,2019-11-08 20:33:11+00:00,2019-09-01 23:09:00+00:00,47,42.0,168.0,481,650.0,2019-09-01 23:09:46+00:00,0.7.3,41.0,SQL Client built in Vala.,33.0,16,,GPL-3.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
225,h2o-flow,h2oai/h2o-flow,,,,,,,,,dev-environments,https://github.com/h2oai/h2o-flow,https://github.com/h2oai/h2o-flow,2014-10-08 22:52:26+00:00,2019-10-12 14:19:09+00:00,2019-10-12 14:19:01+00:00,56,4.0,,103,2878.0,2015-01-16 01:48:10+00:00,0.2.27,17.0,Web based interactive computing environment for H2O.,36.0,16,,MIT,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
226,PlotNeuralNet,HarisIqbal88/PlotNeuralNet,,,,,,,,,model-viz,https://github.com/HarisIqbal88/PlotNeuralNet,https://github.com/HarisIqbal88/PlotNeuralNet,2018-07-24 16:51:34+00:00,2019-07-30 09:20:26+00:00,2019-07-30 09:20:25+00:00,907,40.0,19.0,6849,47.0,2018-12-25 20:56:33+00:00,1.0.0,2.0,Latex code for making neural networks diagrams.,8.0,15,,MIT,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
227,MediaPipe,google/mediapipe,,,,,,,,,others,https://github.com/google/mediapipe,https://github.com/google/mediapipe,2019-06-13 19:16:41+00:00,2019-11-08 07:46:19+00:00,2019-10-29 22:59:27+00:00,596,37.0,190.0,3628,32.0,2019-10-25 22:00:59+00:00,0.6.3,5.0,MediaPipe is a cross-platform framework for building multimodal applied machine learning pipelines.,2.0,15,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
228,SQLFlow,sql-machine-learning/sqlflow,sqlflow/sqlflow,,,,,,,,others,https://github.com/sql-machine-learning/sqlflow,https://github.com/sql-machine-learning/sqlflow,2018-10-04 06:00:50+00:00,2019-11-11 20:33:17+00:00,2019-11-11 18:53:24+00:00,505,97.0,338.0,3328,1.0,,,1.0,Brings SQL and AI together.,26.0,15,,Apache-2.0,,,,,464.0,,,,,,,,https://hub.docker.com/r/sqlflow/sqlflow,2019-11-11 19:29:46.278762+00:00,1.0,6037.0,True,3,,,,,,,,,,,,,,,,,,,
229,Automatic-Speech-Recognition,zzw922cn/Automatic_Speech_Recognition,,,,,,,,,ml-applications,https://github.com/zzw922cn/Automatic_Speech_Recognition,https://github.com/zzw922cn/Automatic_Speech_Recognition,2016-11-13 03:51:07+00:00,2019-10-17 01:02:05+00:00,2019-10-17 00:59:04+00:00,507,67.0,19.0,2560,253.0,,,,End-to-end Automatic Speech Recognition for Madarian and English in Tensorflow.,9.0,15,,MIT,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
230,Onyx,onyx-platform/onyx,,,,,,,,,data-processing,https://github.com/onyx-platform/onyx,https://github.com/onyx-platform/onyx,2013-12-02 01:21:14+00:00,2019-08-31 10:58:07+00:00,2019-08-31 10:50:10+00:00,197,80.0,509.0,1920,6828.0,,,,"Distributed, masterless, high performance, fault tolerant data processing.",62.0,15,,EPL-1.0,,,,,,,,,,,,,,,,,False,3,,,,,,,,,,,,,,,,,,,
231,Labelbox,Labelbox/Labelbox,,,,,,,,,data-labeling,https://github.com/Labelbox/Labelbox,https://github.com/Labelbox/Labelbox,2018-01-07 06:26:16+00:00,2019-10-15 15:29:24+00:00,2019-10-15 15:29:23+00:00,186,19.0,,1211,748.0,,,,Labelbox is the fastest way to annotate data to build and ship computer vision applications.,14.0,15,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
232,ML Workspace,ml-tooling/ml-workspace,mltooling/ml-workspace,,,,,,,,dev-environments,https://github.com/ml-tooling/ml-workspace,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15+00:00,2019-10-30 17:39:21+00:00,2019-10-30 17:39:15+00:00,65,5.0,4.0,689,477.0,,,,All-in-one web-based IDE specialized for machine learning and data science.,6.0,15,,Apache-2.0,,,,,880.0,,,,,,,,https://hub.docker.com/r/mltooling/ml-workspace,2019-10-04 11:39:05.654300+00:00,4.0,5284.0,True,3,,,,,,,,,,,,,,,,,,,
233,FastoNoSQL,fastogt/fastonosql,,,,,,,,,db-gui,https://github.com/fastogt/fastonosql,https://github.com/fastogt/fastonosql,2015-07-18 09:10:48+00:00,2019-10-21 12:35:08+00:00,2019-10-21 12:35:01+00:00,47,11.0,58.0,587,385.0,2019-09-02 13:35:47+00:00,2.5.1,50.0,"FastoNoSQL is a crossplatform Redis, Memcached, SSDB, LevelDB, RocksDB, UnQLite, LMDB, ForestDB, Pika, Dynomite, KeyDB..",3.0,15,,GPL-3.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
234,EuclidesDB,perone/euclidesdb,euclidesdb/euclidesdb,euclides,,,,,,,others,https://github.com/perone/euclidesdb,https://github.com/perone/euclidesdb,2018-11-10 03:03:51+00:00,2019-09-15 15:20:12+00:00,2019-09-15 15:20:01+00:00,25,11.0,11.0,553,73.0,2019-02-12 02:09:18+00:00,0.2.0,3.0,A multi-model machine learning feature embedding database.,2.0,15,https://pypi.org/project/euclides,Apache-2.0,2019-02-12 02:09:18+00:00,1.0,,175.0,206.0,,,,,,,,https://hub.docker.com/r/euclidesdb/euclidesdb,2019-02-12 01:52:49.225606+00:00,1.0,181.0,True,3,,,,,,1.0,,,,198.0,,,,,,,,,
