,name,github_id,dockerhub_id,pypi_id,npm_id,helm_id,brew_id,apt_id,yum_id,maven_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,show,projectrank_placing,gem_id,conda_id,go_id,conda_url,conda_latest_release_published_at,github_dependent_project_count,pkg_id,cran_id,conda_dependent_project_count,github_release_downloads,zypper_id,yarn_id,docs_url,dockerhub,nuget_id,snap_id,dotnet_id,cargo_id,gitlab_id
138,Kylin,apache/kylin,apachekylin/apache-kylin-standalone,kylinpy,,,,,,,others,https://github.com/apache/kylin,https://github.com/apache/kylin,2015-01-03 08:00:05+00:00,2019-11-11 08:24:12+00:00,2019-11-11 08:00:21+00:00,1088,25.0,,2425,7966.0,2019-02-28 14:30:47+00:00,2.3.1,40.0,Distributed Analytics Engine that provides SQL interface and multi-dimensional analysis (OLAP) on Hadoop supporting..,216.0,22,https://pypi.org/project/kylinpy,Apache-2.0,2019-04-07 06:52:49+00:00,1.0,,539.0,557.0,,,,,,,,https://hub.docker.com/r/apachekylin/apache-kylin-standalone,2019-08-28 01:55:09.440434+00:00,1.0,1048.0,True,3,,,,,,1.0,,,,,,,,,,,,,
139,Flume,apache/flume,,,,,,,,org.apache.flume:flume-ng-sdk,data-processing,https://github.com/apache/flume,https://github.com/apache/flume,2011-08-12 18:20:14+00:00,2019-11-07 15:18:47+00:00,2019-10-24 12:37:34+00:00,1248,77.0,,1835,,2017-09-15 12:57:25+00:00,1.8.0,85.0,"Service for efficiently collecting, aggregating, and moving large amounts of log data.",67.0,22,,Apache-2.0,,1532.0,,,,,,,,https://search.maven.org/artifact/org.apache.flume/flume-ng-sdk,2017-09-15 12:57:25+00:00,1418.0,,,,,True,3,,,,,,114.0,,,,,,,,,,,,,
140,Mahout,apache/mahout,,,,,,,,org.apache.mahout:mahout-math-scala_2.10,ml-platforms,https://github.com/apache/mahout,https://github.com/apache/mahout,2014-05-23 07:00:07+00:00,2019-11-04 06:02:39+00:00,2019-05-31 00:02:14+00:00,912,25.0,,1732,4115.0,2017-04-15 05:14:47+00:00,0.13.0,13.0,"Powerful, scalable machine-learning library that runs on top of Hadoop MapReduce.",57.0,22,,Apache-2.0,,62.0,,,,,,,,https://search.maven.org/artifact/org.apache.mahout/mahout-math-scala_2.10,2017-04-15 05:14:47+00:00,7.0,,,,,True,3,,,,,,55.0,,,,,,,,,,,,,
141,nGraph,NervanaSystems/ngraph,,ngraph-core,,,,,,,accelerators,https://github.com/NervanaSystems/ngraph,https://github.com/NervanaSystems/ngraph,2017-07-25 02:02:38+00:00,2019-11-11 21:14:56+00:00,2019-11-11 18:46:08+00:00,164,100.0,151.0,1116,4776.0,2019-11-09 22:24:09+00:00,0.26.0,100.0,"nGraph - open source C++ library, compiler and runtime for Deep Learning.",85.0,22,https://pypi.org/project/ngraph-core,Apache-2.0,2019-11-09 22:24:09+00:00,1.0,,507.0,507.0,,,,,,,,,,,,True,3,,,,,,1.0,,,,,,,,,,,,,
142,Pravega,pravega/pravega,pravega/pravega,,,,,,,,others,https://github.com/pravega/pravega,https://github.com/pravega/pravega,2016-07-11 19:41:03+00:00,2019-11-11 17:34:25+00:00,2019-11-11 17:32:09+00:00,190,337.0,2206.0,813,2414.0,2019-11-07 07:57:50+00:00,0.6.0,33.0,Pravega - Streaming as a new software defined storage primitive.,56.0,22,,Apache-2.0,,,,,3288.0,,,,,,,,https://hub.docker.com/r/pravega/pravega,2019-11-07 07:54:26.021682+00:00,1.0,125849.0,True,3,,,,,,,,,,4281.0,,,,,,,,,
143,GNES,gnes-ai/gnes,gnes/gnes,gnes,,,,,,,ml-applications,https://github.com/gnes-ai/gnes,https://github.com/gnes-ai/gnes,2019-07-08 08:31:09+00:00,2019-11-07 08:47:03.069477+00:00,2019-10-24 05:29:28+00:00,152,11.0,7.0,811,3190.0,2019-11-06 10:12:58+00:00,0.0.47,43.0,"GNES is Generic Neural Elastic Search, a cloud-native semantic search system based on deep neural network.",11.0,22,https://pypi.org/project/gnes,Apache-2.0,2019-11-06 10:12:58+00:00,3.0,1.0,800.0,23484.0,,,,,,,,https://hub.docker.com/r/gnes/gnes,2019-11-07 08:47:03.069477+00:00,,90739.0,True,2,,,,,,2.0,,,,,,,,,,,,,
144,Oozie,apache/oozie,,,,,,,,org.apache.oozie:oozie-client,job-scheduler,https://github.com/apache/oozie,https://github.com/apache/oozie,2011-09-14 07:00:10+00:00,2019-10-29 09:31:11+00:00,2019-10-28 11:28:28+00:00,376,29.0,,528,2331.0,2016-12-02 09:41:44+00:00,4.3.0,78.0,Server-based workflow scheduling system to manage Hadoop jobs.,36.0,22,,Apache-2.0,,418.0,,,,,,,,https://search.maven.org/artifact/org.apache.oozie/oozie-client,2016-12-02 09:41:44+00:00,174.0,,,,,True,3,,,,,,244.0,,,,,,,,,,,,,
145,Hazelcast Jet,hazelcast/hazelcast-jet,hazelcast/hazelcast-jet,,,hazelcast/hazelcast-jet,,,,com.hazelcast.jet:hazelcast-jet,data-processing,https://github.com/hazelcast/hazelcast-jet,https://github.com/hazelcast/hazelcast-jet,2015-12-15 14:01:14+00:00,2019-11-11 14:16:39+00:00,2019-11-11 09:30:13+00:00,108,56.0,399.0,387,1789.0,2019-10-19 09:02:45+00:00,3.2,3.0,"Distributed stream and batch processing engine, built on top of Hazelcast.",30.0,22,,Apache-2.0,,132.0,,,161.0,,,,,https://search.maven.org/artifact/com.hazelcast.jet/hazelcast-jet,2017-06-14 08:29:30+00:00,12.0,https://hub.docker.com/r/hazelcast/hazelcast-jet,2019-11-11 09:49:14.253683+00:00,2.0,7601.0,True,3,,,,,,120.0,,,,2.0,,,,,,,,,
146,Zenko,scality/Zenko,zenko/cloudserver,,,,,,,,data-integration,https://github.com/scality/Zenko,https://github.com/scality/Zenko,2017-06-07 00:53:14+00:00,2019-11-08 21:54:31+00:00,2019-11-07 22:09:49+00:00,46,11.0,32.0,277,433.0,2019-08-16 18:52:58+00:00,1.1.3,21.0,Zenko is the open source multi-cloud data controller: own and keep control of your data on any cloud.,38.0,22,,Apache-2.0,,,,,121227.0,,,,,,,,https://hub.docker.com/r/zenko/cloudserver,2019-11-08 21:21:24.625519+00:00,10.0,3515169.0,True,3,,,,,,,,,,246.0,,,,,,,,,
147,Redis Desktop Manager,uglide/RedisDesktopManager,,,,,,,,,db-gui,https://github.com/uglide/RedisDesktopManager,https://github.com/uglide/RedisDesktopManager,2013-08-05 07:51:08+00:00,2019-11-06 11:43:50+00:00,2019-11-06 11:43:43+00:00,2426,33.0,4207.0,14293,,2019-10-17 07:29:26+00:00,2019.4,58.0,Cross-platform GUI management tool for Redis.,69.0,21,,GPL-3.0,,,,,19882.0,,,,,,,,,,,,True,3,,,,,,,,,,1471277.0,,,,,,,,,
148,Kafka Manager,yahoo/kafka-manager,kafkamanager/kafka-manager,,,,,,,,db-gui,https://github.com/yahoo/kafka-manager,https://github.com/yahoo/kafka-manager,2015-01-28 18:33:21+00:00,2019-10-17 04:34:44+00:00,2019-10-17 04:34:43+00:00,1979,369.0,152.0,8214,648.0,,,,A tool for managing Apache Kafka.,83.0,21,,Apache-2.0,,,,,5244.0,,,,,,,,https://hub.docker.com/r/kafkamanager/kafka-manager,2019-04-12 15:19:11.493997+00:00,31.0,304201.0,True,3,,,,,,,,,,,,,,,,,,,
149,TVM,apache/incubator-tvm,tvmai/demo-cpu,,,,,,,,accelerators,https://github.com/apache/incubator-tvm,https://github.com/apache/incubator-tvm,2016-10-12 22:20:28+00:00,2019-11-11 20:42:40+00:00,2019-11-11 19:22:14+00:00,1190,122.0,1070.0,4600,3279.0,2019-02-18 22:49:08+00:00,0.5,5.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",293.0,21,,Apache-2.0,,,,,36.0,,,,,,,,https://hub.docker.com/r/tvmai/demo-cpu,2019-09-27 16:36:04.029266+00:00,2.0,1335.0,True,3,,,,,,,,,,,,,,,,,,,
150,OpenBLAS,xianyi/OpenBLAS,,,,,openblas,libopenblas-dev,,,accelerators,https://github.com/xianyi/OpenBLAS,https://github.com/xianyi/OpenBLAS,2011-01-24 06:34:44+00:00,2019-11-11 15:01:26+00:00,2019-11-06 06:27:33+00:00,804,147.0,1237.0,2990,2459.0,2019-08-11 21:26:51+00:00,0.3.7,22.0,OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD version.,152.0,21,,BSD-3-Clause,,,,,12.0,,,,,,,,,,,,True,3,,openblas,,https://anaconda.org/anaconda/openblas,2019-07-18 15:26:36+00:00,,,,,979.0,,,,,,,,,
151,DeepDetect,jolibrain/deepdetect,jolibrain/deepdetect_cpu,,,,,,,,model-deployment,https://github.com/jolibrain/deepdetect,https://github.com/jolibrain/deepdetect,2015-05-22 14:45:28+00:00,2019-11-10 00:29:16.705751+00:00,2019-10-31 10:00:46+00:00,472,56.0,294.0,1994,2221.0,2019-10-22 09:26:25+00:00,0.9.4,6.0,"Deep Learning API and Server in C++11 support for Caffe, Caffe2, PyTorch,TensorRT, Dlib, NCNN, Tensorflow, XGBoost and..",22.0,21,,GPL-3.0,,,,,342.0,,,,,,,,https://hub.docker.com/r/jolibrain/deepdetect_cpu,2019-11-10 00:29:16.705751+00:00,,18476.0,True,2,,,,,,,,,,,,,,,,,,,
152,Oryx 2,OryxProject/oryx,,,,,,,,com.cloudera.oryx:oryx-api,ml-platforms,https://github.com/OryxProject/oryx,https://github.com/OryxProject/oryx,2014-07-25 20:08:44+00:00,2019-10-30 12:23:43+00:00,2019-08-31 13:40:37+00:00,383,4.0,201.0,1658,1104.0,2018-11-25 01:45:14+00:00,oryx-2.8.0,24.0,"Oryx 2: Lambda architecture on Apache Spark, Apache Kafka for real-time large scale machine learning.",16.0,21,,Apache-2.0,,32.0,,,240.0,,,,,https://search.maven.org/artifact/com.cloudera.oryx/oryx-api,2018-10-06 18:16:19+00:00,32.0,,,,,True,3,,,,,,,,,,13723.0,,,,,,,,,
153,Gobblin,apache/incubator-gobblin,,,,,,,,org.apache.gobblin:gobblin-api,data-integration,https://github.com/apache/incubator-gobblin,https://github.com/apache/incubator-gobblin,2014-12-01 18:10:50+00:00,2019-11-11 20:26:58+00:00,2019-11-11 18:08:02+00:00,590,39.0,,1633,5307.0,2017-07-20 16:16:12+00:00,gobblin_0.11.0,7.0,"Gobblin is a distributed big data integration framework (ingestion, replication, compliance, retention) for batch and..",141.0,21,,Apache-2.0,,,,,2590.0,,,,,https://search.maven.org/artifact/org.apache.gobblin/gobblin-api,2018-06-20 10:32:05+00:00,,,,,,True,3,,,,,,,,,,121751.0,,,,,,,,,
154,Doris,apache/incubator-doris,apachedoris/doris-dev,,,,,,,,data-storage,https://github.com/apache/incubator-doris,https://github.com/apache/incubator-doris,2017-08-10 12:13:30+00:00,2019-11-11 14:04:18+00:00,2019-11-11 14:04:17+00:00,366,233.0,417.0,1407,1149.0,2019-10-29 07:15:18+00:00,0.11.0-rc01,5.0,MPP-based interactive SQL data warehousing for reporting and analysis.,63.0,21,,Apache-2.0,,,,,37.0,,,,,,,,https://hub.docker.com/r/apachedoris/doris-dev,2019-10-19 07:53:21.270235+00:00,4.0,1013.0,True,3,,,,,,,,,,,,,,,,,,,
155,s4cmd,bloomreach/s4cmd,,s4cmd,,,,,,,data-integration,https://github.com/bloomreach/s4cmd,https://github.com/bloomreach/s4cmd,2012-11-10 04:09:23+00:00,2019-10-18 15:54:01+00:00,2019-04-03 21:08:10+00:00,154,63.0,47.0,929,135.0,2018-08-13 22:59:41+00:00,2.1.0,4.0,Super S3 command line tool.,30.0,21,https://pypi.org/project/s4cmd,Apache-2.0,2018-08-13 22:59:41+00:00,9.0,7.0,16734.0,16734.0,,,,,,,,,,,,True,3,,,,,,2.0,,,,,,,,,,,,,
156,SystemML,apache/systemml,,systemml,,,,,,org.apache.systemml:systemml,ml-platforms,https://github.com/apache/systemml,https://github.com/apache/systemml,2015-11-10 08:00:06+00:00,2019-08-09 14:20:36+00:00,2019-08-09 14:20:18+00:00,291,23.0,,786,6038.0,2018-08-27 17:54:59+00:00,1.2.0,13.0,"A machine learning platform optimal for big data running on Apache Spark,.",85.0,21,https://pypi.org/project/systemml,Apache-2.0,2018-08-27 17:54:59+00:00,3.0,,1754.0,1754.0,,,,,,,,,,,,True,3,,,,,,3.0,,,,,,,,,,,,,
157,Robo 3T,Studio3T/robomongo,,,,,,,,,db-gui,https://github.com/Studio3T/robomongo,https://github.com/Studio3T/robomongo,2012-11-07 13:53:49+00:00,2019-09-09 15:41:28+00:00,2019-04-12 14:12:22+00:00,648,642.0,881.0,7696,2298.0,2019-04-04 06:30:19+00:00,1.3.1,16.0,Native cross-platform MongoDB management tool.,39.0,20,,GPL-3.0,,,,,577.0,,,,,,,,,,,,True,3,,,,,,,,,,32314.0,,,,,,,,,
158,PipelineAI,PipelineAI/pipeline,,cli-pipeline,,,,,,,model-deployment,https://github.com/PipelineAI/pipeline,https://github.com/PipelineAI/pipeline,2015-07-08 03:49:23+00:00,2019-11-02 00:39:42+00:00,2019-11-02 00:39:37+00:00,944,1.0,253.0,3853,593.0,2019-04-16 19:58:33+00:00,1.5.315,371.0,PipelineAI Kubeflow Distribution.,13.0,20,https://pypi.org/project/cli-pipeline,Apache-2.0,2019-05-17 04:26:03+00:00,,,1337.0,1337.0,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
159,SandDance,microsoft/SandDance,,,@msrvida/sanddance,,,,,,data-viz,https://github.com/microsoft/SandDance,https://github.com/microsoft/SandDance,2018-11-05 22:45:31+00:00,2019-11-08 22:49:29+00:00,2019-11-08 18:14:35+00:00,212,39.0,33.0,3472,221.0,2019-11-08 05:22:15.410000+00:00,1.6.6,14.0,"Visually explore, understand, and present your data.",7.0,20,,MIT,,2.0,,,641.0,https://www.npmjs.com/package/@msrvida/sanddance,2019-11-08 05:22:15.410000+00:00,2.0,641.0,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
160,Hydrogen,nteract/hydrogen,,,,,,,,,dev-environments,https://github.com/nteract/hydrogen,https://github.com/nteract/hydrogen,2015-05-11 01:16:55+00:00,2019-11-02 18:52:26+00:00,2019-11-02 18:51:52+00:00,259,85.0,949.0,3401,2047.0,2019-10-29 03:16:48+00:00,2.13.1,77.0,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",74.0,20,,MIT,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
161,Pentaho Kettle,pentaho/pentaho-kettle,,,,,,,,,data-integration,https://github.com/pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,2013-10-08 18:27:11+00:00,2019-11-11 20:54:01+00:00,2019-11-11 18:49:36+00:00,2044,29.0,,3363,21578.0,2015-01-06 17:07:54+00:00,5.2.0.2-C-185-R,1.0,Pentaho Data Integration ( ETL ) a.k.a Kettle.,343.0,20,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
162,Azkaban,azkaban/azkaban,,,,,,,,,job-scheduler,https://github.com/azkaban/azkaban,https://github.com/azkaban/azkaban,2012-10-18 01:34:53+00:00,2019-11-11 18:40:53+00:00,2019-11-08 18:23:55+00:00,1199,631.0,358.0,2910,2398.0,2018-09-25 22:31:47+00:00,3.57.0,46.0,Batch workflow job scheduler created at LinkedIn to run Hadoop jobs.,116.0,20,,Apache-2.0,,,,,14.0,,,,,,,,,,,,True,3,,,,,,,,,,926.0,,,,,,,,,
163,Sqlectron,sqlectron/sqlectron-gui,,,,,,,,,db-gui,https://github.com/sqlectron/sqlectron-gui,https://github.com/sqlectron/sqlectron-gui,2015-09-05 12:22:51+00:00,2019-05-07 14:44:44+00:00,2018-10-31 22:29:39+00:00,317,100.0,231.0,2853,815.0,2018-09-05 21:11:08+00:00,1.30.0,42.0,UNMAINTAINED - SEE BELOW. A simple and lightweight SQL client desktop with cross database and platform support.,29.0,20,,MIT,,,,,3807.0,,,,,,,,,,,,False,3,,,,,,,,,,182737.0,,,,,,,,,
164,Blazer,ankane/blazer,,,,,,,,,business-intelligence,https://github.com/ankane/blazer,https://github.com/ankane/blazer,2014-10-01 04:54:55+00:00,2019-11-07 06:48:48+00:00,2019-10-09 00:22:09+00:00,288,11.0,147.0,2303,916.0,,,,Business intelligence made simple.,42.0,20,,MIT,,229.0,,,,,,,,,,,,,,,True,3,blazer,,,,,229.0,,,,,,,,,,,,,
165,doccano,chakki-works/doccano,chakkiworks/doccano,,,,,,,,data-labeling,https://github.com/chakki-works/doccano,https://github.com/chakki-works/doccano,2018-05-09 06:10:05+00:00,2019-11-11 04:23:58+00:00,2019-11-06 21:22:05+00:00,421,43.0,220.0,1984,854.0,,,,Open source text annotation tool for machine learning practitioner.,30.0,20,,MIT,,,,,17454.0,,,,,,,,https://hub.docker.com/r/chakkiworks/doccano,2019-11-06 21:47:05.185335+00:00,7.0,314186.0,True,2,,,,,,,,,,,,,,,,,,,
166,Mirage,appbaseio/mirage,appbaseio/mirage,,,,,,,,db-gui,https://github.com/appbaseio/mirage,https://github.com/appbaseio/mirage,2016-02-25 06:15:36+00:00,2019-10-11 10:02:17.849518+00:00,2019-10-11 09:36:49+00:00,101,13.0,51.0,1930,571.0,2019-07-17 05:06:54+00:00,0.11.0,24.0,GUI for simplifying Elasticsearch Query DSL.,9.0,20,,Apache-2.0,,,,,7001.0,,,,,,,,https://hub.docker.com/r/appbaseio/mirage,2019-10-11 10:02:17.849518+00:00,6.0,315066.0,True,3,,,,,,,,,,,,,,,,,,,
167,VoTT,Microsoft/VoTT,,,,,,,,,data-labeling,https://github.com/microsoft/VoTT,https://github.com/microsoft/VoTT,2016-12-29 13:32:23+00:00,2019-11-07 23:00:25+00:00,2019-10-04 23:05:16+00:00,390,155.0,221.0,1872,488.0,2019-04-29 22:04:32+00:00,2.1.0,20.0,Visual Object Tagging Tool: An electron app for building end to end Object Detection Models from Images and Videos.,13.0,20,,MIT,,,,,1148.0,,,,,,,,,,,,True,2,,,,,,,,,,36748.0,,,,,,,,,
168,OmniDB,OmniDB/OmniDB,,,,,,,,,db-gui,https://github.com/OmniDB/OmniDB,https://github.com/OmniDB/OmniDB,2016-04-12 13:12:03+00:00,2019-09-25 14:03:36+00:00,2019-09-25 14:03:26+00:00,221,173.0,301.0,1779,1680.0,2019-06-13 13:51:53+00:00,2.16.0,29.0,Web tool for database management.,19.0,20,,MIT,,,,,138.0,,,,,,,,,,,,True,3,,,,,,,,,,5968.0,,,,,,,,,
169,Gaffer,gchq/Gaffer,,,,,,,,uk.gov.gchq.gaffer:graph,data-storage,https://github.com/gchq/Gaffer,https://github.com/gchq/Gaffer,2015-12-14 12:12:39+00:00,2019-11-11 10:19:40+00:00,2019-11-11 10:19:37+00:00,318,86.0,971.0,1557,6663.0,2019-11-11 10:19:30+00:00,gaffer2-1.10.3,88.0,A large-scale entity and relation database supporting aggregation of properties.,38.0,20,,Apache-2.0,,8.0,,,0.0,,,,,https://search.maven.org/artifact/uk.gov.gchq.gaffer/graph,2019-09-25 00:00:00+00:00,8.0,,,,,True,3,,,,,,,,,,26.0,,,,,,,,,
170,ElectroCRUD,garrylachman/ElectroCRUD,,,,,,,,,db-gui,https://github.com/garrylachman/ElectroCRUD,https://github.com/garrylachman/ElectroCRUD,2016-05-14 02:18:49+00:00,2019-11-04 15:52:34+00:00,2019-11-04 15:52:33+00:00,203,15.0,37.0,957,535.0,2019-08-13 13:25:07+00:00,2.5.1,28.0,"Database CRUD Application Built on Electron | MySQL, Postgres.",43.0,20,,MIT,,,,,622.0,,,,,,,,,,,,True,3,,,,,,,,,,26163.0,,,,,,,,,
171,ONNX.js,microsoft/onnxjs,,,onnxjs,,,,,,model-deployment,https://github.com/microsoft/onnxjs,https://github.com/microsoft/onnxjs,2018-09-13 23:11:53+00:00,2019-11-07 23:32:33+00:00,2019-06-01 01:16:36+00:00,61,20.0,34.0,928,93.0,2019-06-01 01:24:18.776000+00:00,0.1.7,8.0,ONNX.js: run ONNX models using JavaScript.,10.0,20,,MIT,,54.0,,,342.0,https://www.npmjs.com/package/onnxjs,2019-06-01 01:24:18.776000+00:00,10.0,342.0,,,,,,,,True,3,,,,,,44.0,,,,,,,,,,,,,
172,Aleph,alephdata/aleph,alephdata/aleph,,,,,,,,others,https://github.com/alephdata/aleph,https://github.com/alephdata/aleph,2014-08-27 20:21:51+00:00,2019-11-11 12:06:53.481018+00:00,2019-11-04 07:01:16+00:00,128,37.0,417.0,918,6047.0,2018-05-29 05:27:35+00:00,2.1.0,3.0,Search and browse documents and data; find the people and companies you look for.,38.0,20,,MIT,,,,,3084.0,,,,,,,,https://hub.docker.com/r/alephdata/aleph,2019-11-11 12:06:53.481018+00:00,,194316.0,True,3,,,,,,,,,,,,,,,,,,,
173,pgAdmin,postgres/pgadmin4,dpage/pgadmin4,,,,,,,,db-gui,https://github.com/postgres/pgadmin4,https://github.com/postgres/pgadmin4,2017-02-20 11:54:13+00:00,2019-11-11 14:55:58+00:00,2019-11-11 14:55:53+00:00,143,10.0,,759,3421.0,,,,Web-based administration tool for the PostgreSQL database.,96.0,20,,PostgreSQL,,,,,635070.0,,,,,,,,https://hub.docker.com/r/dpage/pgadmin4,2019-11-11 01:03:17.618993+00:00,430.0,20957319.0,False,3,,,,,,,,,,,,,,,,,,,
174,BentoML,bentoml/bentoml,bentoml/bento_api_server,bentoml,,,,,,,model-deployment,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,2019-04-02 01:39:27+00:00,2019-11-11 18:41:00+00:00,2019-11-10 20:43:22+00:00,72,7.0,53.0,575,345.0,2019-10-24 21:42:27+00:00,0.4.8,28.0,A platform for serving and deploying machine learning models.,8.0,20,https://pypi.org/project/bentoml,Apache-2.0,2019-10-24 21:40:00+00:00,10.0,4.0,883.0,890.0,,,,,,,,https://hub.docker.com/r/bentoml/bento_api_server,,,,True,3,,,,,,6.0,,,,53.0,,,,,,,,,
175,Brooklin,linkedin/brooklin,,,,,,,,com.github.datastream:datastream-client,data-processing,https://github.com/linkedin/brooklin,https://github.com/linkedin/brooklin,2015-08-10 22:58:33+00:00,2019-11-08 04:12:17+00:00,2019-11-08 04:12:16+00:00,60,6.0,10.0,493,1195.0,2019-10-01 21:16:56+00:00,1.0.2,3.0,An extensible distributed system for reliable nearline data streaming at scale.,35.0,20,,BSD-2-Clause,,,,,181.0,,,,,,,,,,,,True,3,,,,,,,,,,725.0,,,,,,,,,
176,KFServing,kubeflow/kfserving,,kfserving,,,,,,,model-deployment,https://github.com/kubeflow/kfserving,https://github.com/kubeflow/kfserving,2019-03-27 21:14:14+00:00,2019-11-11 15:06:43+00:00,2019-11-10 17:41:39+00:00,72,77.0,139.0,210,299.0,2019-11-05 02:15:04+00:00,0.2.4,11.0,Serverless Inferencing on Kubernetes.,29.0,20,https://pypi.org/project/kfserving,Apache-2.0,2019-11-08 01:43:51+00:00,8.0,4.0,827.0,833.0,,,,,,,,,,,,True,3,,,,,,4.0,,,,33.0,,,,,,,,,
177,Deepo,ufoym/deepo,ufoym/deepo,,,,,,,,dev-environments,https://github.com/ufoym/deepo,https://github.com/ufoym/deepo,2017-10-27 11:41:49+00:00,2019-11-05 22:59:08.880665+00:00,2019-11-05 17:27:51+00:00,621,16.0,83.0,5321,95.0,2017-11-27 15:04:59+00:00,2.0.0,2.0,Set up deep learning environment in a single command line.,10.0,19,,MIT,,,,,5065.0,,,,,,,,https://hub.docker.com/r/ufoym/deepo,2019-11-05 22:59:08.880665+00:00,137.0,126645.0,True,3,,,,,,,,,,,,,,,,,,,
178,CVAT,opencv/cvat,,,,,,,,,data-labeling,https://github.com/opencv/cvat,https://github.com/opencv/cvat,2018-06-29 14:02:45+00:00,2019-11-11 18:36:41+00:00,2019-11-08 15:16:34+00:00,613,111.0,313.0,2675,322.0,2019-10-17 10:07:40+00:00,0.5.1,5.0,Powerful and efficient Computer Vision Annotation Tool (CVAT).,40.0,19,,MIT,,,,,,,,,,,,,,,,,True,2,,,,,,,,,,,,,,,,,,,
179,Delta Lake,delta-io/delta,,,,,,,,io.delta:delta-core_2.11,data-integration,https://github.com/delta-io/delta,https://github.com/delta-io/delta,2019-04-22 18:56:51+00:00,2019-11-07 13:25:39+00:00,2019-11-01 17:29:43+00:00,355,70.0,80.0,1864,211.0,2019-10-01 02:23:32+00:00,0.4.0,3.0,"An open-source storage layer that brings scalable, ACID transactions to Apache Spark and big data workloads.",45.0,19,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,
180,Poli,shzlw/poli,zhonglu/poli,,,,,,,,business-intelligence,https://github.com/shzlw/poli,https://github.com/shzlw/poli,2018-11-27 03:56:44+00:00,2019-10-05 14:29:23+00:00,2019-10-05 14:28:57+00:00,201,8.0,29.0,1482,196.0,2019-08-15 22:17:09+00:00,0.10.1,10.0,An easy-to-use BI server built for SQL lovers. Power data analysis in SQL and gain faster business insights.,2.0,19,,MIT,,,,,511.0,,,,,,,,https://hub.docker.com/r/zhonglu/poli,2019-08-15 22:08:10.283129+00:00,,468.0,True,3,,,,,,,,,,2837.0,,,https://shzlw.github.io/poli/,,,,,,
181,TensorFlow for R,rstudio/tensorflow,,,,,,,,,others,https://github.com/rstudio/tensorflow,https://github.com/rstudio/tensorflow,2016-08-22 15:46:39+00:00,2019-11-11 15:56:59+00:00,2019-11-11 14:05:24+00:00,315,6.0,242.0,1159,1283.0,2019-10-02 21:29:49+00:00,2.0.0,3.0,TensorFlow for R.,21.0,19,,Apache-2.0,,,,,1.0,,,,,,,,,,,,True,3,,,,,,,,tensorflow,,8.0,,,,,,,,,
182,Ofelia,mcuadros/ofelia,mcuadros/ofelia,,,,,,,,job-scheduler,https://github.com/mcuadros/ofelia,https://github.com/mcuadros/ofelia,2015-09-29 09:02:06+00:00,2019-11-06 21:14:31+00:00,2019-11-06 20:52:29+00:00,78,34.0,25.0,1129,81.0,2016-12-19 21:22:46+00:00,0.2.2,8.0,A docker job scheduler (aka. crontab for docker).,15.0,19,,MIT,,,,,41758.0,,,,,,,,https://hub.docker.com/r/mcuadros/ofelia,2019-11-06 21:01:01.834979+00:00,14.0,2079744.0,True,3,,,,,,,,,,8212.0,,,,,,,,,
183,Clipper,ucbrise/clipper,clipper/management_frontend,clipper-admin,,,,,,,model-deployment,https://github.com/ucbrise/clipper,https://github.com/ucbrise/clipper,2016-10-27 17:30:27+00:00,2019-11-10 07:39:12.730687+00:00,2019-07-09 00:41:10+00:00,229,144.0,264.0,1059,1.0,2019-06-07 03:01:20+00:00,0.4.1,12.0,A low-latency prediction-serving system.,36.0,19,https://pypi.org/project/clipper-admin,Apache-2.0,2019-06-07 03:01:20+00:00,,,299.0,28886.0,,,,,,,,https://hub.docker.com/r/clipper/management_frontend,2019-11-10 07:39:12.730687+00:00,,1057740.0,True,3,,,,,,,,,,,,,,,,,,,
