,name,github_id,dockerhub_id,pypi_id,npm_id,helm_id,brew_id,apt_id,yum_id,maven_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,show,projectrank_placing,gem_id,conda_id,go_id,conda_url,conda_latest_release_published_at,github_dependent_project_count,pkg_id,cran_id,conda_dependent_project_count,github_release_downloads,zypper_id,yarn_id,docs_url,dockerhub,nuget_id,snap_id,dotnet_id,cargo_id,pip_id,gitlab_id
110,Riak,basho/riak,basho/riak-kv,riak,basho-riak-client,,,,,com.basho.riak:riak-client,data-storage,https://github.com/basho/riak,https://github.com/basho/riak,2010-04-16 14:51:16+00:00,2020-01-21 13:21:38+00:00,2020-01-08 09:38:55+00:00,514.0,138.0,301.0,3374,,2019-11-20 18:59:36+00:00,riak-2.9.0p5,38.0,Riak is a decentralized datastore from Basho Technologies.,123.0,24,https://pypi.org/project/riak,Apache-2.0,2016-12-12 22:51:24+00:00,530.0,168.0,5615.0,11938.0,https://www.npmjs.com/package/basho-riak-client,2016-12-12 17:56:16.864000+00:00,60.0,778.0,https://search.maven.org/artifact/com.basho.riak/riak-client,2016-12-15 16:19:59+00:00,302.0,https://hub.docker.com/r/basho/riak-kv,2017-04-04 21:50:14.020226+00:00,28.0,648773.0,True,3,,,github.com/basho/riak-go-client,,,,,,,63.0,,,,,,,,,,
111,Cadence,uber/cadence,ubercadence/server,,,,,,,com.uber.cadence:cadence-client,job-scheduler,https://github.com/uber/cadence,https://github.com/uber/cadence,2017-02-21 16:10:18+00:00,2020-01-24 20:01:58+00:00,2020-01-24 20:01:49+00:00,273.0,313.0,774.0,3310,1799.0,2019-12-04 22:32:15+00:00,0.10.3,44.0,"Cadence is a distributed, scalable, durable, and highly available orchestration engine to execute asynchronous long-..",57.0,24,,MIT,,2.0,,,19266.0,,,,,https://search.maven.org/artifact/com.uber.cadence/cadence-client,2018-08-06 22:25:24+00:00,2.0,https://hub.docker.com/r/ubercadence/server,2020-01-24 19:39:30.895173+00:00,2.0,665815.0,True,2,,,go.uber.org/cadence,,,,,,,7536.0,,,,,,,,,,
112,Kylin,apache/kylin,apachekylin/apache-kylin-standalone,kylinpy,,,,,,,others,https://github.com/apache/kylin,https://github.com/apache/kylin,2015-01-03 08:00:05+00:00,2020-01-24 16:34:52+00:00,2020-01-23 13:27:09+00:00,1119.0,25.0,,2537,8123.0,2019-02-28 14:30:47+00:00,2.3.1,40.0,Distributed Analytics Engine that provides SQL interface and multi-dimensional analysis (OLAP) on Hadoop supporting..,231.0,24,https://pypi.org/project/kylinpy,Apache-2.0,2019-04-07 06:52:49+00:00,1.0,,691.0,726.0,,,,,,,,https://hub.docker.com/r/apachekylin/apache-kylin-standalone,2019-08-28 01:55:09.440434+00:00,2.0,2157.0,True,2,,,,,,1.0,,,,,,,,,,,,,,
113,doccano,chakki-works/doccano,chakkiworks/doccano,,,,,,,,data-labeling,https://github.com/doccano/doccano,https://github.com/doccano/doccano,2018-05-09 06:10:05+00:00,2020-01-16 23:54:28+00:00,2020-01-10 05:54:19+00:00,480.0,54.0,281.0,2342,1102.0,2019-11-29 08:19:54+00:00,1.0.2,3.0,Open source text annotation tool for machine learning practitioner.,37.0,24,,MIT,,,,,19572.0,,,,,,,,https://hub.docker.com/r/chakkiworks/doccano,2019-11-29 08:35:43.370198+00:00,8.0,391446.0,True,2,,,,,,,,,,,,,,,,,,,,
114,OCRmyPDF,jbarlow83/OCRmyPDF,,ocrmypdf,,,ocrmypdf,ocrmypdf,,,ml-applications,https://github.com/jbarlow83/OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF,2013-12-20 08:26:28+00:00,2020-01-20 18:45:39+00:00,2020-01-18 09:48:33+00:00,272.0,53.0,387.0,2196,2368.0,2020-01-19 06:23:15+00:00,9.5.0,122.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",28.0,24,https://pypi.org/project/ocrmypdf,GPL-3.0,2020-01-19 06:23:15+00:00,37.0,12.0,6915.0,6915.0,,,,,,,,,,,,True,1,,,,,,25.0,,,,,,,,,,,,,,
115,mkl-dnn,intel/mkl-dnn,,,,,,,,,accelerators,https://github.com/intel/mkl-dnn,https://github.com/intel/mkl-dnn,2016-05-09 23:26:42+00:00,2020-01-22 20:49:59+00:00,2020-01-21 20:17:58+00:00,427.0,25.0,529.0,1777,4327.0,2020-01-18 02:21:22+00:00,0.21.3,52.0,Deep Neural Network Library (DNNL).,109.0,24,,Apache-2.0,,0.0,,,46068.0,,,,,,,,,,,,True,2,,mkl,,https://anaconda.org/anaconda/mkl,2019-09-18 23:22:41+00:00,,,,0.0,1888793.0,,,,,,,,,,
116,Calcite,apache/calcite,,,,,,,,org.apache.calcite:calcite-core,data-integration,https://github.com/apache/calcite,https://github.com/apache/calcite,2014-06-25 07:00:07+00:00,2020-01-24 11:47:34+00:00,2020-01-23 21:43:39+00:00,991.0,133.0,,1682,3906.0,2018-07-16 09:05:17+00:00,1.17.0,37.0,"Framework for building databases and data management systems. Includes a SQL parser, an API for building expressions..",286.0,24,,Apache-2.0,,502.0,,,,,,,,https://search.maven.org/artifact/org.apache.calcite/calcite-core,2018-07-16 09:05:17+00:00,502.0,,,,,True,3,,,,,,,,,,,,,,,,,,,,
117,Embulk,embulk/embulk,,,,,,,,,data-integration,https://github.com/embulk/embulk,https://github.com/embulk/embulk,2014-09-16 03:58:52+00:00,2019-12-24 05:48:04+00:00,2019-12-24 04:22:27+00:00,162.0,166.0,258.0,1388,2700.0,2019-12-24 05:49:17+00:00,0.9.23,100.0,"Parallel bulk data loader that helps data transfer between various storages, databases, NoSQL and cloud services.",49.0,24,,Apache-2.0,,,,,8383.0,,,,,,,,,,,,True,3,,,,,,,,,,108984.0,,,,,,,,,,
118,Data Collector,streamsets/datacollector,streamsets/datacollector,streamsets,,,,,,com.streamsets:streamsets-datacollector,data-integration,https://github.com/streamsets/datacollector,https://github.com/streamsets/datacollector,2015-09-09 22:43:02+00:00,2020-01-24 20:01:55+00:00,2020-01-24 20:01:36+00:00,476.0,17.0,,969,9445.0,2019-06-27 21:24:41+00:00,3.6.0,47.0,StreamSets Data Collector - Continuous big data and cloud platform ingest infrastructure.,97.0,24,https://pypi.org/project/streamsets,Apache-2.0,2019-10-25 15:53:20+00:00,3.0,,258.0,42124.0,,,,,https://search.maven.org/artifact/com.streamsets/streamsets-datacollector,2018-05-24 19:18:07+00:00,3.0,https://hub.docker.com/r/streamsets/datacollector,2020-01-24 11:01:50.190478+00:00,57.0,2177060.0,True,3,,,,,,,,,,,,,,,,,,,,
119,Netron,lutzroeder/netron,,netron,,,netron,,,,model-viz,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,2010-12-26 12:53:43+00:00,2020-01-24 03:29:59+00:00,2020-01-24 03:29:49+00:00,948.0,10.0,372.0,7836,2553.0,2020-01-21 07:10:24+00:00,3.8.0,272.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,23,https://pypi.org/project/netron,MIT,2020-01-21 07:10:24+00:00,4.0,4.0,1634.0,42767.0,,,,,,,,,,,,True,1,,,,,,,,,,41133.0,,,,,,,,,,
120,Sequel Pro,sequelpro/sequelpro,,,,,,,,,db-gui,https://github.com/sequelpro/sequelpro,https://github.com/sequelpro/sequelpro,2013-11-08 05:27:37+00:00,2019-12-20 20:18:56+00:00,2019-09-30 03:45:51+00:00,645.0,1048.0,2461.0,7361,4671.0,2016-04-03 01:17:37+00:00,release-1.1.2,11.0,MySQL/MariaDB database management for macOS.,41.0,23,,MIT,,,,,72677.0,,,,,,,,,,,,True,2,,,,,,,,,,3997242.0,,,,,,,,,,
121,OpenRefine,OpenRefine/OpenRefine,vimagick/openrefine,,,,openrefine,,,,others,https://github.com/OpenRefine/OpenRefine,https://github.com/OpenRefine/OpenRefine,2012-10-15 02:22:48+00:00,2020-01-24 09:16:06+00:00,2020-01-24 09:16:04+00:00,1201.0,427.0,1263.0,6828,4509.0,2019-07-26 14:57:08+00:00,3.2,21.0,"OpenRefine is a free, open source power tool for working with messy data and improving it.",140.0,23,,BSD-3-Clause,,,,,12820.0,,,,,,,,https://hub.docker.com/r/vimagick/openrefine,2020-01-23 01:55:33.484088+00:00,8.0,95375.0,True,3,,,,,,,,,,914475.0,,,,,,,,,,
122,Tile38,tidwall/tile38,tile38/tile38,,,,tile38,,,,data-storage,https://github.com/tidwall/tile38,https://github.com/tidwall/tile38,2016-03-04 23:07:44+00:00,2019-12-19 11:22:23+00:00,2019-12-11 18:19:53+00:00,372.0,88.0,321.0,6648,836.0,2019-12-11 18:23:26+00:00,1.19.3,50.0,Real-time Geospatial and Geofencing.,36.0,23,,MIT,,,,,15643.0,,,,,,,,https://hub.docker.com/r/tile38/tile38,2019-12-11 18:22:46.793876+00:00,15.0,680245.0,True,3,,,,,,,,,,38541.0,,,,,,,,,,
123,TVM,apache/incubator-tvm,tvmai/demo-cpu,,,,,,,,accelerators,https://github.com/apache/incubator-tvm,https://github.com/apache/incubator-tvm,2016-10-12 22:20:28+00:00,2020-01-24 18:55:38+00:00,2020-01-24 06:41:56+00:00,1285.0,131.0,1168.0,4942,3620.0,2019-12-05 06:47:45+00:00,0.6.0,7.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",319.0,23,,Apache-2.0,,,,,44.0,,,,,,,,https://hub.docker.com/r/tvmai/demo-cpu,2019-09-27 16:36:04.029266+00:00,4.0,1665.0,True,3,,,,,,,,,,59.0,,,,,,,,,,
124,phpMyAdmin,phpmyadmin/phpmyadmin,,,,stable/phpmyadmin,,,,,db-gui,https://github.com/phpmyadmin/phpmyadmin,https://github.com/phpmyadmin/phpmyadmin,2012-01-19 13:21:52+00:00,2020-01-24 20:54:14+00:00,2020-01-24 17:19:51+00:00,2553.0,511.0,11907.0,4706,117513.0,2020-01-08 02:37:09+00:00,RELEASE_5_0_1,100.0,A web interface for MySQL and MariaDB.,1670.0,23,,GPL-2.0,,,,,,,,,,,,,,,,,False,2,,,,,,,,,,,,,,,,,,,,
125,Zeppelin,apache/zeppelin,apache/zeppelin,,,stable/zeppelin,,,,org.apache.zeppelin:zeppelin-server,dev-environments,https://github.com/apache/zeppelin,https://github.com/apache/zeppelin,2015-03-25 07:00:06+00:00,2020-01-24 19:07:57+00:00,2020-01-21 12:12:16+00:00,2215.0,77.0,,4658,4324.0,,,,Web-based notebook that enables interactive data analytics.,394.0,23,,Apache-2.0,,,,,16306.0,,,,,,,,https://hub.docker.com/r/apache/zeppelin,2019-10-07 18:47:39.997944+00:00,114.0,945764.0,True,3,,,,,,,,,,,,,,,,,,,,
126,polynote,polynote/polynote,polynote/polynote,,,,,,,,dev-environments,https://github.com/polynote/polynote,https://github.com/polynote/polynote,2019-01-12 23:22:41+00:00,2020-01-22 22:05:52+00:00,2020-01-22 22:05:37+00:00,277.0,126.0,224.0,3516,1323.0,2020-01-14 21:15:35+00:00,0.2.17,34.0,A better notebook for Scala (and more).,22.0,23,,Apache-2.0,,,,,1994.0,,,,,,,,https://hub.docker.com/r/polynote/polynote,2020-01-14 21:28:50.895252+00:00,3.0,1705.0,True,3,,,,,,,,,,14816.0,,,,,,,,,,
127,Heron,apache/incubator-heron,heron/heron,,,,heron,,,,data-processing,https://github.com/apache/incubator-heron,https://github.com/apache/incubator-heron,2015-09-25 16:09:24+00:00,2020-01-24 02:17:53+00:00,2020-01-17 02:34:11+00:00,601.0,386.0,557.0,3436,3033.0,2019-10-31 16:53:59+00:00,0.20.2-incubating-rc1,45.0,"Apache Heron (Incubating) is a realtime, distributed, fault-tolerant stream processing engine from Twitter.",131.0,23,,Apache-2.0,,,,,4389.0,,,,,,,,https://hub.docker.com/r/heron/heron,2018-04-01 21:27:29.508376+00:00,2.0,162368.0,True,2,,,,,,,,,,58321.0,,,,,,,,,,
128,s3cmd,s3tools/s3cmd,,,,,,s3cmd,s3cmd,,data-integration,https://github.com/s3tools/s3cmd,https://github.com/s3tools/s3cmd,2011-06-07 02:08:24+00:00,2020-01-21 02:00:17+00:00,2019-12-18 17:43:45+00:00,737.0,286.0,410.0,3199,1658.0,2018-07-15 13:08:32+00:00,2.0.2,6.0,Official s3cmd repo -- Command line tool for managing Amazon S3 and CloudFront services.,176.0,23,,GPL-2.0,,,,,46269.0,,,,,,,,,,,,False,3,,,,,,,,,,2683640.0,,,,,,,,,,
129,dkron,distribworks/dkron,dkron/dkron,,,,,,,,job-scheduler,https://github.com/distribworks/dkron,https://github.com/distribworks/dkron,2015-06-10 08:13:17+00:00,2020-01-21 10:00:36+00:00,2020-01-04 00:37:56+00:00,201.0,26.0,307.0,2135,1884.0,2020-01-04 01:17:01+00:00,2.0.3,75.0,"Dkron - Distributed, fault tolerant job scheduling system https://dkron.io.",43.0,23,,LGPL-3.0,,,,,13664.0,,,,,,,,https://hub.docker.com/r/dkron/dkron,2020-01-04 01:17:00.299875+00:00,11.0,481962.0,True,3,,,,,,,,,,259808.0,,,,,,,,,,
130,GNES,gnes-ai/gnes,gnes/gnes,gnes,,,,,,,ml-applications,https://github.com/gnes-ai/gnes,https://github.com/gnes-ai/gnes,2019-07-08 08:31:09+00:00,2019-11-12 11:00:39.985415+00:00,2019-10-24 05:29:28+00:00,183.0,16.0,7.0,1013,3190.0,2019-11-06 10:12:58+00:00,0.0.47,43.0,"GNES is Generic Neural Elastic Search, a cloud-native semantic search system based on deep neural network.",11.0,23,https://pypi.org/project/gnes,Apache-2.0,2019-11-06 10:12:58+00:00,3.0,1.0,248.0,15852.0,,,,,,,,https://hub.docker.com/r/gnes/gnes,2019-11-12 11:00:39.985415+00:00,,93629.0,True,2,,,,,,2.0,,,,,,,,,,,,,,
131,Quilt,quiltdata/quilt,,quilt3,,,,,,,data-storage,https://github.com/quiltdata/quilt,https://github.com/quiltdata/quilt,2017-02-10 02:46:03+00:00,2020-01-23 17:08:35+00:00,2020-01-22 17:06:40+00:00,51.0,47.0,44.0,859,2064.0,2020-01-18 01:56:33+00:00,3.1.10,44.0,Quilt is a versioned data portal for AWS.,29.0,23,https://pypi.org/project/quilt3,Apache-2.0,2020-01-18 01:56:33+00:00,20.0,4.0,1118.0,1118.0,,,,,,,,,,,,True,3,,,,,,16.0,,,,,,,,,,,,,,
132,Hazelcast Jet,hazelcast/hazelcast-jet,hazelcast/hazelcast-jet,,,hazelcast/hazelcast-jet,,,,com.hazelcast.jet:hazelcast-jet,data-processing,https://github.com/hazelcast/hazelcast-jet,https://github.com/hazelcast/hazelcast-jet,2015-12-15 14:01:14+00:00,2020-01-24 19:14:15+00:00,2020-01-24 14:11:51+00:00,114.0,77.0,450.0,404,1902.0,2020-01-06 09:11:24+00:00,3.2.1,4.0,"Distributed stream and batch processing engine, built on top of Hazelcast.",32.0,23,,Apache-2.0,,153.0,,,178.0,,,,,https://search.maven.org/artifact/com.hazelcast.jet/hazelcast-jet,2017-06-14 08:29:30+00:00,12.0,https://hub.docker.com/r/hazelcast/hazelcast-jet,2020-01-24 14:31:03.998943+00:00,2.0,8709.0,True,2,,,,,,141.0,,,,13.0,,,,,,,,,,
133,Sonic,valeriansaliou/sonic,valeriansaliou/sonic,sonic-client,sonic-channel,,,,,com.github.twohou:java-sonic,data-storage,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,2019-02-26 13:16:58+00:00,2020-01-09 12:14:07+00:00,2020-01-09 12:14:02+00:00,229.0,21.0,146.0,8046,520.0,2019-10-14 16:23:40+00:00,1.2.3,25.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",22.0,22,https://pypi.org/project/sonic-client,MPL-2.0,2019-08-03 09:24:15+00:00,,,135.0,1336.0,https://www.npmjs.com/package/sonic-channel,2019-04-26 19:47:22.519000+00:00,,833.0,,,,https://hub.docker.com/r/valeriansaliou/sonic,2019-10-14 16:34:37.841684+00:00,4.0,4056.0,True,3,,,github.com/expectedsh/go-sonic,,,,,,,,,,,,,,,sonic-server,,
134,Dejavu,appbaseio/dejavu,appbaseio/dejavu,,,,,,,,db-gui,https://github.com/appbaseio/dejavu,https://github.com/appbaseio/dejavu,2016-02-03 17:48:09+00:00,2020-01-24 17:15:31+00:00,2020-01-24 14:24:19+00:00,407.0,33.0,259.0,6496,642.0,2019-07-17 04:11:02+00:00,3.4.0,51.0,"The Missing Web UI for Elasticsearch: Import, browse and edit data with rich filters and query views, create search..",24.0,22,,MIT,,,,,27219.0,,,,,,,,https://hub.docker.com/r/appbaseio/dejavu,2019-12-19 09:40:15.549399+00:00,24.0,1279309.0,True,2,,,,,,,,,,,,,,,,,,,,
135,Azure Data Studio,microsoft/azuredatastudio,,,,,,,,,business-intelligence,https://github.com/microsoft/azuredatastudio,https://github.com/microsoft/azuredatastudio,2017-11-02 01:00:13+00:00,2020-01-24 20:53:56+00:00,2020-01-24 19:54:53+00:00,455.0,1746.0,3707.0,5523,3147.0,2019-12-26 17:03:19+00:00,1.14.1,77.0,"Azure Data Studio is a data management tool that enables working with SQL Server, Azure SQL DB and SQL DW from..",97.0,22,,Custom EULA,,,,,6871.0,,,,,,,,,,,,True,3,,,,,,,,,,171775.0,,,,,,,,,,
136,Pyodide,iodide-project/pyodide,iodide/pyodide-env,,,,,,,,dev-environments,https://github.com/iodide-project/pyodide,https://github.com/iodide-project/pyodide,2018-02-23 19:21:29+00:00,2020-01-21 10:07:42+00:00,2020-01-02 22:42:43+00:00,206.0,156.0,150.0,3411,925.0,2019-12-11 13:24:54+00:00,0.14.3,22.0,"The Python scientific stack, compiled to WebAssembly.",33.0,22,,MPL-2.0,,,,,2002.0,,,,,,,,https://hub.docker.com/r/iodide/pyodide-env,2018-11-05 18:02:48.274690+00:00,3.0,32472.0,True,3,,,,,,,,,,8287.0,,,,,,,,,,
137,Dolphin Scheduler,apache/incubator-dolphinscheduler,,,,,,,,,job-scheduler,https://github.com/apache/incubator-dolphinscheduler,https://github.com/apache/incubator-dolphinscheduler,2019-03-01 16:39:25+00:00,2020-01-24 02:11:31+00:00,2020-01-24 02:11:30+00:00,1023.0,323.0,409.0,3377,1253.0,2019-12-27 10:54:06+00:00,1.2.0,9.0,"Dolphin Scheduler is a distributed and easy-to-expand visual DAG workflow scheduling system, dedicated to solving the..",72.0,22,,Apache-2.0,,,,,696.0,,,,,,,,,,,,True,3,,,,,,,,,,5568.0,,,,,,,,,,
138,Vespa,vespa-engine/vespa,vespaengine/vespa,,,,,,,,data-processing,https://github.com/vespa-engine/vespa,https://github.com/vespa-engine/vespa,2016-06-03 20:54:20+00:00,2020-01-24 19:44:38+00:00,2020-01-24 18:16:49+00:00,361.0,89.0,222.0,3065,34265.0,,,,Vespa is an engine for low-latency computation over large data sets.,86.0,22,,Apache-2.0,,1.0,,,11891.0,,,,,,,,https://hub.docker.com/r/vespaengine/vespa,2020-01-24 01:10:12.267815+00:00,5.0,511353.0,True,3,,,,,,1.0,,,,,,,,,,,,,,
139,Flume,apache/flume,,,,,,,,org.apache.flume:flume-ng-sdk,data-processing,https://github.com/apache/flume,https://github.com/apache/flume,2011-08-12 18:20:14+00:00,2020-01-19 10:19:27+00:00,2020-01-13 12:01:50+00:00,1306.0,93.0,,1899,,2017-09-15 12:57:25+00:00,1.8.0,85.0,"Service for efficiently collecting, aggregating, and moving large amounts of log data.",68.0,22,,Apache-2.0,,1534.0,,,,,,,,https://search.maven.org/artifact/org.apache.flume/flume-ng-sdk,2017-09-15 12:57:25+00:00,1418.0,,,,,True,3,,,,,,116.0,,,,,,,,,,,,,,
140,Mahout,apache/mahout,,,,,,,,org.apache.mahout:mahout-math-scala_2.10,ml-platforms,https://github.com/apache/mahout,https://github.com/apache/mahout,2014-05-23 07:00:07+00:00,2020-01-24 10:10:27+00:00,2020-01-24 10:04:24+00:00,910.0,25.0,,1768,4370.0,2017-04-15 05:14:47+00:00,0.13.0,13.0,"Powerful, scalable machine-learning library that runs on top of Hadoop MapReduce.",58.0,22,,Apache-2.0,,62.0,,,,,,,,https://search.maven.org/artifact/org.apache.mahout/mahout-math-scala_2.10,2017-04-15 05:14:47+00:00,7.0,,,,,True,3,,,,,,55.0,,,,,,,,,,,,,,
141,nGraph,NervanaSystems/ngraph,,ngraph-core,,,,,,,accelerators,https://github.com/NervanaSystems/ngraph,https://github.com/NervanaSystems/ngraph,2017-07-25 02:02:38+00:00,2020-01-24 20:40:47+00:00,2020-01-24 20:39:46+00:00,175.0,98.0,154.0,1167,5036.0,2019-11-09 22:24:09+00:00,0.26.0,100.0,"nGraph - open source C++ library, compiler and runtime for Deep Learning.",94.0,22,https://pypi.org/project/ngraph-core,Apache-2.0,2019-11-09 22:24:09+00:00,1.0,,299.0,299.0,,,,,,,,,,,,True,3,,,,,,1.0,,,,,,,,,,,,,,
142,Pravega,pravega/pravega,pravega/pravega,,,,,,,,others,https://github.com/pravega/pravega,https://github.com/pravega/pravega,2016-07-11 19:41:03+00:00,2020-01-24 20:43:18+00:00,2020-01-24 18:59:43+00:00,206.0,337.0,2282.0,898,2469.0,2020-01-06 05:13:42+00:00,0.6.1,41.0,Pravega - Streaming as a new software defined storage primitive.,57.0,22,,Apache-2.0,,,,,4858.0,,,,,,,,https://hub.docker.com/r/pravega/pravega,2020-01-06 04:34:52.373823+00:00,1.0,198040.0,True,3,,,,,,,,,,4606.0,,,,,,,,,,
143,face-api.js,microsoft/presidio,,,face-api.js,,,,,,ml-applications,https://github.com/microsoft/presidio,https://github.com/microsoft/presidio,2018-05-04 11:08:58+00:00,2020-01-23 14:01:32+00:00,2020-01-19 13:46:31+00:00,75.0,17.0,37.0,880,236.0,2020-01-02 09:47:52+00:00,0.5,36.0,"Context aware, pluggable and customizable data protection and anonymization service for text and images.",18.0,22,,MIT,,162.0,,,14317.0,https://www.npmjs.com/package/face-api.js,2019-12-15 11:18:10.430000+00:00,162.0,14317.0,,,,,,,,True,2,,,,,,,,,,,,,,,,,,,,
144,SystemML,apache/systemml,,systemml,,,,,,org.apache.systemml:systemml,ml-platforms,https://github.com/apache/systemml,https://github.com/apache/systemml,2015-11-10 08:00:06+00:00,2020-01-16 23:59:20+00:00,2020-01-16 23:57:43+00:00,291.0,23.0,,795,6039.0,2018-08-27 17:54:59+00:00,1.2.0,13.0,"A machine learning platform optimal for big data running on Apache Spark,.",86.0,22,https://pypi.org/project/systemml,Apache-2.0,2018-08-27 17:54:59+00:00,3.0,,3359.0,3359.0,,,,,,,,,,,,True,3,,,,,,3.0,,,,,,,,,,,,,,
145,MXNet Model Server,awslabs/mxnet-model-server,awsdeeplearningteam/mxnet-model-server,mxnet-model-server,,,,,,,model-deployment,https://github.com/awslabs/multi-model-server,https://github.com/awslabs/multi-model-server,2017-10-04 23:41:07+00:00,2020-01-16 00:24:41+00:00,2020-01-08 18:30:44+00:00,156.0,26.0,304.0,581,1155.0,2019-11-05 01:24:40+00:00,1.0.8,423.0,Multi Model Server is a tool for serving neural net models for inference.,54.0,22,https://pypi.org/project/mxnet-model-server,Apache-2.0,2019-11-14 05:06:26+00:00,2.0,2.0,3531.0,4771.0,,,,,,,,https://hub.docker.com/r/awsdeeplearningteam/mxnet-model-server,2019-12-04 08:10:26.167267+00:00,4.0,33488.0,True,2,,,,,,,,,,,,,,,,,,,,
146,Oozie,apache/oozie,,,,,,,,org.apache.oozie:oozie-client,job-scheduler,https://github.com/apache/oozie,https://github.com/apache/oozie,2011-09-14 07:00:10+00:00,2020-01-21 20:43:18+00:00,2020-01-18 08:07:22+00:00,378.0,29.0,,542,2347.0,2016-12-02 09:41:44+00:00,4.3.0,78.0,Server-based workflow scheduling system to manage Hadoop jobs.,36.0,22,,Apache-2.0,,441.0,,,,,,,,https://search.maven.org/artifact/org.apache.oozie/oozie-client,2016-12-02 09:41:44+00:00,174.0,,,,,True,3,,,,,,267.0,,,,,,,,,,,,,,
147,KFServing,kubeflow/kfserving,,kfserving,,,,,,,model-deployment,https://github.com/kubeflow/kfserving,https://github.com/kubeflow/kfserving,2019-03-27 21:14:14+00:00,2020-01-24 13:05:44+00:00,2020-01-24 00:24:32+00:00,101.0,98.0,169.0,296,343.0,2019-11-05 02:15:04+00:00,0.2.4,12.0,Serverless Inferencing on Kubernetes.,34.0,22,https://pypi.org/project/kfserving,Apache-2.0,2019-11-27 03:26:58+00:00,15.0,6.0,1495.0,1500.0,,,,,,,,,,,,True,2,,,,,,9.0,,,,37.0,,,,,,,,,,
148,Zenko,scality/Zenko,zenko/cloudserver,,,,,,,,data-integration,https://github.com/scality/Zenko,https://github.com/scality/Zenko,2017-06-07 00:53:14+00:00,2020-01-23 05:28:13+00:00,2020-01-21 06:15:30+00:00,47.0,11.0,33.0,293,433.0,2020-01-21 17:51:46+00:00,1.1.5,23.0,Zenko is the open source multi-cloud data controller: own and keep control of your data on any cloud.,40.0,22,,Apache-2.0,,,,,114770.0,,,,,,,,https://hub.docker.com/r/zenko/cloudserver,2020-01-17 09:46:31.731803+00:00,11.0,3557363.0,True,3,,,,,,,,,,307.0,,,,,,,,,,
149,Redis Desktop Manager,uglide/RedisDesktopManager,,,,,,,,,db-gui,https://github.com/uglide/RedisDesktopManager,https://github.com/uglide/RedisDesktopManager,2013-08-05 07:51:08+00:00,2020-01-23 16:18:53+00:00,2020-01-23 16:18:52+00:00,2492.0,37.0,4218.0,14891,,2019-11-19 15:54:01+00:00,2019.5,59.0,Cross-platform GUI management tool for Redis.,70.0,21,,GPL-3.0,,,,,19518.0,,,,,,,,,,,,True,2,,,,,,,,,,1483442.0,,,,,,,,,,
150,Kafka Manager,yahoo/kafka-manager,kafkamanager/kafka-manager,,,,,,,,db-gui,https://github.com/yahoo/CMAK,https://github.com/yahoo/CMAK,2015-01-28 18:33:21+00:00,2020-01-23 19:21:04+00:00,2020-01-23 19:21:03+00:00,2044.0,377.0,155.0,8577,655.0,,,,CMAK is a tool for managing Apache Kafka clusters.,85.0,21,,Apache-2.0,,,,,5822.0,,,,,,,,https://hub.docker.com/r/kafkamanager/kafka-manager,2019-04-12 15:19:11.493997+00:00,41.0,349334.0,True,2,,,,,,,,,,,,,,,,,,,,
151,elasticsearch-head,mobz/elasticsearch-head,mobz/elasticsearch-head,,,,,,,,db-gui,https://github.com/mobz/elasticsearch-head,https://github.com/mobz/elasticsearch-head,2011-06-16 00:49:07+00:00,2019-09-24 03:32:06+00:00,2019-09-24 03:32:05+00:00,1435.0,158.0,160.0,6825,597.0,2018-04-10 12:30:16+00:00,5.0.0,1.0,A web front end for an elastic search cluster.,68.0,21,,Apache-2.0,,,,,14812.0,,,,,,,,https://hub.docker.com/r/mobz/elasticsearch-head,2017-01-31 05:27:42.416767+00:00,56.0,1525728.0,True,2,,,,,,,,,,,,,,,,,,,,
