,name,github_id,dockerhub_id,pypi_id,npm_id,helm_id,brew_id,apt_id,yum_id,maven_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,show,projectrank_placing,gem_id,conda_id,go_id,conda_url,conda_latest_release_published_at,github_dependent_project_count,pkg_id,cran_id,conda_dependent_project_count,github_release_downloads,zypper_id,yarn_id,docs_url,dockerhub,nuget_id,snap_id,dotnet_id,cargo_id,pip_id,gitlab_id
71,Nosqlclient,nosqlclient/nosqlclient,mongoclient/mongoclient,,,,,,,,db-gui,https://github.com/nosqlclient/nosqlclient,https://github.com/nosqlclient/nosqlclient,2016-02-07 14:34:53+00:00,2020-01-09 10:23:36.259567+00:00,2020-01-09 10:18:17+00:00,322.0,21.0,372.0,3134,1329.0,2017-08-23 07:17:02+00:00,2.2.0,11.0,"Cross-platform and self hosted, easy to use, intuitive mongodb management tool - Formerly Mongoclient.",28.0,27,,AGPL-3.0,,193.0,,,192665.0,,,,,,,,https://hub.docker.com/r/mongoclient/mongoclient,2020-01-09 10:23:36.259567+00:00,79.0,8877158.0,False,1,,,,,,193.0,,,,174366.0,,,,,,,,,,
72,Orange,biolab/orange3,,orange3,,,,,,,data-viz,https://github.com/biolab/orange3,https://github.com/biolab/orange3,2013-02-22 12:52:56+00:00,2020-01-24 19:05:46+00:00,2020-01-24 14:20:15+00:00,576.0,69.0,1287.0,2112,11719.0,2020-01-17 10:08:37+00:00,3.24.1,39.0,Orange: Interactive data analysis https://orange.biolab.si.,99.0,27,https://pypi.org/project/orange3,GPL-3.0+,2019-12-20 12:49:33+00:00,366.0,114.0,4778.0,4780.0,,,,,,,,,,,,True,2,,orange3,,https://anaconda.org/anaconda/orange3,2019-10-16 16:42:26+00:00,252.0,,,,135.0,,,,,,,,,,
73,Geode,apache/geode,apachegeode/geode,,,,apache-geode,,,org.apache.geode:geode-core,data-storage,https://github.com/apache/geode,https://github.com/apache/geode,2015-04-30 07:00:05+00:00,2020-01-24 20:41:13+00:00,2020-01-24 20:41:12+00:00,574.0,27.0,,1728,8739.0,2019-12-20 00:00:00+00:00,1.11.0,18.0,"Data management platform that provides real-time, consistent access to data-intensive applications throughout widely..",171.0,27,,Apache-2.0,,144.0,,,1028.0,,,,,https://search.maven.org/artifact/org.apache.geode/geode-core,2019-12-20 00:00:00+00:00,144.0,https://hub.docker.com/r/apachegeode/geode,2019-12-30 18:37:38.619815+00:00,19.0,58647.0,True,3,,,,,,,,,,,,,,,,,,,,
74,Seldon,SeldonIO/seldon-core,seldonio/seldon-core-operator,seldon-core,,,,,,,model-deployment,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,2017-12-20 14:51:54+00:00,2020-01-24 18:19:42+00:00,2020-01-24 17:54:54+00:00,283.0,94.0,608.0,1354,3614.0,2020-01-15 10:50:19+00:00,1.0.1,25.0,Machine Learning Deployment for Kubernetes.,73.0,27,https://pypi.org/project/seldon-core,Apache-2.0,2020-01-15 10:50:19+00:00,13.0,13.0,4687.0,76816.0,,,,,,,,https://hub.docker.com/r/seldonio/seldon-core-operator,2020-01-24 18:06:03.158477+00:00,,1803247.0,True,2,,,,,,,,,,,,,,,,,,,,
75,Tika,apache/tika,logicalspark/docker-tikaserver,tika,tika,,,,,org.apache.tika:tika-core,data-integration,https://github.com/apache/tika,https://github.com/apache/tika,2009-05-21 02:12:11+00:00,2020-01-23 09:06:25+00:00,2020-01-17 20:25:48+00:00,500.0,38.0,,970,4653.0,2017-03-29 15:16:48+00:00,1.14.1,34.0,Toolkit for detecting and extracting metadata and structured text content from various documents using existing parser..,105.0,27,https://pypi.org/project/tika,Apache-2.0,2019-11-09 04:45:07+00:00,3030.0,164.0,32556.0,42513.0,https://www.npmjs.com/package/tika,2017-02-22 16:57:20.947000+00:00,28.0,895.0,https://search.maven.org/artifact/org.apache.tika/tika-core,2018-04-20 20:06:17+00:00,2742.0,https://hub.docker.com/r/logicalspark/docker-tikaserver,2020-01-11 01:57:59.938749+00:00,26.0,1159956.0,True,2,,,,,,96.0,,,,,,,,,,,,,,
76,code-server,cdr/code-server,codercom/code-server,,,,,,,,dev-environments,https://github.com/cdr/code-server,https://github.com/cdr/code-server,2019-02-27 16:50:41+00:00,2020-01-17 23:29:16.558782+00:00,2020-01-17 22:27:36+00:00,1827.0,209.0,841.0,27381,728.0,2020-01-18 00:30:05+00:00,2.1698,34.0,Run VS Code on a remote server.,69.0,26,,MIT,,,,,751937.0,,,,,,,,https://hub.docker.com/r/codercom/code-server,2020-01-17 23:29:16.558782+00:00,136.0,8066482.0,True,2,,,,,,,,,,186213.0,,,,,,,,,,
77,SQLite Browser,sqlitebrowser/sqlitebrowser,,,,,,sqlitebrowser,,,db-gui,https://github.com/sqlitebrowser/sqlitebrowser,https://github.com/sqlitebrowser/sqlitebrowser,2014-05-04 01:54:44+00:00,2020-01-17 23:19:05+00:00,2020-01-17 23:03:10+00:00,1454.0,401.0,1311.0,12493,3134.0,2019-04-03 18:15:28+00:00,3.11.2,30.0,Official home of the DB Browser for SQLite (DB4S) project. Previously known as SQLite Database Browser and Database..,121.0,26,,Apache-2.0,,,,,112334.0,,,,,,,,,,,,True,2,,,,,,,,,,7638735.0,,,,,,sqlitebrowser,,,,
78,DBeaver,dbeaver/dbeaver,,,,,,,,,db-gui,https://github.com/dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,2015-10-21 08:26:28+00:00,2020-01-24 17:17:04+00:00,2020-01-24 17:16:54+00:00,1042.0,1366.0,5733.0,11812,11037.0,2020-01-19 20:50:10+00:00,6.3.3,96.0,Free universal database tool and SQL client.,151.0,26,,Apache-2.0,,,,,7315.0,,,,,,,,,,,,True,2,,,,,,,,,,373084.0,,,,,,,,,,
79,LabelImg,tzutalin/labelImg,,labelImg,,,,,,,data-labeling,https://github.com/tzutalin/labelImg,https://github.com/tzutalin/labelImg,2015-09-17 01:33:59+00:00,2020-01-16 08:34:46+00:00,2020-01-10 16:51:12+00:00,3271.0,172.0,258.0,9584,349.0,2019-05-26 04:18:13+00:00,1.8.3,25.0,LabelImg is a graphical image annotation tool and label object bounding boxes in images.,66.0,26,https://pypi.org/project/labelImg,MIT,2019-05-26 04:18:13+00:00,62.0,9.0,4746.0,4746.0,,,,,,,,,,,,True,1,,,,,,53.0,,,,,,,,,,,,,,
80,Visdom,facebookresearch/visdom,,visdom,,,,,,,data-viz,https://github.com/facebookresearch/visdom,https://github.com/facebookresearch/visdom,2017-01-25 17:59:45+00:00,2020-01-06 16:31:27+00:00,2019-12-12 03:40:13+00:00,838.0,59.0,395.0,6973,289.0,2019-09-13 15:31:57+00:00,0.1.8.9,26.0,"A flexible tool for creating, organizing, and sharing visualizations of live, rich data. Supports Torch and Numpy.",95.0,26,https://pypi.org/project/visdom,CC-BY-NC-4.0,2019-09-12 22:04:04+00:00,2114.0,408.0,25705.0,25705.0,,,,,,,,,,,,False,2,,,,,,1706.0,,,,,,,,,,,,,,
81,nteract,nteract/nteract,,nteract_on_jupyter,,,,,,,dev-environments,https://github.com/nteract/nteract,https://github.com/nteract/nteract,2015-06-15 23:21:49+00:00,2020-01-24 20:22:39+00:00,2020-01-24 16:46:27+00:00,467.0,169.0,1275.0,4738,9786.0,2019-09-10 02:58:36+00:00,0.15.0,53.0,The interactive computing suite for you!.,138.0,26,https://pypi.org/project/nteract_on_jupyter,BSD-3-Clause,2019-07-16 03:59:16+00:00,5.0,5.0,2451.0,19339.0,,,,,,,,,,,,True,2,,,,,,,,,,743108.0,,,,,,,,,,
82,Pachyderm,pachyderm/pachyderm,pachyderm/pachd,python-pachyderm,,,,,,,ml-platforms,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,2014-09-04 07:50:02+00:00,2020-01-24 20:15:57+00:00,2020-01-24 18:09:43+00:00,395.0,521.0,1767.0,4187,15825.0,2020-01-22 20:36:47+00:00,3.0.0,100.0,Reproducible Data Science at Scale!.,108.0,26,https://pypi.org/project/python-pachyderm,Apache-2.0,2020-01-22 20:36:47+00:00,3.0,3.0,1013.0,27631.0,,,,,,,,https://hub.docker.com/r/pachyderm/pachd,2020-01-23 05:13:03.440602+00:00,2.0,1634173.0,True,2,,,,,,,,,,35828.0,,,,,,,,,,
83,Labelme,wkentaro/labelme,wkentaro/labelme,labelme,,,,labelme,,,data-labeling,https://github.com/wkentaro/labelme,https://github.com/wkentaro/labelme,2016-05-09 12:30:26+00:00,2020-01-23 11:10:15.759947+00:00,2020-01-23 10:59:15+00:00,1255.0,55.0,281.0,3978,1014.0,2020-01-14 15:38:43+00:00,3.21.1,133.0,"Image Polygonal Annotation with Python (polygon, rectangle, circle, line, point and image-level flag annotation).",38.0,26,https://pypi.org/project/labelme,GPL-3.0,2020-01-14 15:38:43+00:00,55.0,8.0,8330.0,8688.0,,,,,,,,https://hub.docker.com/r/wkentaro/labelme,2020-01-23 11:10:15.759947+00:00,2.0,1080.0,True,1,,,,,,47.0,,,,7020.0,,,,,,,,,,
84,plaidML,plaidml/plaidml,,plaidml-keras,,,,,,,model-deployment,https://github.com/plaidml/plaidml,https://github.com/plaidml/plaidml,2017-08-15 01:43:24+00:00,2020-01-24 03:54:34+00:00,2020-01-24 02:46:09+00:00,266.0,125.0,224.0,2826,1171.0,2020-01-17 18:54:14+00:00,0.7.0,32.0,PlaidML is a framework for making deep learning work everywhere.,39.0,26,https://pypi.org/project/plaidml-keras,Apache-2.0,2020-01-17 18:54:14+00:00,22.0,22.0,36202.0,36210.0,,,,,,,,,,,,True,2,,,,,,,,,,240.0,,,,,,,,,,
85,OmniSciDB,omnisci/omniscidb,,pymapd,@mapd/connector,,,,,,data-storage,https://github.com/omnisci/omniscidb,https://github.com/omnisci/omniscidb,2017-05-07 15:07:56+00:00,2020-01-21 23:54:14+00:00,2020-01-21 21:22:44+00:00,286.0,123.0,227.0,2111,7286.0,2019-11-15 02:17:01+00:00,0.19.0,31.0,OmniSciDB (formerly MapD Core).,80.0,26,https://pypi.org/project/pymapd,Apache-2.0,2019-12-05 20:47:28+00:00,46.0,20.0,2365.0,2489.0,https://www.npmjs.com/package/@mapd/connector,2019-08-22 18:21:30.387000+00:00,26.0,124.0,,,,,,,,True,3,,conda-forge/pymapd,,https://anaconda.org/conda-forge/pymapd,,,,,,,,,,,,,,,,
86,Drill,apache/drill,drill/apache-drill,pydrill,,,,,,org.apache.drill:drill-common,data-integration,https://github.com/apache/drill,https://github.com/apache/drill,2012-09-05 07:00:26+00:00,2020-01-24 16:27:21+00:00,2020-01-23 14:25:51+00:00,779.0,67.0,,1345,3759.0,2019-12-26 07:38:58+00:00,drill-1.17.0,22.0,"Schema-free SQL Query Engine for Hadoop, NoSQL and Cloud Storage.",171.0,26,https://pypi.org/project/pydrill,Apache-2.0,2018-04-24 15:51:20+00:00,55.0,3.0,1489.0,1891.0,,,,,https://search.maven.org/artifact/org.apache.drill/drill-common,2018-12-24 18:32:38+00:00,38.0,https://hub.docker.com/r/drill/apache-drill,2019-12-26 18:54:03.178022+00:00,9.0,35391.0,True,3,,,,,,14.0,,,,,,,,,,,,,,
87,Chronograf,influxdata/chronograf,chronograf,,,,,,,,data-viz,https://github.com/influxdata/chronograf,https://github.com/influxdata/chronograf,2016-08-24 23:28:56+00:00,2020-01-24 07:39:10.493514+00:00,2020-01-23 18:15:32+00:00,205.0,54.0,3007.0,1236,12368.0,2020-01-08 19:56:13+00:00,1.7.17,80.0,Open source monitoring and visualization UI for the TICK stack.,79.0,26,,AGPL-3.0,,,,,1722355.0,,,,,,,,https://hub.docker.com/r/_/chronograf,2020-01-24 07:39:10.493514+00:00,186.0,70616584.0,False,2,,,github.com/influxdata/chronograf,,,,,,,,,,,,,,,,,
88,Druid,apache/incubator-druid,apache/incubator-druid,,,incubator/druid,,,,,data-storage,https://github.com/apache/druid,https://github.com/apache/druid,2012-10-23 19:08:07+00:00,2020-01-24 17:43:20+00:00,2020-01-24 09:21:55+00:00,2249.0,862.0,2359.0,9118,10058.0,2019-12-11 07:36:02+00:00,druid-0.16.1-incubating,36.0,Apache Druid: a high performance real-time analytics database.,382.0,25,,Apache-2.0,,,,,330.0,,,,,,,,https://hub.docker.com/r/apache/incubator-druid,2019-12-10 06:47:29.478587+00:00,9.0,28687.0,True,3,,,,,,,,,,122.0,,,,,,,,,,
89,TimescaleDB,timescale/timescaledb,timescale/timescaledb,,,,timescaledb,timescaledb-postgresql-11,,,data-storage,https://github.com/timescale/timescaledb,https://github.com/timescale/timescaledb,2017-03-07 20:03:41+00:00,2020-01-24 20:19:16+00:00,2020-01-23 13:07:19+00:00,427.0,185.0,472.0,8128,1633.0,2020-01-15 20:07:40+00:00,1.6.0,42.0,An open-source time-series SQL database optimized for fast ingest and complex queries. Packaged as a PostgreSQL..,43.0,25,,,,,,,480356.0,,,,,,,,https://hub.docker.com/r/timescale/timescaledb,2020-01-15 20:48:13.975658+00:00,65.0,16328368.0,False,3,,,,,,,,,,3538.0,,,,,,,,,,
90,File Browser,filebrowser/filebrowser,filebrowser/filebrowser,,,,,,,,others,https://github.com/filebrowser/filebrowser,https://github.com/filebrowser/filebrowser,2015-09-11 21:21:58+00:00,2020-01-09 18:11:06.622681+00:00,2020-01-09 18:05:20+00:00,823.0,128.0,660.0,6440,1953.0,2020-01-09 18:11:06+00:00,2.1.0,12.0,Web File Browser which can be used as a middleware or standalone app.,77.0,25,,Apache-2.0,,,,,236278.0,,,,,,,,https://hub.docker.com/r/filebrowser/filebrowser,2020-01-09 18:11:06.622681+00:00,67.0,12023719.0,True,2,,,,,,,,,,40426.0,,,,,,,,,,
91,guess,guess-js/guess,,,guess-webpack,,,,,,others,https://github.com/guess-js/guess,https://github.com/guess-js/guess,2018-04-02 01:58:19+00:00,2020-01-23 23:51:51.161000+00:00,2020-01-23 23:51:42+00:00,151.0,7.0,56.0,6080,471.0,2020-01-23 23:51:51.161000+00:00,0.4.14,43.0,Libraries & tools for enabling Machine Learning driven user-experiences on the web.,18.0,25,,MIT,,78.0,,,12371.0,https://www.npmjs.com/package/guess-webpack,2020-01-23 23:51:51.161000+00:00,78.0,12371.0,,,,,,,,True,2,,,,,,,,,,,,,,,,,,,,
92,argo,argoproj/argo,argoproj/argoui,,,argo/argo,,,,,job-scheduler,https://github.com/argoproj/argo,https://github.com/argoproj/argo,2017-08-21 18:50:44+00:00,2020-01-24 20:53:59+00:00,2020-01-24 19:25:04+00:00,700.0,351.0,891.0,4501,916.0,2019-12-06 05:53:42+00:00,2.4.3,22.0,Argo Workflows: Get stuff done with Kubernetes.,163.0,25,,Apache-2.0,,,,,61756.0,,,,,,,,https://hub.docker.com/r/argoproj/argoui,2019-12-16 19:36:52.248695+00:00,1.0,1488871.0,True,2,,,,,,,,,,270827.0,,,,,,,,,,
93,Gephi,gephi/gephi,,,,,,,,org.gephi:project-api,data-viz,https://github.com/gephi/gephi,https://github.com/gephi/gephi,2011-10-22 03:14:46+00:00,2020-01-13 11:09:01+00:00,2020-01-13 11:08:46+00:00,1340.0,477.0,1572.0,3650,4621.0,2017-09-24 20:34:33+00:00,0.9.2,12.0,Gephi - The Open Graph Viz Platform.,81.0,25,,GPL-3.0,,32.0,,,36286.0,,,,,https://search.maven.org/artifact/org.gephi/project-api,2016-02-14 20:06:37+00:00,12.0,,,,,True,2,,,,,,20.0,,,,1778049.0,,,,,,,,,,
94,JanusGraph,JanusGraph/janusgraph,janusgraph/janusgraph,,,stable/janusgraph,,,,org.janusgraph:janusgraph-core,data-storage,https://github.com/JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,2016-12-26 13:26:29+00:00,2020-01-24 14:08:20+00:00,2020-01-15 15:58:43+00:00,752.0,420.0,737.0,3070,5883.0,2019-07-02 19:27:38+00:00,0.4.0,14.0,"JanusGraph: an open-source, distributed graph database.",142.0,25,,Apache-2.0,,84.0,,,4045.0,,,,,https://search.maven.org/artifact/org.janusgraph/janusgraph-core,2018-10-08 15:19:09+00:00,84.0,https://hub.docker.com/r/janusgraph/janusgraph,2019-10-21 14:09:18.923954+00:00,6.0,29280.0,True,3,,,,,,,,,,107398.0,,,,,,,,,,
95,RavenDB,ravendb/ravendb,ravendb/ravendb,pyravendb,ravendb,,,,,net.ravendb:ravendb,data-storage,https://github.com/ravendb/ravendb,https://github.com/ravendb/ravendb,2010-03-02 11:05:30+00:00,2020-01-24 18:17:09+00:00,2020-01-24 14:23:34+00:00,687.0,5.0,397.0,2395,,2019-09-16 11:57:44.082000+00:00,4.1.6,54.0,ACID Document Database.,316.0,25,https://pypi.org/project/pyravendb,AGPL-3.0,2019-02-27 09:10:33+00:00,2221.0,2.0,137.0,3636.0,https://www.npmjs.com/package/ravendb,2019-09-16 11:57:44.082000+00:00,28.0,597.0,https://search.maven.org/artifact/net.ravendb/ravendb,2018-02-07 13:03:30+00:00,,https://hub.docker.com/r/ravendb/ravendb,2020-01-21 11:22:07.119714+00:00,27.0,342444.0,False,3,,,github.com/ravendb/ravendb-go-client,,,2191.0,,,,,,,,,,,RavenDB.Client,,,
96,CARTO,CartoDB/cartodb,sverhoeven/cartodb,,,,,,,,data-viz,https://github.com/CartoDB/cartodb,https://github.com/CartoDB/cartodb,2012-07-05 15:23:45+00:00,2020-01-24 16:41:11+00:00,2020-01-24 13:06:50+00:00,624.0,151.0,8313.0,2342,73573.0,2020-01-24 13:27:40+00:00,4.33.0,49.0,Location Intelligence & Data Visualization tool.,181.0,25,,BSD-3-Clause,,,,,347.0,,,,,,,,https://hub.docker.com/r/sverhoeven/cartodb,2019-11-07 17:58:46.827017+00:00,37.0,31278.0,True,2,,,,,,,,,,,,,https://cartodb.readthedocs.io/en/latest/,,,,,,,
97,Polyaxon,polyaxon/polyaxon,polyaxon/polyaxon-api,polyaxon-cli,,,,,,,ml-platforms,https://github.com/polyaxon/polyaxon,https://github.com/polyaxon/polyaxon,2016-12-26 12:48:47+00:00,2020-01-16 16:14:34+00:00,2020-01-16 16:14:33+00:00,206.0,129.0,367.0,2294,8721.0,2020-01-13 03:48:07+00:00,0.6.0,64.0,A platform for reproducible and scalable machine learning and deep learning on kubernetes.,74.0,25,https://pypi.org/project/polyaxon-cli,Apache-2.0,2020-01-13 03:09:52+00:00,1.0,1.0,2041.0,43207.0,,,,,,,,https://hub.docker.com/r/polyaxon/polyaxon-api,2020-01-13 03:25:35.099196+00:00,,1523173.0,True,2,,,,,,,,,,,,,,,,,,,,
98,Grakn,graknlabs/grakn,graknlabs/grakn,grakn-client,grakn-client,,,,,io.grakn.client:grakn-client,data-storage,https://github.com/graknlabs/grakn,https://github.com/graknlabs/grakn,2016-07-11 23:59:57+00:00,2020-01-23 18:08:55+00:00,2020-01-22 20:06:19+00:00,226.0,193.0,1671.0,1917,4165.0,2020-01-17 16:23:29+00:00,1.6.2,41.0,Grakn Core: The Knowledge Graph.,54.0,25,https://pypi.org/project/grakn-client,AGPL-3.0,2019-11-25 19:51:13+00:00,26.0,6.0,453.0,8423.0,https://www.npmjs.com/package/grakn-client,2019-11-25 19:04:21.128000+00:00,2.0,793.0,,,,https://hub.docker.com/r/graknlabs/grakn,2020-01-17 17:12:20.363248+00:00,10.0,287654.0,False,3,,,,,,18.0,,,,13198.0,,,,,,,,,,
99,Kubeflow Pipelines,kubeflow/pipelines,,kfp,,,,,,,job-scheduler,https://github.com/kubeflow/pipelines,https://github.com/kubeflow/pipelines,2018-05-12 00:31:47+00:00,2020-01-24 17:45:10+00:00,2020-01-24 17:42:31+00:00,413.0,373.0,726.0,1356,1709.0,2020-01-20 11:22:34+00:00,0.2.0,43.0,Machine Learning Pipelines for Kubeflow.,108.0,25,https://pypi.org/project/kfp,Apache-2.0,2020-01-20 12:07:25+00:00,4.0,4.0,16834.0,16834.0,,,,,,,,,,,,True,2,,,,,,,,,,,,,,,,,,,,
100,Genie,Netflix/genie,netflixoss/genie-app,nflx-genie-client,,,,,,com.netflix.genie:genie-common,job-scheduler,https://github.com/Netflix/genie,https://github.com/Netflix/genie,2013-06-20 20:35:56+00:00,2020-01-24 19:24:02+00:00,2020-01-15 19:37:26+00:00,294.0,1.0,158.0,1276,2726.0,2019-12-09 23:32:44+00:00,3.6.11,96.0,Distributed Big Data Orchestration Service.,30.0,25,https://pypi.org/project/nflx-genie-client,Apache-2.0,2019-12-09 23:32:44+00:00,5.0,5.0,52338.0,52427.0,,,,,https://search.maven.org/artifact/com.netflix.genie/genie-common,2018-10-25 23:33:12+00:00,0.0,https://hub.docker.com/r/netflixoss/genie-app,2020-01-15 20:00:07.015632+00:00,3.0,7104.0,True,2,,,,,,,,,,,,,,,,,,,,
101,Dagster,dagster-io/dagster,,dagster,,,,,,,data-integration,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,2018-04-30 16:30:04+00:00,2020-01-24 20:29:01+00:00,2020-01-24 17:31:56+00:00,107.0,301.0,833.0,1226,2971.0,2020-01-10 23:42:33+00:00,0.6.7,108.0,"A Python library for building data applications: ETL, ML, Data Pipelines, and more.",49.0,25,https://pypi.org/project/dagster,Apache-2.0,2020-01-14 00:49:00+00:00,68.0,4.0,6420.0,6420.0,,,,,,,,,,,,True,3,,,,,,64.0,,,,,,,,,,,,,,
102,MLeap,combust/mleap,combustml/mleap-serving,mleap,,,,,,ml.combust.mleap:mleap-base_2.11,model-deployment,https://github.com/combust/mleap,https://github.com/combust/mleap,2016-08-23 03:51:03+00:00,2020-01-23 01:25:14.216556+00:00,2020-01-23 01:04:32+00:00,240.0,93.0,258.0,997,618.0,2017-10-09 04:28:30+00:00,0.8.1,18.0,MLeap: Deploy Spark Pipelines to Production.,58.0,25,https://pypi.org/project/mleap,Apache-2.0,2017-10-09 04:28:30+00:00,77.0,15.0,274389.0,274748.0,,,,,https://search.maven.org/artifact/ml.combust.mleap/mleap-base_2.11,2018-09-10 00:44:57+00:00,0.0,https://hub.docker.com/r/combustml/mleap-serving,2020-01-23 01:25:14.216556+00:00,5.0,14721.0,True,2,,,,,,62.0,,,,,,,,,,,,,,
103,Cayley,cayleygraph/cayley,cayleygraph/cayley,pyley,@cayleygraph/cayley,,cayley,timescaledb-postgresql-11,,,data-storage,https://github.com/cayleygraph/cayley,https://github.com/cayleygraph/cayley,2014-06-05 18:49:41+00:00,2020-01-21 23:57:59+00:00,2020-01-18 18:27:28+00:00,1174.0,77.0,385.0,13149,1704.0,2019-11-06 14:38:03.072000+00:00,1.1.4,15.0,An open-source graph database.,103.0,24,https://pypi.org/project/pyley,Apache-2.0,2019-10-26 20:33:32+00:00,,,155.0,634.0,https://www.npmjs.com/package/@cayleygraph/cayley,2019-11-06 14:38:03.072000+00:00,,46.0,,,,https://hub.docker.com/r/cayleygraph/cayley,2020-01-18 18:45:08.496507+00:00,5.0,3563.0,True,3,,,,,,,,,,25513.0,,,,,,cayley,,,,
104,Portia,scrapinghub/portia,scrapinghub/portia,slybot,,,,,,,others,https://github.com/scrapinghub/portia,https://github.com/scrapinghub/portia,2014-03-21 14:24:31+00:00,2019-07-10 08:26:00.640998+00:00,2019-07-10 08:13:34+00:00,1169.0,97.0,330.0,7518,2690.0,2017-06-28 13:32:43+00:00,0.13.1,24.0,Visual scraping for Scrapy.,50.0,24,https://pypi.org/project/slybot,BSD-3-Clause,2017-06-28 13:32:43+00:00,16.0,7.0,197.0,5118.0,,,,,,,,https://hub.docker.com/r/scrapinghub/portia,2019-07-10 08:26:00.640998+00:00,26.0,344414.0,True,2,,,,,,9.0,,,,109.0,,,,,,,,,,
105,pgweb,sosedoff/pgweb,sosedoff/pgweb,,,,pgweb,,,,db-gui,https://github.com/sosedoff/pgweb,https://github.com/sosedoff/pgweb,2014-10-09 01:41:32+00:00,2020-01-02 21:35:12+00:00,2019-12-16 23:26:23+00:00,422.0,43.0,221.0,6266,988.0,2019-12-16 23:22:34+00:00,0.11.5,36.0,Cross-platform client for PostgreSQL databases.,45.0,24,,MIT,,,,,69104.0,,,,,,,,https://hub.docker.com/r/sosedoff/pgweb,2019-12-16 23:25:04.637037+00:00,23.0,4281257.0,True,2,,,,,,,,,,72344.0,,,,,,,,,,
106,n8n.io,n8n-io/n8n,n8nio/n8n,,n8n,,,,,,job-scheduler,https://github.com/n8n-io/n8n,https://github.com/n8n-io/n8n,2019-06-22 09:24:21+00:00,2020-01-24 20:50:16+00:00,2020-01-24 05:15:00+00:00,341.0,42.0,65.0,6030,1280.0,2020-01-19 02:51:53.596000+00:00,0.49.0,67.0,Free and open node based Workflow Automation Tool. Easily automate tasks across different services.,35.0,24,,Apache-2.0,,1.0,,,50140.0,https://www.npmjs.com/package/n8n,2020-01-19 02:51:53.596000+00:00,,3071.0,,,,https://hub.docker.com/r/n8nio/n8n,2020-01-19 02:55:31.830966+00:00,11.0,329486.0,True,2,,,,,,1.0,,,,,,,,,,,,,,
107,Jupyter Docker Stacks,jupyter/docker-stacks,jupyter/scipy-notebook,,,,,,,,dev-environments,https://github.com/jupyter/docker-stacks,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00+00:00,2020-01-23 16:10:21+00:00,2020-01-23 16:10:19+00:00,1840.0,57.0,444.0,4875,1218.0,,,,Ready-to-run Docker images containing Jupyter applications.,157.0,24,,BSD-3-Clause,,,,,65889.0,,,,,,,,https://hub.docker.com/r/jupyter/scipy-notebook,2019-12-02 13:30:51.867527+00:00,214.0,3558036.0,True,3,,,,,,,,,,,,,,,,,,,,
108,Hue,cloudera/hue,gethue/hue,,,hue/hue,,,,,business-intelligence,https://github.com/cloudera/hue,https://github.com/cloudera/hue,2010-06-21 19:46:51+00:00,2020-01-24 13:51:13.309093+00:00,2020-01-22 23:01:26+00:00,1495.0,205.0,525.0,4026,17307.0,,,,Open source SQL Query Assistant for Databases/Warehouses.,231.0,24,,Apache-2.0,,3.0,,,4859.0,,,,,,,,https://hub.docker.com/r/gethue/hue,2020-01-24 13:51:13.309093+00:00,58.0,558858.0,True,2,,,,,,3.0,,,,,,,https://docs.gethue.com/,,,,,,,
109,DIGITS,NVIDIA/DIGITS,nvidia/digits,,,,,,,,dev-environments,https://github.com/NVIDIA/DIGITS,https://github.com/NVIDIA/DIGITS,2015-03-17 16:00:20+00:00,2019-11-05 18:24:57+00:00,2019-11-05 18:24:56+00:00,1377.0,607.0,882.0,3964,1612.0,2018-04-10 17:02:37+00:00,6.1.1,21.0,Deep Learning GPU Training System.,48.0,24,,BSD-3-Clause,,,,,12729.0,,,,,,,,https://hub.docker.com/r/nvidia/digits,2018-05-01 17:27:37.569561+00:00,65.0,738334.0,True,3,,,,,,,,,,,,,,,,,,,,
